Read_file	Genome_file	Adjusted_ANI	Naive_ANI	ANI_5-95_percentile	Eff_cov	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov	Containment_ind	Contig_name
ill_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/156/375/GCF_000156375.1_genomic.fna.gz	100.00	99.41	99.96-100.08	1.714	1.714	1.64-1.80	2	1.858	9398/11291	NZ_DS996397.1 Desulfovibrio piger ATCC 29098 Scfld442, whole genome shotgun sequence
ill_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/019/085/GCF_000019085.1_genomic.fna.gz	100.00	100.00	NA-NA	13.057	HIGH	NA-NA	13	13.057	8753/8753	NC_010321.1 Thermoanaerobacter pseudethanolicus ATCC 33223, complete sequence
ill_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/010/305/GCF_000010305.1_genomic.fna.gz	100.00	100.00	NA-NA	10.679	HIGH	NA-NA	10	10.641	18547/18548	NC_012489.1 Gemmatimonas aurantiaca T-27, complete sequence
ill_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/001/639/275/GCF_001639275.1_genomic.fna.gz	100.00	100.00	NA-NA	12.334	HIGH	NA-NA	12	12.031	8216/8217	NZ_LWMU01000001.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000001, whole genome shotgun sequence
ill_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/021/565/GCF_000021565.1_genomic.fna.gz	100.00	100.00	NA-NA	10.480	HIGH	NA-NA	10	10.479	7861/7862	NC_012440.1 Persephonella marina EX-H1, complete sequence
ill_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/016/545/GCF_000016545.1_genomic.fna.gz	100.00	100.00	NA-NA	22.429	HIGH	NA-NA	22	22.425	11206/11208	NC_009437.1 Caldicellulosiruptor saccharolyticus DSM 8903, complete sequence
ill_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/016/785/GCF_000016785.1_genomic.fna.gz	100.00	100.00	NA-NA	30.109	HIGH	NA-NA	28	29.152	7213/7215	NC_009486.1 Thermotoga petrophila RKU-1, complete sequence
ill_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/018/945/GCF_000018945.1_genomic.fna.gz	100.00	100.00	NA-NA	37.656	HIGH	NA-NA	36	37.484	7472/7475	NC_011978.1 Thermotoga neapolitana DSM 4359, complete sequence
ill_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/015/805/GCF_000015805.1_genomic.fna.gz	100.00	99.38	99.94-100.07	1.706	1.706	1.63-1.78	2	1.786	6596/7994	NC_009073.1 Pyrobaculum calidifontis JCM 11548, complete sequence
ill_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/002/952/055/GCF_002952055.1_genomic.fna.gz	100.00	100.00	NA-NA	8.558	HIGH	NA-NA	8	8.549	10667/10679	NZ_CP021255.1 Desulfobulbus oralis strain HOT041/ORNL chromosome, complete genome
