Read_file	Genome_file	Adjusted_ANI	Naive_ANI	ANI_5-95_percentile	Eff_cov	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov	Containment_ind	Contig_name
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/018/945/GCF_000018945.1_genomic.fna.gz	99.94	99.94	NA-NA	9.070	HIGH	NA-NA	8	8.861	7345/7475	NC_011978.1 Thermotoga neapolitana DSM 4359, complete sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/016/785/GCF_000016785.1_genomic.fna.gz	99.90	99.90	NA-NA	7.051	HIGH	NA-NA	6	6.705	6989/7215	NC_009486.1 Thermotoga petrophila RKU-1, complete sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/091/665/GCF_000091665.1_genomic.fna.gz	99.86	99.86	NA-NA	6.046	HIGH	NA-NA	6	5.788	6549/6840	NC_000909.1 Methanocaldococcus jannaschii DSM 2661, complete sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/002/952/055/GCF_002952055.1_genomic.fna.gz	99.85	99.01	99.80-99.92	1.428	1.428	1.36-1.49	2	1.577	7840/10679	NZ_CP021255.1 Desulfobulbus oralis strain HOT041/ORNL chromosome, complete genome
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/016/545/GCF_000016545.1_genomic.fna.gz	99.82	99.82	NA-NA	5.134	HIGH	NA-NA	5	4.854	10597/11208	NC_009437.1 Caldicellulosiruptor saccharolyticus DSM 8903, complete sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/166/095/GCF_000166095.1_genomic.fna.gz	99.82	99.82	NA-NA	5.461	HIGH	NA-NA	5	5.160	4624/4894	NC_014658.1 Methanothermus fervidus DSM 2088, complete sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCA/000/018/565/GCA_000018565.1_genomic.fna.gz	99.82	99.06	99.77-99.86	1.528	1.528	1.48-1.57	2	1.781	19866/26602	CP000875.1 Herpetosiphon aurantiacus DSM 785, complete genome
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/196/115/GCF_000196115.1_genomic.fna.gz	99.80	98.83	99.75-99.84	1.312	1.312	1.28-1.35	2	1.362	19520/28113	NC_005027.1 Rhodopirellula baltica SH 1, complete sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/010/505/GCF_000010505.1_genomic.fna.gz	99.77	98.26	99.66-99.87	0.954	0.954	0.91-1.00	1	0.949	5007/8631	NC_010729.1 Porphyromonas gingivalis ATCC 33277, complete sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/015/805/GCF_000015805.1_genomic.fna.gz	99.75	96.08	99.52-100.03	0.366	0.366	0.33-0.40	1	0.348	2314/7994	NC_009073.1 Pyrobaculum calidifontis JCM 11548, complete sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/900/167/395/GCF_900167395.1_genomic.fna.gz	99.73	99.73	NA-NA	3.842	HIGH	NA-NA	3	3.504	9886/10739	NZ_FUWK01000085.1 Nitrosomonas europaea strain ATCC 25978, whole genome shotgun sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/020/465/GCF_000020465.1_genomic.fna.gz	99.73	99.24	99.68-99.79	1.907	1.907	1.81-1.99	2	2.008	8401/10644	NC_010803.1 Chlorobium limicola DSM 245, complete sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCA/000/007/325/GCA_000007325.1_genomic.fna.gz	99.72	98.88	99.66-99.80	1.432	1.432	1.36-1.48	2	1.486	5911/8373	AE009951.2 Fusobacterium nucleatum subsp. nucleatum ATCC 25586, complete genome
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/010/305/GCF_000010305.1_genomic.fna.gz	99.70	99.70	NA-NA	3.625	HIGH	NA-NA	3	3.295	16912/18548	NC_012489.1 Gemmatimonas aurantiaca T-27, complete sequence
