Read_file	Genome_file	Adjusted_ANI	Naive_ANI	ANI_5-95_percentile	Eff_cov	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov	Containment_ind	Contig_name
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/015/865/GCF_000015865.1_genomic.fna.gz	100.00	93.98	100.63-102.79	0.090	0.090	0.06-0.12	1	0.155	445/3054	NC_009012.1 Acetivibrio thermocellus ATCC 27405, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/308/215/GCF_000308215.1_genomic.fna.gz	100.00	95.49	100.74-102.06	0.171	0.171	0.13-0.20	1	0.261	551/2307	NZ_CAJE01000026.1 Methanomassiliicoccus luminyensis B10, whole genome shotgun sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/021/645/GCF_000021645.1_genomic.fna.gz	100.00	95.77	100.42-102.13	0.199	0.199	0.14-0.25	1	0.287	410/1564	NC_011661.1 Dictyoglomus turgidum DSM 6724, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/196/135/GCF_000196135.1_genomic.fna.gz	100.00	98.47	100.18-100.67	0.769	0.769	0.68-0.85	1	0.893	1138/1834	NC_005090.1 Wolinella succinogenes DSM 1740, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/015/805/GCF_000015805.1_genomic.fna.gz	100.00	99.45	100.17-100.53	1.346	1.346	1.22-1.53	2	1.786	1472/1744	NC_009073.1 Pyrobaculum calidifontis JCM 11548, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/017/205/GCF_000017205.1_genomic.fna.gz	100.00	92.12	99.18-102.06	0.071	0.071	0.04-0.10	1	0.098	439/5587	NC_009656.1 Pseudomonas aeruginosa PA7, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/017/945/GCF_000017945.1_genomic.fna.gz	100.00	98.96	99.87-100.47	1.133	1.133	0.97-1.33	2	1.357	825/1141	NC_009776.1 Ignicoccus hospitalis KIN4/I, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/016/125/GCF_000016125.1_genomic.fna.gz	100.00	99.53	100.03-100.32	1.680	1.680	1.50-1.85	2	2.262	1311/1517	NC_009135.1 Methanococcus maripaludis C5, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/007/185/GCF_000007185.1_genomic.fna.gz	100.00	99.29	99.90-100.32	1.425	1.425	1.26-1.59	2	1.542	1223/1527	NC_003551.1 Methanopyrus kandleri AV19, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCA/003/510/745/GCA_003510745.1_genomic.fna.gz	100.00	98.85	99.88-100.32	1.109	1.109	0.98-1.25	1	1.200	933/1336	DOKW01000009.1 MAG TPA_asm: Sulfurihydrogenibium sp. isolate UBA8851 contig_10540, whole genome shotgun sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/020/225/GCF_000020225.1_genomic.fna.gz	100.00	99.71	99.98-100.17	2.188	2.188	1.97-2.38	2	2.438	2119/2322	NC_010655.1 Akkermansia muciniphila ATCC BAA-835, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/008/565/GCF_000008565.1_genomic.fna.gz	100.00	98.69	99.87-100.21	1.040	1.040	0.96-1.12	1	1.144	1813/2726	NC_001263.1 Deinococcus radiodurans R1 chromosome 1, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/011/065/GCF_000011065.1_genomic.fna.gz	100.00	98.39	99.89-100.17	0.902	0.902	0.84-0.95	1	0.933	3217/5318	NC_004663.1 Bacteroides thetaiotaomicron VPI-5482, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/010/305/GCF_000010305.1_genomic.fna.gz	100.00	100.00	NA-NA	27.852	HIGH	NA-NA	28	27.719	4039/4039	NC_012489.1 Gemmatimonas aurantiaca T-27, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/016/785/GCF_000016785.1_genomic.fna.gz	100.00	100.00	NA-NA	27.219	HIGH	NA-NA	25	25.787	1531/1531	NC_009486.1 Thermotoga petrophila RKU-1, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/021/565/GCF_000021565.1_genomic.fna.gz	100.00	100.00	NA-NA	16.300	HIGH	NA-NA	16	16.300	1762/1762	NC_012440.1 Persephonella marina EX-H1, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/001/639/275/GCF_001639275.1_genomic.fna.gz	100.00	100.00	NA-NA	10.024	HIGH	NA-NA	10	9.906	1785/1785	NZ_LWMU01000001.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000001, whole genome shotgun sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/016/545/GCF_000016545.1_genomic.fna.gz	100.00	100.00	NA-NA	26.674	HIGH	NA-NA	26	26.663	2405/2406	NC_009437.1 Caldicellulosiruptor saccharolyticus DSM 8903, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/002/952/055/GCF_002952055.1_genomic.fna.gz	100.00	100.00	NA-NA	8.906	HIGH	NA-NA	9	8.902	2286/2287	NZ_CP021255.1 Desulfobulbus oralis strain HOT041/ORNL chromosome, complete genome
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/196/115/GCF_000196115.1_genomic.fna.gz	100.00	100.00	NA-NA	7.801	HIGH	NA-NA	8	7.797	6107/6110	NC_005027.1 Rhodopirellula baltica SH 1, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/022/325/GCF_000022325.1_genomic.fna.gz	100.00	96.41	99.51-100.54	0.333	0.333	0.27-0.40	1	0.346	735/2282	NC_012034.1 Caldicellulosiruptor bescii DSM 6725, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/016/065/GCF_000016065.1_genomic.fna.gz	100.00	98.09	99.79-100.14	0.779	0.779	0.73-0.84	1	0.812	2187/3981	NC_009092.1 Shewanella loihica PV-4, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/019/085/GCF_000019085.1_genomic.fna.gz	100.00	100.00	NA-NA	7.398	HIGH	NA-NA	7	7.374	1895/1897	NC_010321.1 Thermoanaerobacter pseudethanolicus ATCC 33223, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/018/945/GCF_000018945.1_genomic.fna.gz	100.00	100.00	NA-NA	40.496	HIGH	NA-NA	40	40.445	1599/1601	NC_011978.1 Thermotoga neapolitana DSM 4359, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCA/000/018/565/GCA_000018565.1_genomic.fna.gz	99.99	99.99	NA-NA	7.438	HIGH	NA-NA	7	7.425	5746/5756	CP000875.1 Herpetosiphon aurantiacus DSM 785, complete genome
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/166/095/GCF_000166095.1_genomic.fna.gz	99.99	99.99	NA-NA	15.678	HIGH	NA-NA	15	15.650	1101/1103	NC_014658.1 Methanothermus fervidus DSM 2088, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/091/665/GCF_000091665.1_genomic.fna.gz	99.99	99.99	NA-NA	16.021	HIGH	NA-NA	16	15.988	1457/1460	NC_000909.1 Methanocaldococcus jannaschii DSM 2661, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/020/465/GCF_000020465.1_genomic.fna.gz	99.99	99.99	NA-NA	13.258	HIGH	NA-NA	13	13.152	2280/2286	NC_010803.1 Chlorobium limicola DSM 245, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/011/105/GCF_000011105.1_genomic.fna.gz	99.99	99.99	NA-NA	7.453	HIGH	NA-NA	7	7.414	1513/1517	NC_000961.1 Pyrococcus horikoshii OT3, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/900/167/395/GCF_900167395.1_genomic.fna.gz	99.98	99.98	NA-NA	10.571	HIGH	NA-NA	10	10.245	2303/2314	NZ_FUWK01000085.1 Nitrosomonas europaea strain ATCC 25978, whole genome shotgun sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/018/865/GCF_000018865.1_genomic.fna.gz	99.97	99.35	99.88-100.04	1.699	1.699	1.60-1.80	2	1.672	3645/4464	NC_010175.1 Chloroflexus aurantiacus J-10-fl, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/015/125/GCF_000015125.1_genomic.fna.gz	99.97	99.97	NA-NA	5.202	HIGH	NA-NA	5	5.084	2498/2522	NC_008639.1 Chlorobium phaeobacteroides DSM 266, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCA/000/007/325/GCA_000007325.1_genomic.fna.gz	99.96	99.96	NA-NA	5.122	HIGH	NA-NA	5	5.052	1816/1841	AE009951.2 Fusobacterium nucleatum subsp. nucleatum ATCC 25586, complete genome
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/001/481/685/GCF_001481685.1_genomic.fna.gz	99.95	99.95	NA-NA	4.572	HIGH	NA-NA	4	4.504	1192/1210	NZ_CP006867.1 Ignicoccus islandicus DSM 13165 chromosome, complete genome
