Read_file	Genome_file	Adjusted_ANI	Naive_ANI	ANI_5-95_percentile	Eff_cov	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov	Containment_ind	Contig_name
reference/all_genomes_mock2/Methanocaldococcus_jannaschii_DSM_2661.fna.gz	gtdb_genomes_reps_r214/database/GCF/000/091/665/GCF_000091665.1_genomic.fna.gz	100.00	100.00	NA-NA	1.000	LOW	NA-NA	1	1.000	1675/1675	NC_000909.1 Methanocaldococcus jannaschii DSM 2661, complete sequence
reference/all_genomes_mock2/Bacteroides_vulgatus_ATCC_8482.fna.gz	gtdb_genomes_reps_r214/database/GCF/000/012/825/GCF_000012825.1_genomic.fna.gz	100.00	100.00	NA-NA	1.000	LOW	NA-NA	1	1.000	4773/4773	NC_009614.1 Phocaeicola vulgatus ATCC 8482, complete sequence
reference/all_genomes_mock2/Porphyromonas_gingivalis_ATCC_33277.fna.gz	gtdb_genomes_reps_r214/database/GCF/000/010/505/GCF_000010505.1_genomic.fna.gz	100.00	100.00	NA-NA	1.000	LOW	NA-NA	1	1.000	2125/2125	NC_010729.1 Porphyromonas gingivalis ATCC 33277, complete sequence
reference/all_genomes_mock2/Rhodopirellula_baltica_SH_1.fna.gz	gtdb_genomes_reps_r214/database/GCF/000/196/115/GCF_000196115.1_genomic.fna.gz	100.00	100.00	NA-NA	1.000	LOW	NA-NA	1	1.000	6993/6993	NC_005027.1 Rhodopirellula baltica SH 1, complete sequence
reference/all_genomes_mock2/Nitrosomonas_europaea_ATCC_19718.fna.gz	gtdb_genomes_reps_r214/database/GCF/900/167/395/GCF_900167395.1_genomic.fna.gz	100.00	100.00	NA-NA	0.008	0.008	NA-NA	1	1.007	2686/2686	NZ_FUWK01000085.1 Nitrosomonas europaea strain ATCC 25978, whole genome shotgun sequence
reference/all_genomes_mock2/Ignicoccus_islandicus_DSM_13165.fna.gz	gtdb_genomes_reps_r214/database/GCF/001/481/685/GCF_001481685.1_genomic.fna.gz	100.00	100.00	NA-NA	1.000	LOW	NA-NA	1	1.000	1398/1398	NZ_CP006867.1 Ignicoccus islandicus DSM 13165 chromosome, complete genome
reference/all_genomes_mock2/Desulfobulbus_oralis_sp._ONRL.fna.gz	gtdb_genomes_reps_r214/database/GCF/002/952/055/GCF_002952055.1_genomic.fna.gz	100.00	100.00	NA-NA	1.000	LOW	NA-NA	1	1.000	2673/2673	NZ_CP021255.1 Desulfobulbus oralis strain HOT041/ORNL chromosome, complete genome
reference/all_genomes_mock2/Methanococcus_maripaludis_C5.fna.gz	gtdb_genomes_reps_r214/database/GCF/000/016/125/GCF_000016125.1_genomic.fna.gz	100.00	100.00	NA-NA	1.000	LOW	NA-NA	1	1.000	1765/1765	NC_009135.1 Methanococcus maripaludis C5, complete sequence
reference/all_genomes_mock2/Herpetosiphon_aurantiacus_DSM_785.fna.gz	gtdb_genomes_reps_r214/database/GCA/000/018/565/GCA_000018565.1_genomic.fna.gz	100.00	100.00	NA-NA	1.000	LOW	NA-NA	1	1.000	6616/6616	CP000875.1 Herpetosiphon aurantiacus DSM 785, complete genome
reference/all_genomes_mock2/Bifidobacterium_adolescentis_ATCC_15703.fna.gz	gtdb_genomes_reps_r214/database/GCF/000/010/425/GCF_000010425.1_genomic.fna.gz	100.00	100.00	NA-NA	1.000	LOW	NA-NA	1	1.000	2009/2009	NC_008618.1 Bifidobacterium adolescentis ATCC 15703, complete sequence
reference/all_genomes_mock2/Nanoarchaeum_equitans_Kin4-M.fna.gz	gtdb_genomes_reps_r214/database/GCA/000/008/085/GCA_000008085.1_genomic.fna.gz	100.00	100.00	NA-NA	1.000	LOW	NA-NA	1	1.000	515/515	AE017199.1 Nanoarchaeum equitans Kin4-M chromosome, complete genome
reference/all_genomes_mock2/Geobacter_bemidjiensis_Bem.fna.gz	gtdb_genomes_reps_r214/database/GCF/000/020/725/GCF_000020725.1_genomic.fna.gz	100.00	100.00	NA-NA	1.000	LOW	NA-NA	1	1.000	4558/4558	NC_011146.1 Citrifermentans bemidjiense Bem, complete sequence
reference/all_genomes_mock2/Methanopyrus_kandleri_AV19.fna.gz	gtdb_genomes_reps_r214/database/GCF/000/007/185/GCF_000007185.1_genomic.fna.gz	100.00	100.00	NA-NA	1.000	LOW	NA-NA	1	1.000	1759/1759	NC_003551.1 Methanopyrus kandleri AV19, complete sequence
