Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	True_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
10078202_dedup.1	gtdb_genomes_reps_r214/database/GCF/000/011/065/GCF_000011065.1_genomic.fna.gz	18.0880	33.0331	98.54	113.126	NA-NA	HIGH	NA-NA	79	79.495	16952/26733	98.54	NC_004663.1 Bacteroides thetaiotaomicron VPI-5482, complete sequence
10078202_dedup.1	gtdb_genomes_reps_r214/database/GCA/013/316/055/GCA_013316055.1_genomic.fna.gz	14.6535	5.1369	98.43	91.646	NA-NA	HIGH	NA-NA	64	64.007	3238/5288	98.43	WSNM01000066.1 MAG: Clostridia bacterium isolate RACS_050 NODE_1014_length_2371_cov_7.129032, whole genome shotgun sequence
10078202_dedup.1	gtdb_genomes_reps_r214/database/GCA/910/587/645/GCA_910587645.1_genomic.fna.gz	9.8453	7.2168	100.00	61.575	NA-NA	HIGH	NA-NA	43	43.379	10984/10993	100.00	CAJUNA010000001.1 TPA_asm: uncultured Oscillospiraceae bacterium isolate MGBC162040 genome assembly, contig: MGBC162040.1, whole genome shotgun sequence
10078202_dedup.1	gtdb_genomes_reps_r214/database/GCF/001/591/705/GCF_001591705.1_genomic.fna.gz	9.3874	6.3855	98.21	58.711	NA-NA	HIGH	NA-NA	41	44.398	5769/10086	98.21	NZ_BCVK01000001.1 Lactococcus lactis subsp. cremoris NBRC 100676, whole genome shotgun sequence
10078202_dedup.1	gtdb_genomes_reps_r214/database/GCA/910/587/685/GCA_910587685.1_genomic.fna.gz	9.3874	4.8243	99.08	58.711	NA-NA	HIGH	NA-NA	41	41.777	5754/7664	99.08	CAJUMY010000001.1 TPA_asm: uncultured Christensenellaceae bacterium isolate MGBC161649 genome assembly, contig: MGBC161649.1, whole genome shotgun sequence
10078202_dedup.1	gtdb_genomes_reps_r214/database/GCF/000/020/225/GCF_000020225.1_genomic.fna.gz	4.5792	3.5401	99.08	28.639	NA-NA	HIGH	NA-NA	20	20.475	8574/11412	99.08	NC_010655.1 Akkermansia muciniphila ATCC BAA-835, complete sequence
10078202_dedup.1	gtdb_genomes_reps_r214/database/GCA/910/587/595/GCA_910587595.1_genomic.fna.gz	4.1213	2.4944	98.66	25.775	NA-NA	HIGH	NA-NA	18	17.950	5897/8964	98.66	CAJULQ010000001.1 TPA_asm: uncultured Christensenellaceae bacterium isolate MGBC158044 genome assembly, contig: MGBC158044.1, whole genome shotgun sequence
10078202_dedup.1	gtdb_genomes_reps_r214/database/GCF/000/205/025/GCF_000205025.1_genomic.fna.gz	3.4344	2.8221	98.83	21.480	NA-NA	HIGH	NA-NA	15	15.497	8388/12065	98.83	NZ_GL883674.1 Parasutterella excrementihominis YIT 11859 Scfld0, whole genome shotgun sequence
10078202_dedup.1	gtdb_genomes_reps_r214/database/GCF/000/159/355/GCF_000159355.1_genomic.fna.gz	3.0242	1.5625	95.03	18.914	NA-NA	HIGH	NA-NA	13	13.208	1575/7641	95.03	NZ_GG670151.1 Lactobacillus johnsonii ATCC 33200 SCAFFOLD32, whole genome shotgun sequence
10078202_dedup.1	gtdb_genomes_reps_r214/database/GCA/910/589/675/GCA_910589675.1_genomic.fna.gz	2.5774	1.2595	97.38	16.120	NA-NA	HIGH	NA-NA	11	11.257	3151/7173	97.38	CAJUTO010000001.1 uncultured Lactobacillus sp. isolate MGBC166701 genome assembly, contig: MGBC166701.1, whole genome shotgun sequence
10078202_dedup.1	gtdb_genomes_reps_r214/database/GCF/001/945/605/GCF_001945605.1_genomic.fna.gz	1.6835	1.1014	99.22	10.529	NA-NA	HIGH	NA-NA	7	7.353	7379/9406	99.22	NZ_MPKA01000006.1 Dubosiella newyorkensis strain NYU-BL-A4 NODE_100_length_1023_cov_1250.21_ID_199, whole genome shotgun sequence
10078202_dedup.1	gtdb_genomes_reps_r214/database/GCA/910/579/785/GCA_910579785.1_genomic.fna.gz	1.3437	0.7215	99.05	8.404	NA-NA	HIGH	NA-NA	6	5.869	5900/7937	99.05	CAJTVJ010000001.1 TPA_asm: uncultured Christensenella sp. isolate MGBC114095 genome assembly, contig: MGBC114095.1, whole genome shotgun sequence
10078202_dedup.1	gtdb_genomes_reps_r214/database/GCA/003/612/485/GCA_003612485.1_genomic.fna.gz	1.1702	1.6846	98.67	7.319	NA-NA	HIGH	NA-NA	5	5.111	14197/21532	98.67	RAZA01000099.1 Bacterium D16-50 strain D16-50 Scaffold100_1, whole genome shotgun sequence
10078202_dedup.1	gtdb_genomes_reps_r214/database/GCA/910/585/815/GCA_910585815.1_genomic.fna	0.8162	0.7692	99.76	5.105	NA-NA	HIGH	NA-NA	3	3.565	12858/13844	99.76	CAJUFJ010000001.1 TPA_asm: uncultured Oscillospiraceae bacterium isolate MGBC131434 genome assembly, contig: MGBC131434.1, whole genome shotgun sequence
10078202_dedup.1	gtdb_genomes_reps_r214/database/GCA/910/586/125/GCA_910586125.1_genomic.fna.gz	0.7354	0.6580	99.46	4.599	NA-NA	HIGH	NA-NA	3	3.212	11426/13498	99.46	CAJUHP010000001.1 TPA_asm: uncultured Lachnospiraceae bacterium isolate MGBC129472 genome assembly, contig: MGBC129472.1, whole genome shotgun sequence
10078202_dedup.1	gtdb_genomes_reps_r214/database/GCA/910/587/835/GCA_910587835.1_genomic.fna.gz	0.5401	0.4738	99.95	3.378	99.92-99.99	2.359	2.25-2.45	2	2.737	11625/12963	99.65	CAJUNQ010000001.1 TPA_asm: uncultured Oscillospiraceae bacterium isolate MGBC162081 genome assembly, contig: MGBC162081.1, whole genome shotgun sequence
10078202_dedup.1	gtdb_genomes_reps_r214/database/GCA/910/578/065/GCA_910578065.1_genomic.fna.gz	0.5123	0.2852	99.91	3.204	99.87-99.98	2.237	2.07-2.32	2	2.704	7144/8166	99.57	CAJTPB010000001.1 TPA_asm: uncultured Christensenella sp. isolate MGBC107413 genome assembly, contig: MGBC107413.1, whole genome shotgun sequence
10078202_dedup.1	gtdb_genomes_reps_r214/database/GCA/910/588/005/GCA_910588005.1_genomic.fna.gz	0.4568	0.3622	99.92	2.857	99.81-99.97	1.995	1.91-2.25	2	2.638	10028/11794	99.48	CAJUQM010000001.1 TPA_asm: uncultured Oscillibacter sp. isolate MGBC163303 genome assembly, contig: MGBC163303.1, whole genome shotgun sequence
