Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	True_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
test_1	gtdb_genomes_reps_r214/database/GCF/000/011/065/GCF_000011065.1_genomic.fna.gz	18.2066	33.4202	98.54	95.290	NA-NA	HIGH	NA-NA	64	63.901	16930/26733	98.54	NC_004663.1 Bacteroides thetaiotaomicron VPI-5482, complete sequence
test_1	gtdb_genomes_reps_r214/database/GCA/013/316/055/GCA_013316055.1_genomic.fna.gz	14.5083	5.1121	98.42	75.935	NA-NA	HIGH	NA-NA	51	51.590	3227/5288	98.42	WSNM01000066.1 MAG: Clostridia bacterium isolate RACS_050 NODE_1014_length_2371_cov_7.129032, whole genome shotgun sequence
test_1	gtdb_genomes_reps_r214/database/GCA/910/587/645/GCA_910587645.1_genomic.fna.gz	9.6722	7.1263	99.99	50.623	NA-NA	HIGH	NA-NA	34	34.724	10973/10993	99.99	CAJUNA010000001.1 TPA_asm: uncultured Oscillospiraceae bacterium isolate MGBC162040 genome assembly, contig: MGBC162040.1, whole genome shotgun sequence
test_1	gtdb_genomes_reps_r214/database/GCA/910/587/685/GCA_910587685.1_genomic.fna.gz	9.3878	4.8492	99.07	49.134	NA-NA	HIGH	NA-NA	33	33.632	5737/7664	99.07	CAJUMY010000001.1 TPA_asm: uncultured Christensenellaceae bacterium isolate MGBC161649 genome assembly, contig: MGBC161649.1, whole genome shotgun sequence
test_1	gtdb_genomes_reps_r214/database/GCF/001/591/705/GCF_001591705.1_genomic.fna.gz	9.3878	6.4185	98.60	49.134	NA-NA	HIGH	NA-NA	33	36.885	6509/10086	98.60	NZ_BCVK01000001.1 Lactococcus lactis subsp. cremoris NBRC 100676, whole genome shotgun sequence
test_1	gtdb_genomes_reps_r214/database/GCF/000/020/225/GCF_000020225.1_genomic.fna.gz	4.5516	3.5368	99.08	23.823	NA-NA	HIGH	NA-NA	16	16.521	8559/11412	99.08	NC_010655.1 Akkermansia muciniphila ATCC BAA-835, complete sequence
test_1	gtdb_genomes_reps_r214/database/GCA/910/587/595/GCA_910587595.1_genomic.fna.gz	4.1031	2.4961	98.65	21.475	NA-NA	HIGH	NA-NA	14	14.423	5891/8964	98.65	CAJULQ010000001.1 TPA_asm: uncultured Christensenellaceae bacterium isolate MGBC158044 genome assembly, contig: MGBC158044.1, whole genome shotgun sequence
test_1	gtdb_genomes_reps_r214/database/GCF/000/205/025/GCF_000205025.1_genomic.fna.gz	3.5353	2.9199	98.83	18.503	NA-NA	HIGH	NA-NA	12	12.427	8386/12065	98.83	NZ_GL883674.1 Parasutterella excrementihominis YIT 11859 Scfld0, whole genome shotgun sequence
test_1	gtdb_genomes_reps_r214/database/GCF/000/159/355/GCF_000159355.1_genomic.fna.gz	3.0161	1.5663	95.03	15.786	NA-NA	HIGH	NA-NA	11	10.602	1574/7641	95.03	NZ_GG670151.1 Lactobacillus johnsonii ATCC 33200 SCAFFOLD32, whole genome shotgun sequence
test_1	gtdb_genomes_reps_r214/database/GCA/910/589/675/GCA_910589675.1_genomic.fna.gz	2.5713	1.2629	97.38	13.458	NA-NA	HIGH	NA-NA	9	9.039	3150/7173	97.38	CAJUTO010000001.1 uncultured Lactobacillus sp. isolate MGBC166701 genome assembly, contig: MGBC166701.1, whole genome shotgun sequence
test_1	gtdb_genomes_reps_r214/database/GCF/001/945/605/GCF_001945605.1_genomic.fna.gz	1.6883	1.1103	99.21	8.836	NA-NA	HIGH	NA-NA	6	5.935	7364/9406	99.21	NZ_MPKA01000006.1 Dubosiella newyorkensis strain NYU-BL-A4 NODE_100_length_1023_cov_1250.21_ID_199, whole genome shotgun sequence
test_1	gtdb_genomes_reps_r214/database/GCA/910/579/785/GCA_910579785.1_genomic.fna.gz	1.3523	0.7298	99.02	7.078	NA-NA	HIGH	NA-NA	4	4.754	5852/7937	99.02	CAJTVJ010000001.1 TPA_asm: uncultured Christensenella sp. isolate MGBC114095 genome assembly, contig: MGBC114095.1, whole genome shotgun sequence
test_1	gtdb_genomes_reps_r214/database/GCA/003/612/485/GCA_003612485.1_genomic.fna.gz	1.1868	1.7172	98.62	6.212	NA-NA	HIGH	NA-NA	4	4.172	14013/21532	98.62	RAZA01000099.1 Bacterium D16-50 strain D16-50 Scaffold100_1, whole genome shotgun sequence
test_1	gtdb_genomes_reps_r214/database/GCA/910/585/815/GCA_910585815.1_genomic.fna	0.8434	0.7989	99.65	4.414	NA-NA	HIGH	NA-NA	3	2.965	12425/13844	99.65	CAJUFJ010000001.1 TPA_asm: uncultured Oscillospiraceae bacterium isolate MGBC131434 genome assembly, contig: MGBC131434.1, whole genome shotgun sequence
test_1	gtdb_genomes_reps_r214/database/GCA/910/586/125/GCA_910586125.1_genomic.fna.gz	0.6624	0.5958	99.63	3.467	99.59-99.67	2.329	2.23-2.41	2	2.697	10924/13498	99.32	CAJUHP010000001.1 TPA_asm: uncultured Lachnospiraceae bacterium isolate MGBC129472 genome assembly, contig: MGBC129472.1, whole genome shotgun sequence
