Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	True_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
real_gut_reads/SRR5983472_1.fastq.gz	gtdb_genomes_reps_r207/GCF/902/810/435/GCF_902810435.1_genomic.fna.gz	27.4652	13.1688	97.55	142.933	NA-NA	HIGH	NA-NA	91	87.174	4264/9199	97.55	NZ_LR778174.1 Veillonella parvula strain SKV38 chromosome 1, complete sequence
real_gut_reads/SRR5983472_1.fastq.gz	gtdb_genomes_reps_r207/GCF/005/121/165/GCF_005121165.2_genomic.fna.gz	15.9962	12.7781	99.35	83.246	NA-NA	HIGH	NA-NA	53	52.356	12322/15084	99.35	NZ_CP034413.2 Dysosmobacter welbionis strain J115 chromosome, complete genome
real_gut_reads/SRR5983472_1.fastq.gz	gtdb_genomes_reps_r207/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	12.0726	13.5776	97.53	62.828	NA-NA	HIGH	NA-NA	40	40.732	9762/21223	97.53	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome
real_gut_reads/SRR5983472_1.fastq.gz	gtdb_genomes_reps_r207/GCF/000/239/295/GCF_000239295.1_genomic.fna.gz	8.1490	6.9538	98.70	42.409	NA-NA	HIGH	NA-NA	27	27.412	10924/16381	98.70	NZ_JH417617.1 Flavonifractor plautii ATCC 29863 Scfld0, whole genome shotgun sequence
real_gut_reads/SRR5983472_1.fastq.gz	gtdb_genomes_reps_r207/GCF/900/537/995/GCF_900537995.1_genomic.fna.gz	6.6399	6.6646	98.78	34.555	NA-NA	HIGH	NA-NA	22	22.548	12618/18464	98.78	NZ_LR027880.1 Roseburia intestinalis L1-82 chromosome 1, complete sequence
real_gut_reads/SRR5983472_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/112/995/GCA_900112995.1_genomic.fna.gz	4.2771	2.6917	99.19	22.258	NA-NA	HIGH	NA-NA	14	14.171	9457/12183	99.19	FONU01000049.1 Lactobacillus rogosae strain ATCC 27753 genome assembly, contig: Ga0052885_scaffold00047.47, whole genome shotgun sequence
real_gut_reads/SRR5983472_1.fastq.gz	gtdb_genomes_reps_r207/GCF/000/012/825/GCF_000012825.1_genomic.fna.gz	3.4568	3.9869	99.34	17.990	NA-NA	HIGH	NA-NA	12	11.453	17233/21133	99.34	NC_009614.1 Bacteroides vulgatus ATCC 8482, complete sequence
real_gut_reads/SRR5983472_1.fastq.gz	gtdb_genomes_reps_r207/GCF/000/157/935/GCF_000157935.1_genomic.fna.gz	2.9100	2.2832	97.03	15.144	NA-NA	HIGH	NA-NA	9	9.642	5602/14283	97.03	NZ_GG703878.1 Prevotella copri DSM 18205 Scfld26, whole genome shotgun sequence
real_gut_reads/SRR5983472_1.fastq.gz	gtdb_genomes_reps_r207/GCF/015/557/635/GCF_015557635.1_genomic.fna.gz	2.2311	1.7918	98.53	11.611	NA-NA	HIGH	NA-NA	7	7.392	9793/15484	98.53	NZ_JADNOP010000010.1 Fusicatenibacter saccharivorans strain D41t1_190614_C8 NODE_10_length_148788_cov_71.1435, whole genome shotgun sequence
real_gut_reads/SRR5983472_1.fastq.gz	gtdb_genomes_reps_r207/GCF/001/406/815/GCF_001406815.1_genomic.fna.gz	2.0020	1.4912	98.60	10.418	NA-NA	HIGH	NA-NA	6	6.633	9241/14285	98.60	NZ_CVRR01000001.1 Roseburia faecis strain M72, whole genome shotgun sequence
