Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	True_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
biofilm_reads/SRR24442559_1.fastq.gz	imgvr_reps.fna	19.7349	0.1069	96.40	958.212	NA-NA	HIGH	NA-NA	681	521.471	17/53	96.40	IMGVR_UViG_3300047562_000850|3300047562|Ga0485290_0000928
biofilm_reads/SRR24442559_1.fastq.gz	imgvr_reps.fna	9.9399	0.0675	96.56	482.624	NA-NA	HIGH	NA-NA	343	431.593	27/80	96.56	IMGVR_UViG_3300040808_000611|3300040808|Ga0436642_000675
biofilm_reads/SRR24442559_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/Co_bin.45.fa	5.6510	9.3829	99.70	274.378	NA-NA	HIGH	NA-NA	195	192.555	16613/18261	99.70	NODE_325_length_319053_cov_36.984093
biofilm_reads/SRR24442559_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/1_bin.30.fa	4.7236	8.2716	100.00	229.352	NA-NA	HIGH	NA-NA	163	164.147	19596/19598	100.00	NODE_5_length_879764_cov_29.748527
biofilm_reads/SRR24442559_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/2_bin.28.fa	4.6657	8.0400	100.00	226.538	NA-NA	HIGH	NA-NA	161	162.654	18633/18647	100.00	NODE_35_length_357553_cov_5.004594
biofilm_reads/SRR24442559_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/1_bin.40.fa	4.1730	3.9804	100.00	202.618	NA-NA	HIGH	NA-NA	144	144.225	10422/10429	100.00	NODE_2_length_1376629_cov_24.301006
biofilm_reads/SRR24442559_1.fastq.gz	imgvr_reps.fna	4.0571	0.0361	96.67	196.989	NA-NA	HIGH	NA-NA	140	103.512	41/117	96.67	IMGVR_UViG_3300037566_000145|3300037566|Ga0394805_000142|239-22920
biofilm_reads/SRR24442559_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/1_bin.22.fa	4.0281	11.5970	100.00	195.582	NA-NA	HIGH	NA-NA	139	141.485	31115/31127	100.00	NODE_11_length_489581_cov_24.345591
biofilm_reads/SRR24442559_1.fastq.gz	imgvr_reps.fna	3.2457	0.0152	100.00	157.591	NA-NA	HIGH	NA-NA	112	115.769	52/52	100.00	IMGVR_UViG_3300037785_000075|3300037785|Ga0394794_001051
biofilm_reads/SRR24442559_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/1_bin.32.fa	2.9269	5.4251	99.98	142.114	NA-NA	HIGH	NA-NA	101	103.707	20409/20535	99.98	NODE_102_length_147659_cov_17.899568
