Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	True_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
biofilm_reads/SRR24442558_1.fastq.gz	refseq/bacteria/GCF_000759025.1/GCF_000759025.1_ASM75902v1_genomic.fna.gz	21.1316	0.9757	99.31	15.511	NA-NA	HIGH	NA-NA	12	10.368	25745/31904	99.31	NZ_JPOS01000001.1 Phaeodactylibacter xiamenensis strain KD52 Scaffold1_1, whole genome shotgun sequence
biofilm_reads/SRR24442558_1.fastq.gz	refseq/bacteria/GCF_900109255.1/GCF_900109255.1_IMG-taxon_2651870114_annotated_assembly_genomic.fna.gz	13.4276	0.4461	98.37	9.856	NA-NA	HIGH	NA-NA	6	6.588	14810/24640	98.37	NZ_FNZH01000028.1 Cyclobacterium xiamenense strain IBRC-M 10761, whole genome shotgun sequence
biofilm_reads/SRR24442558_1.fastq.gz	refseq/bacteria/GCF_004366715.1/GCF_004366715.1_ASM436671v1_genomic.fna.gz	12.4425	0.2354	99.38	9.133	NA-NA	HIGH	NA-NA	6	6.105	11384/13809	99.38	NZ_SOQZ01000001.1 Meridianimaribacter flavus strain CGMCC 1.10957 Ga0079837_101, whole genome shotgun sequence
biofilm_reads/SRR24442558_1.fastq.gz	refseq/bacteria/GCF_002269385.1/GCF_002269385.1_ASM226938v1_genomic.fna.gz	9.5889	0.2611	97.44	7.039	NA-NA	HIGH	NA-NA	4	4.705	8830/19706	97.44	NZ_CP022957.1 Maribacter cobaltidurans strain B1 chromosome, complete genome
biofilm_reads/SRR24442558_1.fastq.gz	refseq/bacteria/GCF_005780245.1/GCF_005780245.1_ASM578024v1_genomic.fna.gz	8.9960	0.2195	99.42	6.603	NA-NA	HIGH	NA-NA	4	4.414	14952/17896	99.42	NZ_VBUK01000010.1 Maribacter aurantiacus strain KCTC 52409 NODE_10_length_147984_cov_255.398926, whole genome shotgun sequence
biofilm_reads/SRR24442558_1.fastq.gz	refseq/bacteria/GCF_014145325.1/GCF_014145325.1_ASM1414532v1_genomic.fna.gz	3.2397	0.0692	96.85	2.378	96.76-96.94	1.590	1.48-1.71	2	2.207	4676/15626	96.18	NZ_JACHTF010000010.1 Lysobacter spongiae strain 119BY6-57 NODE_10_length_164191_cov_51.430588, whole genome shotgun sequence
biofilm_reads/SRR24442558_1.fastq.gz	refseq/bacteria/GCF_004916895.1/GCF_004916895.1_ASM491689v1_genomic.fna.gz	2.5748	0.0566	99.11	1.890	99.04-99.19	1.263	1.21-1.31	2	2.381	8886/16134	98.09	NZ_SNTZ01000001.1 Allomuricauda alvinocaridis strain SCR12 scaffold_0, whole genome shotgun sequence
biofilm_reads/SRR24442558_1.fastq.gz	refseq/bacteria/GCF_000238255.3/GCF_000238255.3_ASM23825v4_genomic.fna.gz	2.4038	0.0670	97.32	1.764	97.22-97.42	1.179	1.12-1.23	1	1.737	6099/20193	96.21	NZ_CP011039.1 Pseudoalteromonas spongiae UST010723-006 chromosome I, complete sequence
biofilm_reads/SRR24442558_1.fastq.gz	refseq/bacteria/GCF_014656375.1/GCF_014656375.1_ASM1465637v1_genomic.fna.gz	2.3257	0.0467	98.21	1.707	98.13-98.30	1.141	1.09-1.21	2	2.252	5905/14903	97.06	NZ_BNCH01000001.1 Aliiroseovarius zhejiangensis strain KCTC 42443 sequence01, whole genome shotgun sequence
biofilm_reads/SRR24442558_1.fastq.gz	refseq/bacteria/GCF_900104485.1/GCF_900104485.1_IMG-taxon_2597490370_annotated_assembly_genomic.fna.gz	1.9982	0.0597	98.88	1.467	98.79-98.97	0.980	0.95-1.01	1	1.638	9835/21999	97.44	NZ_FMXQ01000029.1 Bauldia litoralis strain ATCC 35022, whole genome shotgun sequence
biofilm_reads/SRR24442558_1.fastq.gz	refseq/bacteria/GCF_007993045.1/GCF_007993045.1_ASM799304v1_genomic.fna.gz	1.9305	0.0681	99.08	1.417	99.00-99.15	0.947	0.92-0.98	1	1.583	11804/25176	97.59	NZ_VOOR01000001.1 Phaeodactylibacter luteus strain KCTC 42180 1, whole genome shotgun sequence
biofilm_reads/SRR24442558_1.fastq.gz	refseq/bacteria/GCF_003992615.1/GCF_003992615.1_ASM399261v1_genomic.fna.gz	1.7947	0.0397	96.38	1.317	96.23-96.56	0.881	0.80-0.93	1	1.574	3083/16305	94.77	NZ_RZMY01000002.1 Allomuricauda beolgyonensis strain KCTC 23501 242, whole genome shotgun sequence
biofilm_reads/SRR24442558_1.fastq.gz	refseq/bacteria/GCF_019966595.1/GCF_019966595.1_ASM1996659v1_genomic.fna.gz	1.3184	0.0394	98.05	0.968	97.93-98.20	0.647	0.60-0.68	1	1.432	5800/22002	95.79	NZ_JAINFJ010000010.1 Oricola indica strain JL-62 Oricola_sp._JL-62_Scaf10_length_140113_cov_169.431, whole genome shotgun sequence
biofilm_reads/SRR24442558_1.fastq.gz	refseq/bacteria/GCF_004364865.1/GCF_004364865.1_ASM436486v1_genomic.fna.gz	1.1866	0.0332	98.16	0.871	98.02-98.33	0.582	0.54-0.61	1	1.389	5202/20592	95.66	NZ_SOAU01000001.1 Ilumatobacter fluminis strain DSM 18936 Ga0074717_11, whole genome shotgun sequence
biofilm_reads/SRR24442558_1.fastq.gz	refseq/bacteria/GCF_000348685.1/GCF_000348685.1_Formosa_sp._AK20_genomic.fna.gz	0.8511	0.0153	99.03	0.625	98.82-99.27	0.418	0.38-0.44	1	1.278	3399/13190	95.72	NZ_ANLA01000001.1 Xanthomarina gelatinilytica strain AK20 contig1, whole genome shotgun sequence
biofilm_reads/SRR24442558_1.fastq.gz	refseq/bacteria/GCF_016428585.1/GCF_016428585.1_ASM1642858v1_genomic.fna.gz	0.8344	0.0195	99.19	0.612	99.06-99.41	0.409	0.38-0.43	1	1.333	4734/17451	95.88	NZ_JAELVR010000001.1 Arenibacterium arenosum strain CAU 1593 contig1, whole genome shotgun sequence
biofilm_reads/SRR24442558_1.fastq.gz	refseq/bacteria/GCF_003664185.1/GCF_003664185.1_ASM366418v1_genomic.fna.gz	0.7575	0.0150	97.46	0.556	97.22-97.83	0.372	0.33-0.40	1	1.370	2060/14399	93.92	NZ_RCCS01000004.1 Tenacibaculum discolor strain DSM 18842 Ga0183463_101, whole genome shotgun sequence
biofilm_reads/SRR24442558_1.fastq.gz	refseq/bacteria/GCF_002940745.1/GCF_002940745.1_ASM294074v1_genomic.fna.gz	0.7305	0.0134	99.17	0.536	98.99-99.46	0.358	0.33-0.38	1	1.284	3221/13531	95.48	NZ_POTB01000001.1 Hanstruepera ponticola strain L53 contig1, whole genome shotgun sequence
