Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	True_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/Co_bin.179.fa	13.9788	7.7985	99.94	365.257	NA-NA	HIGH	NA-NA	242	240.650	11763/11988	99.94	NODE_53_length_713378_cov_48.701220
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.51.fa	12.3614	9.1560	100.00	322.996	NA-NA	HIGH	NA-NA	214	215.093	15717/15717	100.00	NODE_1_length_2340215_cov_37.638129
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.1.fa	12.3614	8.1660	100.00	322.996	NA-NA	HIGH	NA-NA	214	222.871	13956/13960	100.00	NODE_4_length_1005531_cov_45.644414
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/Co_bin.233.fa	2.1950	1.1326	100.00	57.354	NA-NA	HIGH	NA-NA	38	37.945	10875/10877	100.00	NODE_3718_length_61290_cov_11.033991
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.48.fa	1.8484	0.6586	100.00	48.298	NA-NA	HIGH	NA-NA	32	32.657	7654/7654	100.00	NODE_11_length_862559_cov_5.594863
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.39.fa	1.7907	1.6396	100.00	46.789	NA-NA	HIGH	NA-NA	31	30.842	19435/19436	100.00	NODE_2_length_1210554_cov_5.528134
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.81.fa	1.6174	1.1574	100.00	42.261	NA-NA	HIGH	NA-NA	28	28.524	15170/15171	100.00	NODE_155_length_185142_cov_4.134140
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.82.fa	1.4441	0.7901	100.00	37.733	NA-NA	HIGH	NA-NA	25	24.869	11516/11516	100.00	NODE_195_length_162426_cov_4.004917
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/5_bin.51.fa	1.2708	1.5117	99.75	33.205	NA-NA	HIGH	NA-NA	22	21.410	23215/25098	99.75	NODE_97_length_205948_cov_2.326201
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/1_bin.13.fa	1.1553	0.7346	97.89	30.187	NA-NA	HIGH	NA-NA	20	20.161	7002/13563	97.89	NODE_838_length_32887_cov_0.970788
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.55.fa	1.1553	0.2201	100.00	30.187	NA-NA	HIGH	NA-NA	20	19.754	4002/4003	100.00	NODE_6_length_936577_cov_3.382102
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/3_bin.24.fa	1.0975	0.8875	99.99	28.677	NA-NA	HIGH	NA-NA	19	19.049	16978/17055	99.99	NODE_102_length_238375_cov_1.379285
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/6_bin.43.fa	1.0975	0.5869	99.79	28.677	NA-NA	HIGH	NA-NA	19	21.687	10086/10781	99.79	NODE_598_length_67291_cov_3.722828
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/Co_bin.49.fa	0.9820	0.7998	99.99	25.659	NA-NA	HIGH	NA-NA	17	16.935	17156/17212	99.99	NODE_683_length_204964_cov_3.062479
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/Co_bin.371.fa	0.8665	2.0434	100.00	22.640	NA-NA	HIGH	NA-NA	15	14.952	50158/50180	100.00	NODE_75_length_613463_cov_2.663282
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/Co_bin.231.fa	0.8405	0.7978	99.98	21.962	NA-NA	HIGH	NA-NA	14	14.551	19949/20054	99.98	NODE_440_length_263859_cov_2.504478
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/Co_bin.45.fa	0.8320	0.7156	99.89	21.740	NA-NA	HIGH	NA-NA	14	14.404	17674/18261	99.89	NODE_325_length_319053_cov_36.984093
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/8_bin.44.fa	0.8171	0.8359	100.00	21.352	NA-NA	HIGH	NA-NA	14	14.146	21840/21844	100.00	NODE_7_length_807695_cov_3.820011
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/5_bin.9.fa	0.7718	0.5753	99.84	20.167	NA-NA	HIGH	NA-NA	12	13.361	15045/15802	99.84	NODE_124_length_185401_cov_14.829177
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/Co_bin.358.fa	0.7643	0.5380	100.00	19.971	NA-NA	HIGH	NA-NA	13	13.232	14781/14792	100.00	NODE_734_length_197608_cov_3.845707
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/1_bin.4.fa	0.7419	0.3978	98.54	19.385	NA-NA	HIGH	NA-NA	12	12.844	6877/10857	98.54	NODE_394_length_60094_cov_2.581870
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/3_bin.88.fa	0.7210	1.4879	96.85	18.839	NA-NA	HIGH	NA-NA	13	12.481	16194/43658	96.85	NODE_79_length_287478_cov_2.627946
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.32.fa	0.7172	0.6048	100.00	18.739	NA-NA	HIGH	NA-NA	12	12.416	17768/17770	100.00	NODE_15_length_704615_cov_1.885640
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.19.fa	0.7158	0.9331	100.00	18.705	NA-NA	HIGH	NA-NA	12	12.393	27639/27643	100.00	NODE_13_length_839402_cov_2.009729
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.73.fa	0.7097	0.6319	100.00	18.544	NA-NA	HIGH	NA-NA	12	12.286	18628/18642	100.00	NODE_751_length_62326_cov_2.122751
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.33.fa	0.7090	0.4787	100.00	18.526	NA-NA	HIGH	NA-NA	12	12.274	14364/14365	100.00	NODE_38_length_415954_cov_1.963903
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.31.fa	0.7070	0.5477	100.00	18.473	NA-NA	HIGH	NA-NA	12	12.239	16528/16532	100.00	NODE_3_length_1115627_cov_2.094939
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.67.fa	0.7039	0.6476	100.00	18.393	NA-NA	HIGH	NA-NA	12	12.186	19385/19387	100.00	NODE_169_length_176218_cov_2.207132
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.9.fa	0.7006	0.5651	99.99	18.307	NA-NA	HIGH	NA-NA	12	12.129	16257/16290	99.99	NODE_2831_length_18128_cov_1.548581
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.18.fa	0.6661	0.7276	100.00	17.406	NA-NA	HIGH	NA-NA	11	11.532	23210/23221	100.00	NODE_40_length_408627_cov_1.865280
