Read_file	Genome_file	Adjusted_ANI	Naive_ANI	ANI_5-95_percentile	Eff_cov	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov	Containment_ind	Contig_name
chng_flashed/SRR1950707.fastq	../GCA_000181695.1_ASM18169v1_genomic.fna.gz	99.94	99.94	NA-NA	51.550	HIGH	NA-NA	51	48.201	8828/8994	AAYY01000050.1 Malassezia globosa CBS 7966 mgl_sf_1028.1, whole genome shotgun sequence
chng_flashed/SRR1950705.fastq	../GCA_000181695.1_ASM18169v1_genomic.fna.gz	99.93	99.93	NA-NA	32.523	HIGH	NA-NA	35	30.170	8803/8994	AAYY01000050.1 Malassezia globosa CBS 7966 mgl_sf_1028.1, whole genome shotgun sequence
chng_flashed/SRR1950709.fastq	../GCA_000181695.1_ASM18169v1_genomic.fna.gz	99.90	99.90	NA-NA	11.598	HIGH	NA-NA	11	10.632	8732/8994	AAYY01000050.1 Malassezia globosa CBS 7966 mgl_sf_1028.1, whole genome shotgun sequence
chng_flashed/SRR1950724.fastq	/home/jshaw/scratch/DATABASES/refseq/fungi/GCF_003290485.1/GCF_003290485.1_ASM329048v1_genomic.fna.gz	99.86	99.86	NA-NA	14.196	HIGH	NA-NA	14	13.246	7075/7394	NC_040193.1 Malassezia restricta chromosome I, complete sequence
chng_flashed/SRR1950723.fastq	/home/jshaw/scratch/DATABASES/refseq/fungi/GCF_003290485.1/GCF_003290485.1_ASM329048v1_genomic.fna.gz	99.85	99.85	NA-NA	9.672	HIGH	NA-NA	9	9.050	7057/7394	NC_040193.1 Malassezia restricta chromosome I, complete sequence
chng_flashed/SRR1950786.fastq	/home/jshaw/scratch/DATABASES/refseq/fungi/GCF_003290485.1/GCF_003290485.1_ASM329048v1_genomic.fna.gz	99.82	99.29	99.75-99.89	1.844	1.844	1.75-1.95	2	2.063	5937/7394	NC_040193.1 Malassezia restricta chromosome I, complete sequence
chng_flashed/SRR1950701.fastq	../GCA_000181695.1_ASM18169v1_genomic.fna.gz	99.81	99.81	NA-NA	5.601	HIGH	NA-NA	5	4.921	8488/8994	AAYY01000050.1 Malassezia globosa CBS 7966 mgl_sf_1028.1, whole genome shotgun sequence
chng_flashed/SRR1950735.fastq	/home/jshaw/scratch/DATABASES/refseq/fungi/GCF_003290485.1/GCF_003290485.1_ASM329048v1_genomic.fna.gz	99.81	99.81	NA-NA	8.648	HIGH	NA-NA	8	8.112	6975/7394	NC_040193.1 Malassezia restricta chromosome I, complete sequence
chng_flashed/SRR1950740.fastq	/home/jshaw/scratch/DATABASES/refseq/fungi/GCF_003290485.1/GCF_003290485.1_ASM329048v1_genomic.fna.gz	99.80	99.28	99.74-99.87	1.864	1.864	1.77-1.97	2	2.026	5918/7394	NC_040193.1 Malassezia restricta chromosome I, complete sequence
chng_flashed/SRR1950699.fastq	../GCA_000181695.1_ASM18169v1_genomic.fna.gz	99.80	99.80	NA-NA	7.726	HIGH	NA-NA	7	6.740	8445/8994	AAYY01000050.1 Malassezia globosa CBS 7966 mgl_sf_1028.1, whole genome shotgun sequence
chng_flashed/SRR1950736.fastq	/home/jshaw/scratch/DATABASES/refseq/fungi/GCF_003290485.1/GCF_003290485.1_ASM329048v1_genomic.fna.gz	99.77	99.77	NA-NA	6.340	HIGH	NA-NA	6	5.781	6886/7394	NC_040193.1 Malassezia restricta chromosome I, complete sequence
chng_flashed/SRR1950705.fastq	/home/jshaw/scratch/DATABASES/refseq/fungi/GCF_003290485.1/GCF_003290485.1_ASM329048v1_genomic.fna.gz	99.75	99.00	99.66-99.83	1.526	1.526	1.45-1.62	2	1.692	5416/7394	NC_040193.1 Malassezia restricta chromosome I, complete sequence
chng_flashed/SRR1950787.fastq	/home/jshaw/scratch/DATABASES/refseq/fungi/GCF_003290485.1/GCF_003290485.1_ASM329048v1_genomic.fna.gz	99.74	98.98	99.68-99.82	1.522	1.522	1.44-1.60	2	1.540	5382/7394	NC_040193.1 Malassezia restricta chromosome I, complete sequence
chng_flashed/SRR1950722.fastq	/home/jshaw/scratch/DATABASES/refseq/fungi/GCF_003290485.1/GCF_003290485.1_ASM329048v1_genomic.fna.gz	99.72	98.82	99.66-99.81	1.365	1.365	1.29-1.43	2	1.370	5110/7394	NC_040193.1 Malassezia restricta chromosome I, complete sequence
chng_flashed/SRR1950784.fastq	/home/jshaw/scratch/DATABASES/refseq/fungi/GCF_003290485.1/GCF_003290485.1_ASM329048v1_genomic.fna.gz	99.72	98.85	99.64-99.79	1.411	1.411	1.34-1.48	2	1.459	5174/7394	NC_040193.1 Malassezia restricta chromosome I, complete sequence
chng_flashed/SRR1950691.fastq	/home/jshaw/scratch/DATABASES/refseq/fungi/GCF_003290485.1/GCF_003290485.1_ASM329048v1_genomic.fna.gz	99.72	99.72	NA-NA	6.309	HIGH	NA-NA	5	5.654	6769/7394	NC_040193.1 Malassezia restricta chromosome I, complete sequence
chng_flashed/SRR1950742.fastq	/home/jshaw/scratch/DATABASES/refseq/fungi/GCF_003290485.1/GCF_003290485.1_ASM329048v1_genomic.fna.gz	99.71	99.71	NA-NA	4.740	HIGH	NA-NA	4	4.210	6753/7394	NC_040193.1 Malassezia restricta chromosome I, complete sequence
chng_flashed/SRR1950741.fastq	/home/jshaw/scratch/DATABASES/refseq/fungi/GCF_003290485.1/GCF_003290485.1_ASM329048v1_genomic.fna.gz	99.69	98.83	99.63-99.77	1.412	1.412	1.33-1.47	2	1.377	5140/7394	NC_040193.1 Malassezia restricta chromosome I, complete sequence
chng_flashed/SRR1950731.fastq	/home/jshaw/scratch/DATABASES/refseq/fungi/GCF_003290485.1/GCF_003290485.1_ASM329048v1_genomic.fna.gz	99.68	98.41	99.58-99.77	1.091	1.091	1.04-1.15	1	1.094	4503/7394	NC_040193.1 Malassezia restricta chromosome I, complete sequence
