Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	True_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
published_soil/SRR22411275_1.fastq.gz	refseq/bacteria/GCF_005862185.2/GCF_005862185.2_ASM586218v2_genomic.fna.gz	33.8984	1.1825	98.95	6.481	NA-NA	HIGH	NA-NA	4	4.746	20908/29011	98.95	NZ_CP054027.1 Rhizobium hidalgonense strain JKLM 19E chromosome, complete genome
published_soil/SRR22411275_1.fastq.gz	refseq/bacteria/GCF_022808325.1/GCF_022808325.1_ASM2280832v1_genomic.fna.gz	4.8272	0.0681	95.46	0.923	95.23-95.74	0.676	0.60-0.73	1	1.738	1434/11980	93.38	NZ_JALGCL010000001.1 Lysobacter sedimenti strain 50 XZ-50_scaffold1, whole genome shotgun sequence
published_soil/SRR22411275_1.fastq.gz	refseq/bacteria/GCF_006438965.1/GCF_006438965.1_ASM643896v1_genomic.fna.gz	3.2542	0.0707	96.03	0.622	95.81-96.34	0.456	0.40-0.49	1	1.537	1957/18249	93.05	NZ_RCZM01000001.1 Pedococcus bigeumensis strain S9.3A scaffold1.1, whole genome shotgun sequence
published_soil/SRR22411275_1.fastq.gz	refseq/bacteria/GCF_030486595.1/GCF_030486595.1_ASM3048659v1_genomic.fna.gz	3.0908	0.1239	97.27	0.591	97.12-97.43	0.433	0.40-0.46	1	1.353	5108/33551	94.11	NZ_JAUJZH010000001.1 Variovorax ginsengisoli strain CGMCC 1.12090 L12090_1, whole genome shotgun sequence
published_soil/SRR22411275_1.fastq.gz	refseq/bacteria/GCF_013170785.1/GCF_013170785.1_ASM1317078v1_genomic.fna.gz	2.8032	0.1038	97.90	0.536	97.75-98.09	0.392	0.37-0.41	1	1.305	5303/30880	94.48	NZ_CP033507.1 Mesorhizobium jarvisii strain ATCC 33669 chromosome, complete genome
published_soil/SRR22411275_1.fastq.gz	refseq/bacteria/GCF_014712225.1/GCF_014712225.1_ASM1471222v1_genomic.fna.gz	2.7023	0.0685	96.72	0.517	96.43-96.98	0.378	0.34-0.40	1	1.290	2442/21248	93.26	NZ_JACXBW010000001.1 Pseudarthrobacter sulfonivorans strain ALL 1, whole genome shotgun sequence
published_soil/SRR22411275_1.fastq.gz	refseq/bacteria/GCF_011604665.1/GCF_011604665.1_ASM1160466v1_genomic.fna.gz	2.6442	0.0941	97.03	0.506	96.86-97.29	0.370	0.34-0.39	1	1.459	3730/29926	93.50	NZ_CP050066.1 Bradyrhizobium symbiodeficiens strain 101S1MB chromosome, complete genome
published_soil/SRR22411275_1.fastq.gz	refseq/bacteria/GCF_022803015.1/GCF_022803015.1_ASM2280301v1_genomic.fna.gz	2.2022	0.0534	95.27	0.421	94.79-95.71	0.308	0.26-0.36	1	1.272	1224/20220	91.35	NZ_JAFKON010000010.1 Arthrobacter humicola strain 53 NODE_10_length_134337_cov_44.500089, whole genome shotgun sequence
published_soil/SRR22411275_1.fastq.gz	refseq/bacteria/GCF_000264295.1/GCF_000264295.1_Rh17631_genomic.fna.gz	2.1640	0.0435	95.32	0.414	94.73-95.77	0.303	0.25-0.36	1	1.376	1021/16903	91.34	NZ_AJXT01000001.1 Rhodanobacter spathiphylli B39 contig001, whole genome shotgun sequence
published_soil/SRR22411275_1.fastq.gz	refseq/bacteria/GCF_900094565.1/GCF_900094565.1_IMG-taxon_2615840626_annotated_assembly_genomic.fna.gz	2.0890	0.0851	97.59	0.399	97.37-97.80	0.292	0.27-0.31	1	1.211	4166/34127	93.44	NZ_FMAF01000078.1 Rhizobium lusitanum strain P1-7, whole genome shotgun sequence
