Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	True_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
published_soil/SRR22411265_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/002/531/755/GCF_002531755.2_genomic.fna.gz	54.7512	51.1945	95.98	334.561	NA-NA	HIGH	NA-NA	245	218.423	8785/31389	95.98	NZ_CP034998.1 Rhizobium acidisoli strain FH23 chromosome, complete genome
published_soil/SRR22411265_1.fastq.gz	skder_smag/Dereplicated_Representative_Genomes/SRR7457712rbin.7.fa	28.1578	16.7073	99.50	172.060	NA-NA	HIGH	NA-NA	126	197.152	17588/20528	99.50	k141_407647
published_soil/SRR22411265_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/002/008/365/GCF_002008365.1_genomic.fna.gz	9.1625	8.9253	98.23	55.988	NA-NA	HIGH	NA-NA	41	49.759	19413/33804	98.23	NZ_MRDL01000068.1 Rhizobium leguminosarum bv. viciae USDA 2370 C661, whole genome shotgun sequence
published_soil/SRR22411265_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/002/914/525/GCF_002914525.1_genomic.fna.gz	7.5981	6.8877	99.17	46.429	NA-NA	HIGH	NA-NA	34	78.612	24398/31585	99.17	NZ_LODW01000001.1 Rhizobium hidalgonense strain FH14 Scaffold100_1, whole genome shotgun sequence
published_soil/SRR22411265_1.fastq.gz	skder_smag/Dereplicated_Representative_Genomes/SRR9650533rbin.8.fa	0.0637	0.0389	97.99	0.389	97.71-98.29	0.285	0.26-0.31	1	1.174	2794/20689	93.75	k141_233695
published_soil/SRR22411265_1.fastq.gz	skder_smag/Dereplicated_Representative_Genomes/SRR8931236rbin.24.fa	0.0570	0.0138	96.69	0.348	96.13-97.36	0.255	0.20-0.30	1	1.147	675/8335	92.21	k141_277426
published_soil/SRR22411265_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/010/093/345/GCF_010093345.1_genomic.fna.gz	0.0447	0.0219	95.99	0.273	95.39-96.66	0.200	0.16-0.25	1	1.127	885/16984	90.91	NZ_PDWT01000010.1 Pseudoxanthomonas yeongjuensis strain DSM 18204 NODE_10_length_85764_cov_31.4004, whole genome shotgun sequence
published_soil/SRR22411265_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/001/425/745/GCF_001425745.1_genomic.fna.gz	0.0389	0.0260	95.80	0.238	95.08-96.36	0.174	0.14-0.21	1	1.109	1001/23179	90.36	NZ_LMDF01000001.1 Caulobacter sp. Root343 contig_1, whole genome shotgun sequence
published_soil/SRR22411265_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/000/661/955/GCF_000661955.1_genomic.fna.gz	0.0362	0.0210	95.77	0.221	95.07-96.41	0.162	0.13-0.20	1	1.080	789/19728	90.14	NZ_CP007597.1 Stenotrophomonas rhizophila strain DSM 14405 chromosome
published_soil/SRR22411265_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/900/465/675/GCA_900465675.1_genomic.fna.gz	0.0271	0.0211	95.72	0.166	94.90-96.52	0.121	0.09-0.16	1	1.055	838/27061	89.40	UBJR01000048.1 Rhizobiales bacterium isolate AFS000733 genome assembly, contig: contig_48, whole genome shotgun sequence
published_soil/SRR22411265_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/005/503/055/GCA_005503055.1_genomic.fna.gz	0.0265	0.0133	97.75	0.162	97.06-98.38	0.119	0.09-0.15	1	1.068	988/17475	91.15	SCOX01000010.1 Xanthomonadaceae bacterium P NODE_10_length_156595_cov_40.174717, whole genome shotgun sequence
published_soil/SRR22411265_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/001/429/725/GCF_001429725.1_genomic.fna.gz	0.0256	0.0201	95.34	0.156	94.49-96.06	0.115	0.09-0.15	1	1.030	730/27387	88.96	NZ_LMHV01000001.1 Rhizobium sp. Root708 contig_1, whole genome shotgun sequence
published_soil/SRR22411265_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/001/425/205/GCF_001425205.1_genomic.fna.gz	0.0107	0.0081	95.93	0.065	94.51-98.45	0.048	0.02-0.07	1	1.049	345/26173	86.97	NZ_LMDW01000001.1 Variovorax sp. Root411 contig_1, whole genome shotgun sequence
published_soil/SRR22411264_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/002/531/755/GCF_002531755.2_genomic.fna.gz	46.3503	45.6045	95.81	267.649	NA-NA	HIGH	NA-NA	196	182.606	8333/31389	95.81	NZ_CP034998.1 Rhizobium acidisoli strain FH23 chromosome, complete genome
published_soil/SRR22411264_1.fastq.gz	skder_smag/Dereplicated_Representative_Genomes/SRR7457712rbin.7.fa	27.9048	17.4226	99.49	161.135	NA-NA	HIGH	NA-NA	118	174.641	17531/20528	99.49	k141_407647
published_soil/SRR22411264_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/002/008/365/GCF_002008365.1_genomic.fna.gz	12.7700	13.0896	98.68	73.740	NA-NA	HIGH	NA-NA	54	55.996	22393/33804	98.68	NZ_MRDL01000068.1 Rhizobium leguminosarum bv. viciae USDA 2370 C661, whole genome shotgun sequence
published_soil/SRR22411264_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/002/914/525/GCF_002914525.1_genomic.fna.gz	12.5335	11.9554	99.10	72.374	NA-NA	HIGH	NA-NA	53	79.303	23866/31585	99.10	NZ_LODW01000001.1 Rhizobium hidalgonense strain FH14 Scaffold100_1, whole genome shotgun sequence
published_soil/SRR22411264_1.fastq.gz	skder_smag/Dereplicated_Representative_Genomes/SRR6293899rbin.1.fa	0.0819	0.0441	98.24	0.473	98.05-98.51	0.346	0.31-0.37	1	1.209	2999/17410	94.48	k141_228557
published_soil/SRR22411264_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/010/093/345/GCF_010093345.1_genomic.fna.gz	0.0691	0.0357	97.47	0.399	97.08-97.80	0.292	0.26-0.33	1	1.164	1982/16984	93.31	NZ_PDWT01000010.1 Pseudoxanthomonas yeongjuensis strain DSM 18204 NODE_10_length_85764_cov_31.4004, whole genome shotgun sequence
