Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	True_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
new_soil_study/SRR25996618_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/022/545/805/GCA_022545805.1_genomic.fna.gz	24.1552	0.0689	99.67	5.423	NA-NA	HIGH	NA-NA	4	4.399	4409/4884	99.67	JAKEIJ010000028.1 MAG: Candidatus Nitrosotalea sp. isolate HEB2 S1Ck127_1012164, whole genome shotgun sequence
new_soil_study/SRR25996618_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/001/914/705/GCA_001914705.1_genomic.fna.gz	17.0978	0.0674	96.52	3.839	NA-NA	HIGH	NA-NA	8	8.399	2276/6826	96.52	MNDB01000005.1 MAG: Actinobacteria bacterium 13_2_20CM_68_14 13_2_20cm_scaffold_1009, whole genome shotgun sequence
new_soil_study/SRR25996618_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/014/523/525/GCA_014523525.1_genomic.fna.gz	10.4456	0.0512	97.49	2.345	NA-NA	HIGH	NA-NA	3	3.775	3682/8094	97.49	JAATVL010000043.1 Nitrososphaerales archaeon TH703 k141_10273813, whole genome shotgun sequence
new_soil_study/SRR25996618_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/003/219/925/GCA_003219925.1_genomic.fna.gz	7.2020	0.0380	96.94	1.617	96.76-97.07	1.184	1.12-1.29	2	2.227	2444/9116	95.84	QHQU01000334.1 MAG: Verrucomicrobia bacterium isolate AV12 14_0927_12_20cm_scaffold_100789_curated, whole genome shotgun sequence
new_soil_study/SRR25996618_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/017/308/235/GCA_017308235.1_genomic.fna.gz	6.4112	0.1016	95.46	1.439	95.33-95.59	1.054	0.98-1.11	1	1.911	4343/27608	94.21	JAFKFL010000014.1 Alphaproteobacteria bacterium isolate SCN18_14_9_16_R2_B_64_15 SCN18_14_9_16_R2_B_scaffold_102, whole genome shotgun sequence
new_soil_study/SRR25996618_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/003/221/295/GCA_003221295.1_genomic.fna.gz	6.3113	0.0473	95.61	1.417	95.42-95.80	1.038	0.94-1.13	2	2.014	2087/12827	94.31	QHRA01000047.1 MAG: Verrucomicrobia bacterium isolate AV114 14_0919_09_20cm_scaffold_1006_curated, whole genome shotgun sequence
new_soil_study/SRR25996618_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/013/372/845/GCA_013372845.1_genomic.fna.gz	6.1715	0.0499	96.30	1.386	96.13-96.47	1.015	0.93-1.09	2	2.234	2758/13686	94.96	JAALOD010000001.1 MAG: Candidatus Udaeobacter sp. isolate AEW3 Udaeo2_1, whole genome shotgun sequence
new_soil_study/SRR25996618_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/002/278/135/GCF_002278135.2_genomic.fna.gz	6.1373	0.1326	95.65	1.378	95.53-95.79	1.009	0.94-1.06	2	2.168	5960/36182	94.35	NZ_CP029425.1 Bradyrhizobium ottawaense strain OO99 chromosome, complete genome
new_soil_study/SRR25996618_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/000/009/625/GCF_000009625.1_genomic.fna.gz	5.8848	0.1123	95.73	1.321	95.63-95.87	0.968	0.91-1.02	1	1.876	5335/32441	94.34	NC_002678.2 Mesorhizobium japonicum MAFF 303099, complete sequence
new_soil_study/SRR25996618_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/022/545/895/GCA_022545895.1_genomic.fna.gz	5.5250	0.0356	97.34	1.240	97.19-97.51	0.908	0.83-0.97	1	1.766	2867/10915	95.78	JAKEIK010000042.1 MAG: Nitrososphaeraceae archaeon isolate HEB2_70 S1Ck127_1004612, whole genome shotgun sequence
new_soil_study/SRR25996618_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/005/877/075/GCA_005877075.1_genomic.fna.gz	4.6582	0.0230	95.65	1.046	95.41-95.92	0.766	0.67-0.85	1	1.690	1151/8395	93.79	VBPX01000001.1 MAG: Thaumarchaeota archaeon isolate TA_21 14_1009_16_40cm_scaffold_10090, whole genome shotgun sequence
new_soil_study/SRR25996607_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/001/914/705/GCA_001914705.1_genomic.fna.gz	13.9718	0.0631	96.47	3.496	NA-NA	HIGH	NA-NA	7	7.776	2240/6826	96.47	MNDB01000005.1 MAG: Actinobacteria bacterium 13_2_20CM_68_14 13_2_20cm_scaffold_1009, whole genome shotgun sequence
new_soil_study/SRR25996607_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/014/523/525/GCA_014523525.1_genomic.fna.gz	11.4103	0.0640	97.61	2.855	NA-NA	HIGH	NA-NA	4	4.428	3822/8094	97.61	JAATVL010000043.1 Nitrososphaerales archaeon TH703 k141_10273813, whole genome shotgun sequence
