Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	True_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
new_ocean_study/ERR11412534_1.fastq.gz	refseq/bacteria/GCF_904846365.1/GCF_904846365.1_ASM90484636v1_genomic.fna.gz	15.2906	0.4563	99.44	14.953	NA-NA	HIGH	NA-NA	10	10.950	12300/14624	99.44	NZ_CAJHAL010000001.1 Psychrobacter nivimaris isolate Psychrobacter nivimaris 88-2-7, whole genome shotgun sequence
new_ocean_study/ERR11412534_1.fastq.gz	refseq/bacteria/GCF_000238395.3/GCF_000238395.3_ASM23839v4_genomic.fna.gz	9.9451	0.4128	98.94	9.726	NA-NA	HIGH	NA-NA	6	7.122	14307/19886	98.94	NZ_CP011025.1 Pseudoalteromonas arctica A 37-1-2 chromosome I, complete sequence
new_ocean_study/ERR11412534_1.fastq.gz	refseq/bacteria/GCF_003350005.1/GCF_003350005.1_ASM335000v1_genomic.fna.gz	9.9184	0.2643	96.10	9.700	NA-NA	HIGH	NA-NA	6	7.103	3845/13204	96.10	NZ_QLKS01000001.1 Psychrobacter proteolyticus strain HAMBI 2948 PPBPPCPG_1, whole genome shotgun sequence
new_ocean_study/ERR11412534_1.fastq.gz	refseq/bacteria/GCF_005877035.1/GCF_005877035.1_ASM587703v1_genomic.fna.gz	7.7275	0.3078	97.37	7.557	NA-NA	HIGH	NA-NA	5	5.534	8453/19287	97.37	NZ_CP040558.1 Pseudoalteromonas distincta strain 16-SW-7 chromosome L1, complete sequence
new_ocean_study/ERR11412534_1.fastq.gz	refseq/bacteria/GCF_012276695.1/GCF_012276695.1_ASM1227669v1_genomic.fna.gz	7.6165	0.0914	97.18	7.448	NA-NA	HIGH	NA-NA	6	5.455	2363/5743	97.18	NZ_CP038852.1 Candidatus Pelagibacter giovannonii strain NP1 chromosome, complete genome
new_ocean_study/ERR11412534_1.fastq.gz	refseq/bacteria/GCF_013248965.1/GCF_013248965.1_ASM1324896v1_genomic.fna.gz	7.4518	0.2214	99.12	7.287	NA-NA	HIGH	NA-NA	5	5.337	11012/14498	99.12	NZ_JABRVQ010000001.1 Psychrobacter okhotskensis strain 5179-1A contig00001, whole genome shotgun sequence
new_ocean_study/ERR11412534_1.fastq.gz	refseq/bacteria/GCF_029872915.1/GCF_029872915.1_ASM2987291v1_genomic.fna.gz	7.1309	0.1958	99.19	6.974	NA-NA	HIGH	NA-NA	5	5.107	10166/13092	99.19	NZ_PGFT01000001.1 Psychrobacter pocilloporae strain S6-60 contig_1, whole genome shotgun sequence
new_ocean_study/ERR11412534_1.fastq.gz	refseq/bacteria/GCF_000384455.1/GCF_000384455.1_ASM38445v1_genomic.fna.gz	6.3695	0.0714	95.94	6.229	NA-NA	HIGH	NA-NA	4	4.561	1521/5506	95.94	NZ_ARVY01000001.1 Candidatus Pelagibacter ubique HTCC1040 YWSDRAFT_scaffold_0.1_C, whole genome shotgun sequence
new_ocean_study/ERR11412534_1.fastq.gz	refseq/bacteria/GCF_900101915.1/GCF_900101915.1_IMG-taxon_2599185216_annotated_assembly_genomic.fna.gz	5.2568	0.1415	95.15	5.141	NA-NA	HIGH	NA-NA	3	3.765	2829/13192	95.15	NZ_FNAL01000060.1 Psychrobacter pacificensis strain DSM 23406, whole genome shotgun sequence
new_ocean_study/ERR11412534_1.fastq.gz	refseq/bacteria/GCF_000425505.1/GCF_000425505.1_ASM42550v1_genomic.fna.gz	4.8210	0.1539	98.57	4.715	NA-NA	HIGH	NA-NA	3	3.452	10040/15682	98.57	NZ_AUDO01000001.1 Flavobacterium frigidarium DSM 17623 H603DRAFT_scaffold00001.1_C, whole genome shotgun sequence
new_ocean_study/ERR11412534_1.fastq.gz	refseq/bacteria/GCF_012927105.1/GCF_012927105.1_ASM1292710v1_genomic.fna.gz	1.9474	0.0884	95.91	1.904	95.79-96.01	1.395	1.32-1.48	2	2.377	4652/22327	95.07	NZ_JABBFV010000001.1 Sphingobium psychrophilum strain AR-3-1 contig1, whole genome shotgun sequence
new_ocean_study/ERR11412534_1.fastq.gz	refseq/bacteria/GCF_904846355.1/GCF_904846355.1_ASM90484635v1_genomic.fna.gz	1.8918	0.0470	98.88	1.850	98.80-98.97	1.355	1.30-1.42	2	2.172	6482/12221	97.98	NZ_CAJHAK010000001.1 Psychrobacter namhaensis isolate Psychrobacter namhaensis SW-242, whole genome shotgun sequence
new_ocean_study/ERR11412534_1.fastq.gz	refseq/bacteria/GCF_001444505.1/GCF_001444505.1_ASM144450v1_genomic.fna.gz	1.7884	0.0486	95.27	1.749	95.10-95.43	1.281	1.15-1.43	2	3.051	2275/13462	94.43	NZ_LNDJ01000001.1 Psychrobacter piscatorii strain LQ58 contig1, whole genome shotgun sequence
new_ocean_study/ERR11412534_1.fastq.gz	refseq/bacteria/GCF_025397885.1/GCF_025397885.1_ASM2539788v1_genomic.fna.gz	1.6382	0.0905	98.27	1.602	98.20-98.33	1.173	1.13-1.22	1	1.818	11036/27120	97.14	NZ_JALKQL010000001.1 Pseudomonas iridis strain Y-22 Contig_001, whole genome shotgun sequence
new_ocean_study/ERR11412534_1.fastq.gz	refseq/bacteria/GCF_904846445.1/GCF_904846445.1_ASM90484644v1_genomic.fna.gz	1.2443	0.0317	98.71	1.217	98.58-98.82	0.891	0.85-0.95	1	1.726	4941/12288	97.10	NZ_CAJHAW010000001.1 Psychrobacter submarinus isolate Psychrobacter salsus DD48, whole genome shotgun sequence
new_ocean_study/ERR11412534_1.fastq.gz	refseq/bacteria/GCF_014925355.1/GCF_014925355.1_ASM1492535v1_genomic.fna.gz	1.2268	0.0561	97.90	1.200	97.81-98.01	0.879	0.83-0.92	1	1.636	6805/22129	96.27	NZ_AQHH01000021.1 Pseudoalteromonas prydzensis ACAM 620 chromosome II, whole genome shotgun sequence
new_ocean_study/ERR11412534_1.fastq.gz	refseq/bacteria/GCF_017114825.1/GCF_017114825.1_ASM1711482v1_genomic.fna.gz	0.9820	0.0498	98.59	0.960	98.47-98.71	0.703	0.67-0.74	1	1.497	8208/24804	96.50	NZ_JADEVO010000001.1 Pseudomonas gregormendelii strain LMG 28632 PgregoLMG28632Tc1, whole genome shotgun sequence
new_ocean_study/ERR11412534_1.fastq.gz	refseq/bacteria/GCF_013307245.1/GCF_013307245.1_ASM1330724v1_genomic.fna.gz	0.7643	0.0145	98.39	0.747	98.18-98.62	0.547	0.50-0.59	1	1.332	2422/9348	95.74	NZ_CP028941.1 Polynucleobacter antarcticus strain LimPoW16 chromosome, complete genome
new_ocean_study/ERR11412534_1.fastq.gz	refseq/bacteria/GCF_016107555.1/GCF_016107555.1_ASM1610755v1_genomic.fna.gz	0.6783	0.0180	96.25	0.663	95.93-96.56	0.486	0.42-0.54	1	1.578	1580/12852	93.46	NZ_JABASU010000010.1 Psychrobacter celer strain DSM 23510 NODE_10_length_90039_cov_300.468, whole genome shotgun sequence
new_ocean_study/ERR11412534_1.fastq.gz	refseq/bacteria/GCF_028885455.1/GCF_028885455.1_ASM2888545v1_genomic.fna.gz	0.6702	0.0316	97.45	0.655	97.32-97.66	0.480	0.44-0.50	1	1.436	3821/21851	94.53	NZ_CP118496.1 Pseudoalteromonas rhizosphaerae strain hCg-42 chromosome, complete genome
new_ocean_study/ERR11412534_1.fastq.gz	refseq/bacteria/GCF_900107635.1/GCF_900107635.1_IMG-taxon_2693429912_annotated_assembly_genomic.fna.gz	0.5985	0.0230	97.66	0.585	97.50-97.87	0.429	0.39-0.46	1	1.315	3241/18972	94.46	NZ_FNRD01000033.1 Flavobacterium gillisiae strain DSM 22376, whole genome shotgun sequence
new_ocean_study/ERR11412534_1.fastq.gz	refseq/bacteria/GCF_001676655.1/GCF_001676655.1_ASM167665v1_genomic.fna.gz	0.5691	0.0125	95.63	0.557	95.20-96.13	0.408	0.34-0.48	1	1.243	926/10822	92.38	NZ_LZDB01000001.1 Perlucidibaca aquatica strain BK296 contig_1, whole genome shotgun sequence
new_ocean_study/ERR11412534_1.fastq.gz	refseq/bacteria/GCF_014836505.1/GCF_014836505.1_ASM1483650v1_genomic.fna.gz	0.5511	0.0142	95.04	0.539	94.53-95.48	0.395	0.33-0.47	1	1.693	898/12593	91.83	NZ_JACSQR010000010.1 Psychrobacter communis strain Sa4CVA2 NODE_10_length_84859_cov_49.583402, whole genome shotgun sequence
new_ocean_study/ERR11412534_1.fastq.gz	refseq/bacteria/GCF_003258335.1/GCF_003258335.1_ASM325833v1_genomic.fna.gz	0.5095	0.0138	96.65	0.498	96.30-97.05	0.365	0.32-0.41	1	1.198	1446/13336	93.08	NZ_CP030031.1 Acinetobacter radioresistens strain LH6 chromosome, complete genome
new_ocean_study/ERR11412534_1.fastq.gz	refseq/bacteria/GCF_900105815.1/GCF_900105815.1_IMG-taxon_2639762518_annotated_assembly_genomic.fna.gz	0.5069	0.0269	96.00	0.496	95.65-96.27	0.363	0.32-0.41	1	1.242	2244/25657	92.44	NZ_LT629800.1 Pseudomonas brenneri strain DSM 15294 chromosome I
new_ocean_study/ERR11412534_1.fastq.gz	refseq/bacteria/GCF_003668795.1/GCF_003668795.1_ASM366879v1_genomic.fna.gz	0.5016	0.0201	96.15	0.491	95.78-96.51	0.359	0.31-0.40	1	1.667	1776/19301	92.59	NZ_CP033065.1 Pseudoalteromonas agarivorans strain Hao 2018 chromosome I, complete sequence
new_ocean_study/ERR11412534_1.fastq.gz	refseq/bacteria/GCF_000026085.1/GCF_000026085.1_ASM2608v1_genomic.fna.gz	0.4793	0.0162	96.73	0.469	96.39-97.08	0.343	0.30-0.38	1	1.684	1747/16421	93.03	NC_007481.1 Pseudoalteromonas translucida chromosome I, complete sequence
new_ocean_study/ERR11412534_1.fastq.gz	refseq/bacteria/GCF_900113745.1/GCF_900113745.1_IMG-taxon_2667527413_annotated_assembly_genomic.fna.gz	0.4686	0.0171	96.24	0.458	95.80-96.54	0.336	0.29-0.38	1	1.203	1584/17881	92.48	NZ_FOQL01000010.1 Pseudomonas guineae strain LMG 24016, whole genome shotgun sequence
new_ocean_study/ERR11412534_1.fastq.gz	refseq/bacteria/GCF_004104375.1/GCF_004104375.1_ASM410437v1_genomic.fna.gz	0.3921	0.0119	96.22	0.383	95.70-96.61	0.281	0.24-0.33	1	1.169	1151/15095	92.03	NZ_QOVM01000001.1 Leeuwenhoekiella aequorea strain LMG 22550 Contig001, whole genome shotgun sequence
new_ocean_study/ERR11412534_1.fastq.gz	refseq/bacteria/GCF_005116475.1/GCF_005116475.1_ASM511647v1_genomic.fna.gz	0.3810	0.0142	96.91	0.373	96.48-97.29	0.273	0.24-0.31	1	1.181	1693/18308	92.61	NZ_SWBO01000001.1 Pedobacter cryotolerans strain AR-2-6 contig1, whole genome shotgun sequence
new_ocean_study/ERR11412534_1.fastq.gz	refseq/bacteria/GCF_014268495.2/GCF_014268495.2_ASM1426849v2_genomic.fna.gz	0.3472	0.0196	95.11	0.340	94.68-95.49	0.249	0.21-0.29	1	1.165	1288/27142	90.64	NZ_CP077087.1 Pseudomonas monsensis strain PGSB 8459 chromosome, complete genome
