Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	True_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
published_soil/SRR22411263_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/002/531/755/GCF_002531755.2_genomic.fna.gz	79.6082	48.0222	96.90	200.736	NA-NA	HIGH	NA-NA	147	155.050	11816/31389	96.90	NZ_CP034998.1 Rhizobium acidisoli strain FH23 chromosome, complete genome
published_soil/SRR22411263_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/002/914/525/GCF_002914525.1_genomic.fna.gz	3.5012	2.0476	99.36	8.829	NA-NA	HIGH	NA-NA	9	6.465	25896/31585	99.36	NZ_LODW01000001.1 Rhizobium hidalgonense strain FH14 Scaffold100_1, whole genome shotgun sequence
published_soil/SRR22411263_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/000/661/955/GCF_000661955.1_genomic.fna.gz	3.1795	1.1892	97.23	8.017	NA-NA	HIGH	NA-NA	6	5.871	8267/19728	97.23	NZ_CP007597.1 Stenotrophomonas rhizophila strain DSM 14405 chromosome
published_soil/SRR22411263_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/001/704/155/GCF_001704155.1_genomic.fna.gz	2.4320	0.8215	98.32	6.132	NA-NA	HIGH	NA-NA	4	4.491	10560/17878	98.32	NZ_CP016294.1 Stenotrophomonas rhizophila strain QL-P4 chromosome, complete genome
published_soil/SRR22411263_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/004/210/455/GCA_004210455.1_genomic.fna.gz	2.3448	1.1933	97.75	5.913	NA-NA	HIGH	NA-NA	4	4.330	13466/27265	97.75	SEFA01000051.1 MAG: Rubrivivax sp. isolate PMG_223 scaffold_1011, whole genome shotgun sequence
published_soil/SRR22411263_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/013/185/915/GCF_013185915.1_genomic.fna.gz	1.7521	0.6215	96.20	4.418	NA-NA	HIGH	NA-NA	3	3.235	5715/18965	96.20	NZ_JAAZUH010000001.1 Stenotrophomonas bentonitica strain DSM 103927 NODE_1, whole genome shotgun sequence
published_soil/SRR22411263_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/001/267/925/GCF_001267925.1_genomic.fna.gz	1.7447	0.6970	97.89	4.399	NA-NA	HIGH	NA-NA	3	3.222	10568/20469	97.89	NZ_CP011409.1 Herbaspirillum hiltneri N3 chromosome, complete genome
published_soil/SRR22411263_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/002/008/365/GCF_002008365.1_genomic.fna.gz	0.9339	0.5869	98.50	2.355	98.46-98.54	1.725	1.68-1.78	2	2.412	18330/33804	98.05	NZ_MRDL01000068.1 Rhizobium leguminosarum bv. viciae USDA 2370 C661, whole genome shotgun sequence
published_soil/SRR22411263_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/023/913/775/GCF_023913775.1_genomic.fna.gz	0.6946	0.3590	97.42	1.751	97.33-97.51	1.283	1.23-1.33	2	1.953	8933/27445	96.44	NZ_JAMXAX010000100.1 Acidovorax facilis strain DSM 649 NODE_100_length_21850_cov_17.221701, whole genome shotgun sequence
published_soil/SRR22411263_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/001/425/745/GCF_001425745.1_genomic.fna.gz	0.4421	0.1906	96.99	1.115	96.87-97.12	0.816	0.77-0.86	1	1.606	5090/23179	95.23	NZ_LMDF01000001.1 Caulobacter sp. Root343 contig_1, whole genome shotgun sequence
published_soil/SRR22411263_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/002/979/535/GCF_002979535.1_genomic.fna.gz	0.4011	0.1101	97.62	1.011	97.46-97.80	0.741	0.68-0.79	1	1.510	3694/14673	95.65	NZ_PCPB01000001.1 Brevundimonas sp. MYb52 MYb52_1, whole genome shotgun sequence
published_soil/SRR22411263_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/001/425/205/GCF_001425205.1_genomic.fna.gz	0.3572	0.1743	99.31	0.901	99.22-99.39	0.660	0.64-0.69	1	1.459	10375/26173	97.06	NZ_LMDW01000001.1 Variovorax sp. Root411 contig_1, whole genome shotgun sequence
published_soil/SRR22411263_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/010/977/555/GCF_010977555.1_genomic.fna.gz	0.2856	0.1370	98.10	0.720	97.96-98.24	0.527	0.50-0.55	1	1.401	5828/25288	95.38	NZ_CP048815.1 Caulobacter rhizosphaerae strain KCTC 52515 chromosome, complete genome
published_soil/SRR22411263_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/014/596/565/GCF_014596565.1_genomic.fna.gz	0.2533	0.1259	98.14	0.639	98.01-98.29	0.468	0.44-0.49	1	1.281	5609/26396	95.13	NZ_NOIN01000010.1 Pseudomonas sp. PSB18 NODE_10_length_165428_cov_42.9019, whole genome shotgun sequence
published_soil/SRR22411263_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/000/282/635/GCF_000282635.1_genomic.fna.gz	0.1935	0.0938	97.44	0.488	97.26-97.71	0.357	0.33-0.38	1	1.262	3567/26034	93.79	NZ_AKIW01000001.1 Variovorax sp. CF313 PMI12_contig_7.7, whole genome shotgun sequence
published_soil/SRR22411263_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/010/093/345/GCF_010093345.1_genomic.fna.gz	0.1762	0.0558	96.63	0.444	96.28-96.95	0.325	0.28-0.37	1	1.244	1664/16984	92.78	NZ_PDWT01000010.1 Pseudoxanthomonas yeongjuensis strain DSM 18204 NODE_10_length_85764_cov_31.4004, whole genome shotgun sequence
published_soil/SRR22411263_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/905/397/395/GCF_905397395.1_genomic.fna.gz	0.1529	0.0751	96.62	0.386	96.24-96.93	0.282	0.25-0.31	1	1.172	2277/26310	92.41	NZ_CAJPVH010000001.1 Cupriavidus campinensis strain LMG 19282 isolate LMG 19282, whole genome shotgun sequence
published_soil/SRR22411263_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/001/269/885/GCF_001269885.1_genomic.fna.gz	0.1507	0.0774	95.48	0.380	95.11-95.77	0.278	0.25-0.32	1	1.155	1589/26913	91.28	NZ_LHVH01000001.1 Pseudomonas kilonensis strain DSM 13647 PREFIX_contig_1, whole genome shotgun sequence
published_soil/SRR22411263_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/003/416/985/GCA_003416985.1_genomic.fna.gz	0.1496	0.0875	95.03	0.377	94.63-95.34	0.276	0.25-0.31	1	1.162	1583/31222	90.83	QVIN01000010.1 Duganella sp. BJB480 NODE_10_length_242583_cov_68.687275, whole genome shotgun sequence
published_soil/SRR22411263_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/017/833/525/GCF_017833525.1_genomic.fna.gz	0.1303	0.0800	95.61	0.329	95.16-95.93	0.241	0.21-0.27	1	1.165	1779/32758	91.03	NZ_JAFICD010000001.1 Duganella sp. 1411 Ga0454180_01, whole genome shotgun sequence
published_soil/SRR22411263_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/902/859/595/GCF_902859595.1_genomic.fna.gz	0.1193	0.0674	98.37	0.301	98.10-98.63	0.220	0.20-0.24	1	1.160	3667/30179	93.43	NZ_CADIJQ010000001.1 Achromobacter kerstersii strain LMG 3441 isolate LMG 3441, whole genome shotgun sequence
published_soil/SRR22411263_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/000/264/315/GCF_000264315.1_genomic.fna.gz	0.1152	0.0360	97.22	0.291	96.69-97.70	0.213	0.18-0.25	1	1.179	1385/16928	92.24	NZ_AJXU01000001.1 Rhodanobacter fulvus Jip2 contig001, whole genome shotgun sequence
published_soil/SRR22411263_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/002/277/025/GCF_002277025.1_genomic.fna.gz	0.1123	0.0433	96.98	0.283	96.57-97.43	0.207	0.18-0.24	1	1.236	1543/20867	91.94	NZ_NIWD01000008.1 Sphingopyxis sp. GW247-27LB scaffold1.1, whole genome shotgun sequence
published_soil/SRR22411263_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/001/428/845/GCF_001428845.1_genomic.fna.gz	0.0927	0.0463	97.92	0.234	97.48-98.37	0.171	0.15-0.19	1	1.128	2245/26789	92.31	NZ_LMIU01000001.1 Achromobacter sp. Root83 contig_1, whole genome shotgun sequence
