Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	True_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
mouse/SRR10078211_1.fastq.gz	refseq/bacteria/GCF_910574005.1/GCF_910574005.1_MGBC000054_genomic.fna.gz	19.6139	6.4814	98.55	35.989	NA-NA	HIGH	NA-NA	30	33.294	9347/14694	98.55	NZ_CAJSZR010000001.1 Sangeribacter muris isolate A43_35.BI.DSS MGBC000054.1, whole genome shotgun sequence
mouse/SRR10078211_1.fastq.gz	refseq/bacteria/GCF_009731575.1/GCF_009731575.1_ASM973157v1_genomic.fna.gz	18.9601	5.1046	98.88	34.789	NA-NA	HIGH	NA-NA	29	29.841	8614/12198	98.88	NZ_AP021898.1 Akkermansia muciniphila strain JCM 30893 chromosome, complete genome
mouse/SRR10078211_1.fastq.gz	refseq/bacteria/GCF_014131755.1/GCF_014131755.1_ASM1413175v1_genomic.fna.gz	15.0374	8.8668	98.53	27.592	NA-NA	HIGH	NA-NA	23	23.728	16920/26820	98.53	NZ_CP040530.1 Bacteroides thetaiotaomicron strain DSM 2079 chromosome, complete genome
mouse/SRR10078211_1.fastq.gz	refseq/bacteria/GCF_001945605.1/GCF_001945605.1_ASM194560v1_genomic.fna.gz	13.7298	2.8954	99.25	25.192	NA-NA	HIGH	NA-NA	21	21.507	7442/9406	99.25	NZ_MPKA01000006.1 Dubosiella newyorkensis strain NYU-BL-A4 NODE_100_length_1023_cov_1250.21_ID_199, whole genome shotgun sequence
mouse/SRR10078211_1.fastq.gz	refseq/viral/GCF_000841645.1/GCF_000841645.1_ViralProj14331_genomic.fna.gz	9.1693	0.0316	97.46	16.825	NA-NA	HIGH	NA-NA	14	14.025	81/180	97.46	NC_004066.1 Lactococcus phage ul36, complete genome
mouse/SRR10078211_1.fastq.gz	refseq/viral/GCF_000838885.1/GCF_000838885.1_ViralProj14111_genomic.fna.gz	7.9507	0.0264	96.61	14.588	NA-NA	HIGH	NA-NA	10	12.161	56/163	96.61	NC_002666.1 Lactococcus prophage bIL285, complete genome
mouse/SRR10078211_1.fastq.gz	refseq/bacteria/GCF_000468955.1/GCF_000468955.1_ASM46895v1_genomic.fna.gz	7.6619	1.7393	98.57	14.059	NA-NA	HIGH	NA-NA	11	11.719	6667/10404	98.57	NC_022369.1 Lactococcus cremoris subsp. cremoris KW2, complete sequence
mouse/SRR10078211_1.fastq.gz	refseq/bacteria/GCF_000205025.1/GCF_000205025.1_ASM20502v1_genomic.fna.gz	2.8990	0.7678	98.73	5.319	NA-NA	HIGH	NA-NA	4	4.434	8119/12065	98.73	NZ_GL883674.1 Parasutterella excrementihominis YIT 11859 Scfld0, whole genome shotgun sequence
mouse/SRR10078211_1.fastq.gz	refseq/bacteria/GCF_943193215.1/GCF_943193215.1_Acetatifactor_sp_nov_DSM110981_genomic.fna.gz	2.1046	1.1576	98.58	3.862	NA-NA	HIGH	NA-NA	3	3.219	16305/25379	98.58	NZ_CALPDH010000001.1 Acetatifactor aquisgranensis strain DSM 110981 NODE_1_length_344054_cov_137.963963, whole genome shotgun sequence
mouse/SRR10078211_1.fastq.gz	refseq/viral/GCF_000842505.1/GCF_000842505.1_ViralProj14338_genomic.fna.gz	0.7692	0.0027	96.10	1.411	95.19-98.16	1.176	0.52-1.57	2	2.579	38/167	95.34	NC_002668.1 Lactococcus prophage bIL309, complete genome
