Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	True_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
new_soil_study/SRR25996613_1.fastq.gz	skder_smag/Dereplicated_Representative_Genomes/S265bin.3.fa	4.2696	0.3384	99.27	13.252	NA-NA	HIGH	NA-NA	12	12.155	7729/9698	99.27	k141_1613995
new_soil_study/SRR25996613_1.fastq.gz	skder_smag/Dereplicated_Representative_Genomes/S187bin.6.fa	2.8079	0.1663	99.74	8.715	NA-NA	HIGH	NA-NA	6	6.920	6448/6992	99.74	k141_649370
new_soil_study/SRR25996613_1.fastq.gz	skder_smag/Dereplicated_Representative_Genomes/S143bin.29.fa	2.1334	0.1256	99.35	6.622	NA-NA	HIGH	NA-NA	5	5.892	5809/7118	99.35	k141_719824
new_soil_study/SRR25996613_1.fastq.gz	skder_smag/Dereplicated_Representative_Genomes/SRR5582390rbin.1.fa	1.6275	0.2539	98.42	5.052	NA-NA	HIGH	NA-NA	5	6.042	11545/18896	98.42	k141_1303413
new_soil_study/SRR25996613_1.fastq.gz	skder_smag/Dereplicated_Representative_Genomes/S381bin.6.fa	1.5300	0.1884	98.98	4.749	NA-NA	HIGH	NA-NA	4	4.715	11089/15252	98.98	k141_922469
new_soil_study/SRR25996613_1.fastq.gz	skder_smag/Dereplicated_Representative_Genomes/SRR6474868rbin.2.fa	1.5182	0.2871	99.02	4.712	NA-NA	HIGH	NA-NA	4	4.678	17477/23719	99.02	k141_225
new_soil_study/SRR25996613_1.fastq.gz	skder_smag/Dereplicated_Representative_Genomes/innerS4rbin.7.fa	1.3961	0.1910	99.24	4.333	NA-NA	HIGH	NA-NA	3	4.002	13379/16930	99.24	k141_1762139
new_soil_study/SRR25996613_1.fastq.gz	skder_smag/Dereplicated_Representative_Genomes/innerS5rbin.1.fa	1.1905	0.1299	98.58	3.695	NA-NA	HIGH	NA-NA	4	4.213	8597/13393	98.58	k141_1277102
new_soil_study/SRR25996613_1.fastq.gz	skder_smag/Dereplicated_Representative_Genomes/SRR8185400rbin.3.fa	1.0490	0.0874	98.69	3.256	NA-NA	HIGH	NA-NA	3	3.564	6895/10362	98.69	k141_99480
new_soil_study/SRR25996613_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/007/035/645/GCF_007035645.1_genomic.fna.gz	0.9211	0.1534	98.52	2.859	NA-NA	HIGH	NA-NA	3	3.324	12842/20392	98.52	NZ_AP019632.1 Enterobacter asburiae strain 1808-013 chromosome, complete genome
