Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
ERR7745346_1.fastq.gz	gtdb_genomes_reps_r207/GCA/000/434/435/GCA_000434435.1_genomic.fna.gz	6.2187	3.8006	98.68	1138.000	NA-NA	HIGH	NA-NA	1138	1081.082	4228/6378	98.68	FR895494.1 Firmicutes bacterium CAG:475 genomic scaffold, scf1, whole genome shotgun sequence
ERR7745346_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/556/795/GCA_900556795.1_genomic.fna.gz	6.1805	4.9746	98.29	1131.000	NA-NA	HIGH	NA-NA	1131	1033.735	4869/8324	98.29	USQD01000001.1 uncultured Prevotella sp. isolate UMGS1972 genome assembly, contig: NODE_768_length_24810_cov_19.176404, whole genome shotgun sequence
ERR7745346_1.fastq.gz	gtdb_genomes_reps_r207/GCF/009/695/995/GCF_009695995.1_genomic.fna.gz	4.9837	6.0487	97.20	912.000	NA-NA	HIGH	NA-NA	912	732.804	5233/12609	97.20	NZ_VUMU01000001.1 Waltera intestinalis strain WCA3-601-WT-6H seq1, whole genome shotgun sequence
ERR7745346_1.fastq.gz	gtdb_genomes_reps_r207/GCA/000/437/855/GCA_000437855.1_genomic.fna.gz	4.8908	2.4760	99.40	895.000	NA-NA	HIGH	NA-NA	895	815.274	4442/5356	99.40	FR902163.1 Clostridium sp. CAG:567 genomic scaffold, scf3, whole genome shotgun sequence
ERR7745346_1.fastq.gz	gtdb_genomes_reps_r207/GCF/004/535/825/GCF_004535825.1_genomic.fna.gz	3.8416	6.4435	97.83	703.000	NA-NA	HIGH	NA-NA	703	679.048	8797/17343	97.83	NZ_SGVY01000101.1 Prevotella hominis strain BCRC 81118 Scaffold100_1, whole genome shotgun sequence
ERR7745346_1.fastq.gz	gtdb_genomes_reps_r207/GCA/002/103/105/GCA_002103105.1_genomic.fna.gz	3.8034	2.9233	98.78	696.000	NA-NA	HIGH	NA-NA	696	658.674	5560/8130	98.78	DAAY01000002.1 TPA_asm: Candidatus Gastranaerophilales bacterium HUM_1 contig_228, whole genome shotgun sequence
ERR7745346_1.fastq.gz	gtdb_genomes_reps_r207/GCA/000/437/355/GCA_000437355.1_genomic.fna.gz	3.2460	1.4621	98.76	594.000	NA-NA	HIGH	NA-NA	594	565.691	3239/4773	98.76	FR899742.1 Firmicutes bacterium CAG:460 genomic scaffold, scf3, whole genome shotgun sequence
ERR7745346_1.fastq.gz	gtdb_genomes_reps_r207/GCF/015/074/785/GCF_015074785.1_genomic.fna.gz	2.8962	4.5722	96.87	530.000	NA-NA	HIGH	NA-NA	530	561.885	5915/15835	96.87	NZ_CP042464.1 Prevotella copri strain YF2 chromosome
ERR7745346_1.fastq.gz	gtdb_genomes_reps_r207/GCA/000/435/555/GCA_000435555.1_genomic.fna.gz	2.8525	1.8547	98.44	522.000	NA-NA	HIGH	NA-NA	522	498.475	4210/6846	98.44	FR881491.1 Firmicutes bacterium CAG:176 genomic scaffold, scf4, whole genome shotgun sequence
ERR7745346_1.fastq.gz	gtdb_genomes_reps_r207/GCF/019/127/135/GCF_019127135.1_genomic.fna.gz	2.7924	4.4320	98.62	511.000	NA-NA	HIGH	NA-NA	511	584.437	10781/16588	98.62	NZ_JAHOEA010000100.1 Prevotella copri strain MSK.21.95 NODE_100_length_5714_cov_292.601, whole genome shotgun sequence
