Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
ERR7745346_subsamp0.10_1.fastq	gtdb_genomes_reps_r207/GCA/000/434/435/GCA_000434435.1_genomic.fna.gz	6.3945	3.9105	98.49	127.000	NA-NA	HIGH	NA-NA	127	127.147	3977/6378	98.49	FR895494.1 Firmicutes bacterium CAG:475 genomic scaffold, scf1, whole genome shotgun sequence
ERR7745346_subsamp0.10_1.fastq	gtdb_genomes_reps_r207/GCA/900/556/795/GCA_900556795.1_genomic.fna.gz	6.2938	5.0692	97.75	125.000	NA-NA	HIGH	NA-NA	125	121.840	4111/8324	97.75	USQD01000001.1 uncultured Prevotella sp. isolate UMGS1972 genome assembly, contig: NODE_768_length_24810_cov_19.176404, whole genome shotgun sequence
ERR7745346_subsamp0.10_1.fastq	gtdb_genomes_reps_r207/GCF/009/695/995/GCF_009695995.1_genomic.fna.gz	5.0854	6.1761	97.44	101.000	NA-NA	HIGH	NA-NA	101	89.746	5639/12609	97.44	NZ_VUMU01000001.1 Waltera intestinalis strain WCA3-601-WT-6H seq1, whole genome shotgun sequence
ERR7745346_subsamp0.10_1.fastq	gtdb_genomes_reps_r207/GCA/000/437/855/GCA_000437855.1_genomic.fna.gz	4.9343	2.4997	99.31	98.000	NA-NA	HIGH	NA-NA	98	92.281	4318/5356	99.31	FR902163.1 Clostridium sp. CAG:567 genomic scaffold, scf3, whole genome shotgun sequence
ERR7745346_subsamp0.10_1.fastq	gtdb_genomes_reps_r207/GCF/004/535/825/GCF_004535825.1_genomic.fna.gz	3.8266	6.4226	97.60	76.000	NA-NA	HIGH	NA-NA	76	78.429	8160/17343	97.60	NZ_SGVY01000101.1 Prevotella hominis strain BCRC 81118 Scaffold100_1, whole genome shotgun sequence
ERR7745346_subsamp0.10_1.fastq	gtdb_genomes_reps_r207/GCA/002/103/105/GCA_002103105.1_genomic.fna.gz	3.8266	2.9431	98.62	76.000	NA-NA	HIGH	NA-NA	76	75.255	5278/8130	98.62	DAAY01000002.1 TPA_asm: Candidatus Gastranaerophilales bacterium HUM_1 contig_228, whole genome shotgun sequence
ERR7745346_subsamp0.10_1.fastq	gtdb_genomes_reps_r207/GCA/000/437/355/GCA_000437355.1_genomic.fna.gz	3.2224	1.4524	98.70	64.000	NA-NA	HIGH	NA-NA	64	64.104	3179/4773	98.70	FR899742.1 Firmicutes bacterium CAG:460 genomic scaffold, scf3, whole genome shotgun sequence
ERR7745346_subsamp0.10_1.fastq	gtdb_genomes_reps_r207/GCF/015/074/785/GCF_015074785.1_genomic.fna.gz	2.9203	4.6133	96.46	58.000	NA-NA	HIGH	NA-NA	58	68.933	5186/15835	96.46	NZ_CP042464.1 Prevotella copri strain YF2 chromosome
ERR7745346_subsamp0.10_1.fastq	gtdb_genomes_reps_r207/GCA/000/435/555/GCA_000435555.1_genomic.fna.gz	2.7693	1.8017	98.36	55.000	NA-NA	HIGH	NA-NA	55	54.955	4105/6846	98.36	FR881491.1 Firmicutes bacterium CAG:176 genomic scaffold, scf4, whole genome shotgun sequence
ERR7745346_subsamp0.10_1.fastq	gtdb_genomes_reps_r207/GCF/019/127/135/GCF_019127135.1_genomic.fna.gz	2.7693	4.3982	98.40	55.000	NA-NA	HIGH	NA-NA	55	68.203	10058/16588	98.40	NZ_JAHOEA010000100.1 Prevotella copri strain MSK.21.95 NODE_100_length_5714_cov_292.601, whole genome shotgun sequence
ERR7745346_subsamp0.10_1.fastq	gtdb_genomes_reps_r207/GCA/000/435/075/GCA_000435075.1_genomic.fna.gz	2.4168	2.6033	97.59	48.000	NA-NA	HIGH	NA-NA	48	48.568	5390/11496	97.59	FR890570.1 Bacteroides sp. CAG:770 genomic scaffold, scf5, whole genome shotgun sequence
ERR7745346_subsamp0.10_1.fastq	gtdb_genomes_reps_r207/GCF/000/834/015/GCF_000834015.1_genomic.fna.gz	2.4168	3.2243	97.97	48.000	NA-NA	HIGH	NA-NA	48	49.225	7315/13822	97.97	NZ_JXQI01000001.1 Prevotella pectinovora strain P4-76 contig1, whole genome shotgun sequence
ERR7745346_subsamp0.10_1.fastq	gtdb_genomes_reps_r207/GCF/002/224/675/GCF_002224675.1_genomic.fna.gz	2.2658	3.6316	96.38	45.000	NA-NA	HIGH	NA-NA	45	56.733	5194/16272	96.38	NZ_NMPZ01000001.1 Prevotella copri strain Indica contig00001, whole genome shotgun sequence
ERR7745346_subsamp0.10_1.fastq	gtdb_genomes_reps_r207/GCF/009/495/355/GCF_009495355.1_genomic.fna.gz	2.2658	2.9075	98.64	45.000	NA-NA	HIGH	NA-NA	45	56.392	8739/13371	98.64	NZ_VZAD01000089.1 Prevotella copri strain iAQ1173 NODE_100_length_1008_cov_33.277_ID_203, whole genome shotgun sequence
