Read_file	Genome_file	Adjusted_ANI	Naive_ANI	ANI_5-95_percentile	Eff_cov	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov	Containment_ind	Contig_name
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/328/665/GCF_000328665.1_genomic.fna.gz	100.00	88.15	97.92-101.84	0.019	0.019	0.01-0.03	1	0.020	529/26426	NC_019977.1 Methanomethylovorans hollandica DSM 15978, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/018/945/GCF_000018945.1_genomic.fna.gz	99.94	99.94	NA-NA	9.011	HIGH	NA-NA	8	8.803	18230/18564	NC_011978.1 Thermotoga neapolitana DSM 4359, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/016/785/GCF_000016785.1_genomic.fna.gz	99.90	99.90	NA-NA	7.038	HIGH	NA-NA	6	6.683	17524/18092	NC_009486.1 Thermotoga petrophila RKU-1, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/091/665/GCF_000091665.1_genomic.fna.gz	99.85	99.85	NA-NA	6.075	HIGH	NA-NA	6	5.807	16516/17278	NC_000909.1 Methanocaldococcus jannaschii DSM 2661, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/166/095/GCF_000166095.1_genomic.fna.gz	99.84	99.84	NA-NA	5.427	HIGH	NA-NA	5	5.165	11740/12335	NC_014658.1 Methanothermus fervidus DSM 2088, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/016/545/GCF_000016545.1_genomic.fna.gz	99.82	99.82	NA-NA	5.146	HIGH	NA-NA	5	4.866	26183/27691	NC_009437.1 Caldicellulosiruptor saccharolyticus DSM 8903, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCA/000/018/565/GCA_000018565.1_genomic.fna.gz	99.81	99.06	99.78-99.84	1.535	1.535	1.51-1.57	2	1.787	49232/65911	CP000875.1 Herpetosiphon aurantiacus DSM 785, complete genome
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/002/952/055/GCF_002952055.1_genomic.fna.gz	99.78	99.00	99.74-99.82	1.497	1.497	1.45-1.54	2	1.574	19429/26513	NZ_CP021255.1 Desulfobulbus oralis strain HOT041/ORNL chromosome, complete genome
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/020/465/GCF_000020465.1_genomic.fna.gz	99.78	99.24	99.74-99.82	1.824	1.824	1.78-1.88	2	2.011	21004/26617	NC_010803.1 Chlorobium limicola DSM 245, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/196/115/GCF_000196115.1_genomic.fna.gz	99.76	98.82	99.74-99.79	1.338	1.338	1.32-1.36	2	1.356	48574/70098	NC_005027.1 Rhodopirellula baltica SH 1, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCA/000/007/325/GCA_000007325.1_genomic.fna.gz	99.75	98.90	99.71-99.80	1.417	1.417	1.37-1.46	2	1.490	14821/20910	AE009951.2 Fusobacterium nucleatum subsp. nucleatum ATCC 25586, complete genome
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/900/167/395/GCF_900167395.1_genomic.fna.gz	99.73	99.73	NA-NA	3.815	HIGH	NA-NA	3	3.486	24534/26652	NZ_FUWK01000085.1 Nitrosomonas europaea strain ATCC 25978, whole genome shotgun sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/010/505/GCF_000010505.1_genomic.fna.gz	99.73	98.24	99.68-99.80	0.967	0.967	0.93-1.00	1	0.949	12293/21287	NC_010729.1 Porphyromonas gingivalis ATCC 33277, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/006/985/GCF_000006985.1_genomic.fna.gz	99.71	98.29	99.64-99.78	1.001	1.001	0.97-1.03	1	0.989	12320/21030	NC_002932.3 Chlorobaculum tepidum TLS, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCA/003/543/175/GCA_003543175.1_genomic.fna.gz	99.70	97.88	99.59-99.79	0.813	0.813	0.77-0.85	1	0.780	7802/15153	DPJC01000012.1 MAG TPA_asm: Hydrogenobaculum sp. isolate UBA8840 contig_1217, whole genome shotgun sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/010/305/GCF_000010305.1_genomic.fna.gz	99.70	99.70	NA-NA	3.635	HIGH	NA-NA	3	3.307	42266/46383	NC_012489.1 Gemmatimonas aurantiaca T-27, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/012/825/GCF_000012825.1_genomic.fna.gz	99.65	97.24	99.58-99.71	0.615	0.615	0.60-0.63	1	0.574	20334/48455	NC_009614.1 Phocaeicola vulgatus ATCC 8482, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/001/639/275/GCF_001639275.1_genomic.fna.gz	99.64	99.64	NA-NA	3.680	HIGH	NA-NA	3	3.237	18141/20313	NZ_LWMU01000001.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000001, whole genome shotgun sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/018/865/GCF_000018865.1_genomic.fna.gz	99.62	96.21	99.51-99.75	0.405	0.405	0.38-0.42	1	0.374	15378/50983	NC_010175.1 Chloroflexus aurantiacus J-10-fl, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/021/565/GCF_000021565.1_genomic.fna.gz	99.61	99.61	NA-NA	3.256	HIGH	NA-NA	3	2.882	17571/19854	NC_012440.1 Persephonella marina EX-H1, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCA/003/510/745/GCA_003510745.1_genomic.fna.gz	99.57	95.91	99.41-99.82	0.366	0.366	0.33-0.39	1	0.351	4275/15577	DOKW01000009.1 MAG TPA_asm: Sulfurihydrogenibium sp. isolate UBA8851 contig_10540, whole genome shotgun sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/015/805/GCF_000015805.1_genomic.fna.gz	99.57	96.02	99.44-99.75	0.384	0.384	0.36-0.40	1	0.343	5673/19955	NC_009073.1 Pyrobaculum calidifontis JCM 11548, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/016/125/GCF_000016125.1_genomic.fna.gz	99.56	97.97	99.48-99.64	0.914	0.914	0.88-0.95	1	0.858	9316/17579	NC_009135.1 Methanococcus maripaludis C5, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/008/665/GCF_000008665.1_genomic.fna.gz	99.55	95.89	99.43-99.72	0.366	0.366	0.34-0.38	1	0.325	5833/21459	NC_000917.1 Archaeoglobus fulgidus DSM 4304, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/022/325/GCF_000022325.1_genomic.fna.gz	99.55	95.72	99.37-99.70	0.338	0.338	0.32-0.36	1	0.465	7005/27180	NC_012034.1 Caldicellulosiruptor bescii DSM 6725, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/001/481/685/GCF_001481685.1_genomic.fna.gz	99.53	97.88	99.42-99.63	0.885	0.885	0.85-0.93	1	0.793	7138/13855	NZ_CP006867.1 Ignicoccus islandicus DSM 13165 chromosome, complete genome
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/011/065/GCF_000011065.1_genomic.fna.gz	99.53	94.51	99.39-99.67	0.219	0.219	0.21-0.23	1	0.195	10664/61388	NC_004663.1 Bacteroides thetaiotaomicron VPI-5482, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/019/085/GCF_000019085.1_genomic.fna.gz	99.49	99.49	NA-NA	3.054	HIGH	NA-NA	3	2.608	18506/21668	NC_010321.1 Thermoanaerobacter pseudethanolicus ATCC 33223, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/022/565/GCF_000022565.1_genomic.fna.gz	99.49	93.10	99.23-99.80	0.133	0.133	0.12-0.14	1	0.117	4416/40576	NC_012483.1 Acidobacterium capsulatum ATCC 51196, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/017/945/GCF_000017945.1_genomic.fna.gz	99.47	97.36	99.32-99.61	0.705	0.705	0.66-0.75	1	0.617	5607/12857	NC_009776.1 Ignicoccus hospitalis KIN4/I, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/015/125/GCF_000015125.1_genomic.fna.gz	99.44	97.79	99.37-99.53	0.883	0.883	0.85-0.91	1	0.788	14653/29291	NC_008639.1 Chlorobium phaeobacteroides DSM 266, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/007/185/GCF_000007185.1_genomic.fna.gz	99.43	95.22	99.25-99.66	0.296	0.296	0.27-0.31	1	0.257	3768/17180	NC_003551.1 Methanopyrus kandleri AV19, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/020/225/GCF_000020225.1_genomic.fna.gz	99.41	96.87	99.32-99.53	0.581	0.581	0.56-0.60	1	0.503	9783/26184	NC_010655.1 Akkermansia muciniphila ATCC BAA-835, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/021/645/GCF_000021645.1_genomic.fna.gz	99.38	92.48	98.73-99.96	0.111	0.111	0.09-0.13	1	0.093	1619/18301	NC_011661.1 Dictyoglomus turgidum DSM 6724, complete sequence
