Read_file	Genome_file	Adjusted_ANI	Naive_ANI	ANI_5-95_percentile	Eff_cov	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov	Containment_ind	Contig_name
ill_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/196/135/GCF_000196135.1_genomic.fna.gz	100.00	99.19	99.97-100.25	1.358	1.358	1.23-1.49	2	1.549	1670/2149	NC_005090.1 Wolinella succinogenes DSM 1740, complete sequence
ill_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/022/565/GCF_000022565.1_genomic.fna.gz	100.00	97.93	99.90-100.27	0.691	0.691	0.64-0.75	1	0.731	2151/4110	NC_012483.1 Acidobacterium capsulatum ATCC 51196, complete sequence
ill_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/009/705/GCF_000009705.1_genomic.fna.gz	100.00	99.35	99.96-100.11	1.611	1.611	1.52-1.70	2	2.088	5695/6966	NC_003272.1 Nostoc sp. PCC 7120 = FACHB-418, complete sequence
ill_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/016/785/GCF_000016785.1_genomic.fna.gz	100.00	100.00	NA-NA	30.347	HIGH	NA-NA	28	29.479	1762/1762	NC_009486.1 Thermotoga petrophila RKU-1, complete sequence
ill_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/010/305/GCF_000010305.1_genomic.fna.gz	100.00	100.00	NA-NA	10.764	HIGH	NA-NA	10	10.679	4657/4657	NC_012489.1 Gemmatimonas aurantiaca T-27, complete sequence
ill_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/019/085/GCF_000019085.1_genomic.fna.gz	100.00	100.00	NA-NA	13.015	HIGH	NA-NA	13	13.015	2150/2150	NC_010321.1 Thermoanaerobacter pseudethanolicus ATCC 33223, complete sequence
ill_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/001/639/275/GCF_001639275.1_genomic.fna.gz	100.00	100.00	NA-NA	12.300	HIGH	NA-NA	12	12.104	2059/2059	NZ_LWMU01000001.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000001, whole genome shotgun sequence
ill_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/021/565/GCF_000021565.1_genomic.fna.gz	100.00	100.00	NA-NA	10.413	HIGH	NA-NA	10	10.401	1999/1999	NC_012440.1 Persephonella marina EX-H1, complete sequence
ill_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/016/545/GCF_000016545.1_genomic.fna.gz	100.00	100.00	NA-NA	22.389	HIGH	NA-NA	22	22.381	2756/2757	NC_009437.1 Caldicellulosiruptor saccharolyticus DSM 8903, complete sequence
ill_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/002/952/055/GCF_002952055.1_genomic.fna.gz	100.00	100.00	NA-NA	8.598	HIGH	NA-NA	8	8.595	2672/2673	NZ_CP021255.1 Desulfobulbus oralis strain HOT041/ORNL chromosome, complete genome
