Read_file	Genome_file	Adjusted_ANI	Naive_ANI	ANI_5-95_percentile	Eff_cov	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov	Containment_ind	Contig_name
ill_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/021/565/GCF_000021565.1_genomic.fna.gz	100.00	100.00	NA-NA	10.443	HIGH	NA-NA	10	10.440	19853/19854	NC_012440.1 Persephonella marina EX-H1, complete sequence
ill_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/010/305/GCF_000010305.1_genomic.fna.gz	100.00	100.00	NA-NA	10.679	HIGH	NA-NA	10	10.655	46379/46383	NC_012489.1 Gemmatimonas aurantiaca T-27, complete sequence
ill_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/001/639/275/GCF_001639275.1_genomic.fna.gz	100.00	100.00	NA-NA	12.273	HIGH	NA-NA	12	12.063	20311/20313	NZ_LWMU01000001.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000001, whole genome shotgun sequence
ill_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/019/085/GCF_000019085.1_genomic.fna.gz	100.00	100.00	NA-NA	13.018	HIGH	NA-NA	13	13.015	21663/21668	NC_010321.1 Thermoanaerobacter pseudethanolicus ATCC 33223, complete sequence
ill_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/016/545/GCF_000016545.1_genomic.fna.gz	100.00	100.00	NA-NA	22.402	HIGH	NA-NA	22	22.396	27684/27691	NC_009437.1 Caldicellulosiruptor saccharolyticus DSM 8903, complete sequence
ill_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/016/785/GCF_000016785.1_genomic.fna.gz	100.00	100.00	NA-NA	30.075	HIGH	NA-NA	28	29.075	18087/18092	NC_009486.1 Thermotoga petrophila RKU-1, complete sequence
ill_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/002/952/055/GCF_002952055.1_genomic.fna.gz	100.00	100.00	NA-NA	8.562	HIGH	NA-NA	8	8.556	26495/26513	NZ_CP021255.1 Desulfobulbus oralis strain HOT041/ORNL chromosome, complete genome
ill_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/018/945/GCF_000018945.1_genomic.fna.gz	100.00	100.00	NA-NA	37.633	HIGH	NA-NA	36	37.432	18551/18564	NC_011978.1 Thermotoga neapolitana DSM 4359, complete sequence
ill_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/011/105/GCF_000011105.1_genomic.fna.gz	100.00	100.00	NA-NA	10.417	HIGH	NA-NA	10	10.392	17245/17261	NC_000961.1 Pyrococcus horikoshii OT3, complete sequence
ill_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/166/095/GCF_000166095.1_genomic.fna.gz	100.00	100.00	NA-NA	22.630	HIGH	NA-NA	22	22.597	12319/12335	NC_014658.1 Methanothermus fervidus DSM 2088, complete sequence
