Read_file	Genome_file	Adjusted_ANI	Naive_ANI	ANI_5-95_percentile	Eff_cov	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov	Containment_ind	Contig_name
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/007/185/GCF_000007185.1_genomic.fna.gz	100.00	95.36	99.58-101.05	0.238	0.238	0.17-0.28	1	0.263	403/1759	NC_003551.1 Methanopyrus kandleri AV19, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/011/205/GCF_000011205.1_genomic.fna.gz	100.00	90.76	97.96-100.84	0.048	0.048	0.04-0.09	1	0.051	130/2623	NC_003106.2 Sulfurisphaera tokodaii str. 7, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/022/325/GCF_000022325.1_genomic.fna.gz	100.00	95.78	99.53-100.62	0.290	0.290	0.23-0.35	1	0.479	693/2639	NC_012034.1 Caldicellulosiruptor bescii DSM 6725, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/018/945/GCF_000018945.1_genomic.fna.gz	99.96	99.96	NA-NA	9.066	HIGH	NA-NA	9	8.927	1793/1818	NC_011978.1 Thermotoga neapolitana DSM 4359, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/022/565/GCF_000022565.1_genomic.fna.gz	99.94	93.02	98.69-101.03	0.112	0.112	0.08-0.16	1	0.111	436/4110	NC_012483.1 Acidobacterium capsulatum ATCC 51196, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/006/985/GCF_000006985.1_genomic.fna.gz	99.89	98.28	99.62-100.11	0.908	0.908	0.82-1.02	1	0.990	1239/2120	NC_002932.3 Chlorobaculum tepidum TLS, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/016/785/GCF_000016785.1_genomic.fna.gz	99.87	99.87	NA-NA	7.021	HIGH	NA-NA	6	6.695	1694/1762	NC_009486.1 Thermotoga petrophila RKU-1, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/020/465/GCF_000020465.1_genomic.fna.gz	99.85	99.26	99.72-99.98	1.741	1.741	1.58-1.94	2	2.063	2056/2586	NC_010803.1 Chlorobium limicola DSM 245, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/091/665/GCF_000091665.1_genomic.fna.gz	99.85	99.85	NA-NA	6.126	HIGH	NA-NA	6	5.851	1600/1675	NC_000909.1 Methanocaldococcus jannaschii DSM 2661, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCA/000/007/325/GCA_000007325.1_genomic.fna.gz	99.85	98.98	99.71-100.00	1.413	1.413	1.25-1.54	2	1.503	1545/2120	AE009951.2 Fusobacterium nucleatum subsp. nucleatum ATCC 25586, complete genome
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/016/545/GCF_000016545.1_genomic.fna.gz	99.82	99.82	NA-NA	5.171	HIGH	NA-NA	5	4.893	2609/2757	NC_009437.1 Caldicellulosiruptor saccharolyticus DSM 8903, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCA/003/543/175/GCA_003543175.1_genomic.fna.gz	99.82	97.93	99.47-100.21	0.785	0.785	0.68-0.91	1	0.784	771/1475	DPJC01000012.1 MAG TPA_asm: Hydrogenobaculum sp. isolate UBA8840 contig_1217, whole genome shotgun sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/166/095/GCF_000166095.1_genomic.fna.gz	99.82	99.82	NA-NA	5.393	HIGH	NA-NA	5	5.097	1203/1273	NC_014658.1 Methanothermus fervidus DSM 2088, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/002/952/055/GCF_002952055.1_genomic.fna.gz	99.80	99.03	99.67-99.93	1.511	1.511	1.39-1.62	2	1.547	1975/2673	NZ_CP021255.1 Desulfobulbus oralis strain HOT041/ORNL chromosome, complete genome
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/900/167/395/GCF_900167395.1_genomic.fna.gz	99.75	99.75	NA-NA	3.812	HIGH	NA-NA	3	3.496	2482/2686	NZ_FUWK01000085.1 Nitrosomonas europaea strain ATCC 25978, whole genome shotgun sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/196/115/GCF_000196115.1_genomic.fna.gz	99.72	98.85	99.65-99.81	1.400	1.400	1.33-1.46	2	1.340	4889/6993	NC_005027.1 Rhodopirellula baltica SH 1, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/016/125/GCF_000016125.1_genomic.fna.gz	99.72	97.93	99.44-100.04	0.826	0.826	0.72-0.90	1	0.833	923/1765	NC_009135.1 Methanococcus maripaludis C5, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCA/000/018/565/GCA_000018565.1_genomic.fna.gz	99.72	99.05	99.63-99.79	1.628	1.628	1.54-1.74	2	1.776	4918/6616	CP000875.1 Herpetosiphon aurantiacus DSM 785, complete genome
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/010/305/GCF_000010305.1_genomic.fna.gz	99.69	99.69	NA-NA	3.627	HIGH	NA-NA	3	3.284	4232/4657	NC_012489.1 Gemmatimonas aurantiaca T-27, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/012/825/GCF_000012825.1_genomic.fna.gz	99.66	97.23	99.45-99.89	0.611	0.611	0.54-0.67	1	0.563	2000/4773	NC_009614.1 Phocaeicola vulgatus ATCC 8482, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/008/665/GCF_000008665.1_genomic.fna.gz	99.65	95.79	99.21-100.26	0.340	0.340	0.28-0.40	1	0.314	561/2125	NC_000917.1 Archaeoglobus fulgidus DSM 4304, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/010/505/GCF_000010505.1_genomic.fna.gz	99.64	98.18	99.39-99.84	0.979	0.979	0.88-1.08	1	0.954	1202/2125	NC_010729.1 Porphyromonas gingivalis ATCC 33277, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/016/425/GCF_000016425.1_genomic.fna.gz	99.64	93.46	98.75-100.49	0.144	0.144	0.10-0.18	1	0.132	627/5110	NC_009380.1 Salinispora tropica CNB-440, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/021/565/GCF_000021565.1_genomic.fna.gz	99.63	99.63	NA-NA	3.227	HIGH	NA-NA	3	2.875	1781/1999	NC_012440.1 Persephonella marina EX-H1, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/001/639/275/GCF_001639275.1_genomic.fna.gz	99.61	99.61	NA-NA	3.631	HIGH	NA-NA	3	3.194	1822/2059	NZ_LWMU01000001.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000001, whole genome shotgun sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/021/645/GCF_000021645.1_genomic.fna.gz	99.50	92.67	98.10-101.37	0.114	0.114	0.06-0.17	1	0.100	168/1782	NC_011661.1 Dictyoglomus turgidum DSM 6724, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCA/003/510/745/GCA_003510745.1_genomic.fna.gz	99.49	95.87	98.88-100.17	0.371	0.371	0.30-0.46	1	0.334	419/1551	DOKW01000009.1 MAG TPA_asm: Sulfurihydrogenibium sp. isolate UBA8851 contig_10540, whole genome shotgun sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/019/085/GCF_000019085.1_genomic.fna.gz	99.49	99.49	NA-NA	3.111	HIGH	NA-NA	3	2.652	1833/2150	NC_010321.1 Thermoanaerobacter pseudethanolicus ATCC 33223, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/013/645/GCF_000013645.1_genomic.fna.gz	99.45	95.34	99.21-99.75	0.308	0.308	0.28-0.33	1	0.266	2153/9466	NC_007951.1 Paraburkholderia xenovorans LB400 chromosome 1, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/007/985/GCF_000007985.2_genomic.fna.gz	99.41	94.87	98.94-99.93	0.262	0.262	0.22-0.31	1	0.222	742/3796	NC_002939.5 Geobacter sulfurreducens PCA, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/015/125/GCF_000015125.1_genomic.fna.gz	99.38	97.74	99.20-99.59	0.886	0.886	0.81-0.97	1	0.764	1425/2897	NC_008639.1 Chlorobium phaeobacteroides DSM 266, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/011/105/GCF_000011105.1_genomic.fna.gz	99.35	99.35	NA-NA	2.900	HIGH	NA-NA	3	2.370	1437/1759	NC_000961.1 Pyrococcus horikoshii OT3, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/001/481/685/GCF_001481685.1_genomic.fna.gz	99.34	97.91	99.04-99.65	0.993	0.993	0.84-1.16	1	0.813	726/1398	NZ_CP006867.1 Ignicoccus islandicus DSM 13165 chromosome, complete genome
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/020/225/GCF_000020225.1_genomic.fna.gz	99.32	96.78	99.04-99.66	0.580	0.580	0.50-0.64	1	0.487	965/2661	NC_010655.1 Akkermansia muciniphila ATCC BAA-835, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/156/375/GCF_000156375.1_genomic.fna.gz	99.31	96.36	98.99-99.68	0.486	0.486	0.42-0.55	1	0.415	882/2786	NZ_DS996397.1 Desulfovibrio piger ATCC 29098 Scfld442, whole genome shotgun sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/018/865/GCF_000018865.1_genomic.fna.gz	99.30	96.17	99.03-99.65	0.452	0.452	0.39-0.50	1	0.371	1541/5179	NC_010175.1 Chloroflexus aurantiacus J-10-fl, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/015/805/GCF_000015805.1_genomic.fna.gz	99.26	96.00	98.74-99.82	0.429	0.429	0.35-0.50	1	0.340	570/2021	NC_009073.1 Pyrobaculum calidifontis JCM 11548, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/306/945/GCF_000306945.1_genomic.fna.gz	99.25	91.27	97.57-101.60	0.075	0.075	0.03-0.12	1	0.061	220/3740	NC_018518.1 Bordetella pertussis 18323, complete sequence
nanopore_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/008/185/GCF_000008185.1_genomic.fna.gz	99.23	95.28	98.76-99.77	0.326	0.326	0.27-0.38	1	0.265	629/2819	NC_002967.9 Treponema denticola ATCC 35405, complete sequence
