Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
strat/species95_0_R1.fq.gz	release89/bacteria/GB_GCA_900313105.1_genomic.fna.gz	18.1151	6.6159	95.78	28.000	NA-NA	HIGH	NA-NA	28	27.376	1028/3916	95.78	OMPY01000062.1 uncultured proteobacterium isolate RUG774 genome assembly, contig: scaffold_45738, whole genome shotgun sequence
strat/species95_0_R1.fq.gz	release89/bacteria/RS_GCF_001587175.1_genomic.fna.gz	13.5863	10.1168	97.95	21.000	NA-NA	HIGH	NA-NA	21	19.700	4096/7776	97.95	NZ_CP013651.1 Streptococcus sp. A12, complete genome
strat/species95_0_R1.fq.gz	release89/bacteria/RS_GCF_000564995.1_genomic.fna.gz	10.3515	6.4034	96.25	16.000	NA-NA	HIGH	NA-NA	16	15.966	2005/6564	96.25	NZ_JDFH01000001.1 Atopobium sp. ICM42b ctg7180000004937, whole genome shotgun sequence
strat/species95_0_R1.fq.gz	release89/bacteria/RS_GCF_002252675.1_genomic.fna.gz	9.3338	12.1299	96.27	14.427	NA-NA	HIGH	NA-NA	14	14.427	4312/14012	96.27	NZ_NQKY01000001.1 Synechococcus sp. BO 8801 NODE_1__length_312637_cov_20.9693, whole genome shotgun sequence
strat/species95_0_R1.fq.gz	release89/bacteria/RS_GCF_000507865.1_genomic.fna.gz	7.8457	6.0245	96.96	12.127	NA-NA	HIGH	NA-NA	12	12.127	3121/8124	96.96	NZ_KI669458.1 Helicobacter canis NCTC 12740 addUr-supercont-complete, whole genome shotgun sequence
strat/species95_0_R1.fq.gz	release89/bacteria/GB_GCA_003487125.1_genomic.fna.gz	4.8410	3.2517	97.49	7.483	NA-NA	HIGH	NA-NA	7	7.483	3288/7231	97.49	contig_12264
strat/species95_0_R1.fq.gz	release89/bacteria/GB_GCA_000434535.1_genomic.fna.gz	4.4758	3.3951	95.64	6.918	NA-NA	HIGH	NA-NA	6	6.918	2064/8213	95.64	FR878548.1 Collinsella sp. CAG:166 genomic scaffold, scf5, whole genome shotgun sequence
strat/species95_0_R1.fq.gz	release89/bacteria/RS_GCF_002592045.1_genomic.fna.gz	3.8875	2.8622	97.18	6.009	NA-NA	HIGH	NA-NA	6	6.009	3287/7980	97.18	NZ_MEJG01000001.1 Parasaccharibacter apium strain AS1 Contig00001, whole genome shotgun sequence
strat/species95_0_R1.fq.gz	release89/bacteria/RS_GCF_001665375.1_genomic.fna.gz	3.1318	7.5272	96.94	4.841	NA-NA	HIGH	NA-NA	5	4.841	9835/25781	96.94	NZ_LZSF01000001.1 Mycolicibacterium mucogenicum strain 1199456.5 contig_1, whole genome shotgun sequence
strat/species95_0_R1.fq.gz	release89/bacteria/GB_GCA_000435175.1_genomic.fna.gz	2.8345	1.6407	96.02	4.381	NA-NA	HIGH	NA-NA	4	4.381	1802/6347	96.02	FR880004.1 Clostridium sp. CAG:245 genomic scaffold, scf3, whole genome shotgun sequence
