Genome	ERR1293793_1.fastq.gz Mean
GCA_900541835.1_genomic	0.06437988
GCA_900755095.1_genomic	0.43755585
GCF_003478035.1_genomic	0.2036775
GCF_000012845.1_genomic	0.6148236
GCA_900552285.1_genomic	0.071686104
GCF_003478505.1_genomic	0.11885384
GCF_005121165.3_genomic	0.33336577
GCF_003477605.1_genomic	0.1256839
GCF_001404655.1_genomic	0.34389466
GCF_002834235.1_genomic	2.8654528
GCF_001025195.1_genomic	0.041781787
GCF_900209925.1_genomic	0.2055491
GCA_025144665.1_genomic	0.19443354
GCA_022009815.1_genomic	2.6538825
GCF_004168205.1_genomic	0.28236338
GCF_015557635.1_genomic	0.45178863
GCF_024460475.1_genomic	2.0204287
GCA_003480725.1_genomic	0.19349824
GCA_000020605.1_genomic	1.1413376
GCA_900542245.1_genomic	0.12698732
GCF_000723465.1_genomic	1.835005
GCA_900761075.1_genomic	0.04664551
GCF_002959895.1_genomic	0.07474693
GCA_004000625.1_genomic	0.5925551
GCA_015255025.1_genomic	0.18446894
GCF_003435375.1_genomic	0.47322476
GCA_900754285.1_genomic	0.06475976
GCF_008831035.1_genomic	0.11928651
GCF_900155365.1_genomic	0.086758964
GCA_900549405.1_genomic	0.09531411
GCF_900128485.1_genomic	0.9981352
GCF_002127965.1_genomic	0.10090812
GCA_000437595.1_genomic	0.09966387
GCA_900543625.1_genomic	1.3996731
GCF_014287815.1_genomic	0.09245145
GCF_000156655.1_genomic	1.2710513
GCF_000297775.1_genomic	0.17196445
GCF_018918025.1_genomic	0.28561375
GCA_025148125.1_genomic	0.46616703
GCF_003725955.1_genomic	0.23940174
GCF_000158035.1_genomic	0.07147632
GCA_003516765.1_genomic	0.2655466
GCA_003481745.1_genomic	0.22671354
GCF_003461955.1_genomic	0.23937227
GCA_014385265.1_genomic	0.1040397
GCF_000010425.1_genomic	0.15804967
GCF_900537995.1_genomic	0.42818522
GCA_003514385.1_genomic	2.004704
GCA_902362775.1_genomic	0.12551992
GCA_000435975.1_genomic	3.382468
GCA_000436755.1_genomic	0.028580058
GCA_000154345.1_genomic	0.20606148
GCA_934615635.1_genomic	0.03850437
GCA_000436535.1_genomic	0.21001047
GCA_900551975.1_genomic	0.37628838
GCF_012843875.1_genomic	0.9742299
GCA_000432135.1_genomic	0.37108958
GCA_900545175.1_genomic	0.09622777
GCA_001916965.1_genomic	0.10767019
GCF_019734885.1_genomic	0.16872904
GCF_003697165.2_genomic	0.117894724
GCA_900545725.1_genomic	0.2853536
GCF_000381365.1_genomic	0.36099407
GCA_902363675.1_genomic	0.28842202
GCF_000188175.1_genomic	4.3816338
GCA_025147325.1_genomic	0.4910917
GCA_018228645.1_genomic	0.18555687
GCA_025147765.1_genomic	0.20004296
GCF_004154955.1_genomic	0.07236422
GCA_900550825.1_genomic	0.404437
GCF_018847895.1_genomic	0.2827779
GCA_002491165.1_genomic	0.07047077
GCA_900752115.1_genomic	0.21366286
GCF_016901815.1_genomic	0.1145513
GCF_000190535.1_genomic	0.5079672
GCF_003287495.1_genomic	0.28145093
GCA_025148635.1_genomic	0.08497094
GCA_905215245.1_genomic	0.169589
GCA_934875375.1_genomic	0.24770755
GCA_001312505.1_genomic	1.6399854
GCF_000016525.1_genomic	0.25334996
GCF_000196555.1_genomic	0.111940645
GCF_001487165.1_genomic	0.16045448
GCA_003096535.1_genomic	0.37341818
GCF_003024685.1_genomic	0.15238778
GCF_003460605.1_genomic	0.13075513
GCF_000225345.1_genomic	0.26700047
GCA_900112995.1_genomic	2.6607597
GCA_025149785.1_genomic	0.38139668
GCA_000436835.1_genomic	1.713298
GCA_900539945.1_genomic	0.5853019
GCA_021029595.1_genomic	0.68649787
GCA_002431945.1_genomic	0.082389474
GCA_019423025.1_genomic	0.1642932
GCA_904395335.1_genomic	0.03407562
GCA_000434635.1_genomic	0.11321802
GCA_900546685.1_genomic	0.20254552
GCA_025144995.1_genomic	0.3205987
GCF_000765235.1_genomic	1.5593977
GCA_000435055.1_genomic	0.06868367
GCF_900106845.1_genomic	0.051277913
GCF_023347255.1_genomic	0.784078
GCA_025150245.1_genomic	0.3233959
GCF_000236865.1_genomic	0.10186878
GCA_905209075.1_genomic	0.21068943
GCA_000436075.1_genomic	0.059303958
GCF_024168045.1_genomic	0.47171265
GCF_001406815.1_genomic	0.8777823
GCF_003865035.1_genomic	0.29337224
GCA_900542395.1_genomic	0.053020816
GCA_900542445.1_genomic	0.09776759
GCA_000435075.1_genomic	4.4648266
GCA_025151535.1_genomic	58.295013
GCF_013300825.1_genomic	0.31434375
GCF_001314995.1_genomic	0.4876724
GCA_019411365.1_genomic	0.27917624
GCA_003481005.1_genomic	0.73618305
GCA_000432915.1_genomic	0.48190144
GCF_000173975.1_genomic	0.39079458
GCF_003479605.1_genomic	0.34067267
GCF_000011065.1_genomic	0.8099814
GCA_900541315.1_genomic	0.30542156
GCF_000233955.1_genomic	0.6769756
GCF_000969835.1_genomic	0.12437503
GCA_025147485.1_genomic	0.61304665
GCF_018918145.1_genomic	0.07402529
