Genome	ERR321526_1.fastq.gz Mean
GCA_900755095.1_genomic	0.6653728
GCF_000012845.1_genomic	0.63474965
GCA_934162325.1_genomic	0.06242034
GCF_003478505.1_genomic	0.14667352
GCF_003477605.1_genomic	0.63278335
GCF_001404655.1_genomic	0.1606099
GCF_002834235.1_genomic	1.7504716
GCA_002404795.1_genomic	0.19815747
GCF_900167555.1_genomic	0.31881154
GCA_900757655.1_genomic	0.48729843
GCF_001025195.1_genomic	0.06693261
GCA_900553695.1_genomic	1.3016679
GCF_000160055.1_genomic	2.2578533
GCA_003480725.1_genomic	0.22289033
GCF_000265365.1_genomic	0.5701835
GCF_000723465.1_genomic	2.2179878
GCA_004000625.1_genomic	0.41674086
GCA_001917125.1_genomic	0.73488206
GCA_025145285.1_genomic	1.2970121
GCA_003112755.1_genomic	0.16017847
GCF_003435375.1_genomic	0.3550902
GCA_900540805.1_genomic	0.08142586
GCF_002959915.1_genomic	0.08879681
GCA_000437595.1_genomic	2.9338002
GCF_000332875.2_genomic	0.25468063
GCA_003533505.1_genomic	0.047837306
GCA_900556585.1_genomic	0.14573707
GCA_905193155.1_genomic	0.13048482
GCF_902810435.1_genomic	0.4184483
GCA_003525075.1_genomic	0.49307838
GCF_009557455.1_genomic	0.14453025
GCA_900759335.1_genomic	0.22254445
GCA_900543035.1_genomic	0.04499494
GCA_025148125.1_genomic	0.8724038
GCA_001916775.1_genomic	0.085671976
GCF_000158035.1_genomic	1.0052211
GCF_023617305.1_genomic	0.054522112
GCA_003516765.1_genomic	0.2312758
GCA_944393665.1_genomic	0.19981618
GCA_900556785.1_genomic	0.15058419
GCF_003461955.1_genomic	0.114173815
GCF_000010425.1_genomic	0.31184474
GCA_025150085.1_genomic	0.26528102
GCF_003478335.1_genomic	0.3040324
GCA_905207385.1_genomic	0.059026215
GCA_025147765.1_genomic	0.1411971
GCF_000296465.1_genomic	0.66613364
GCA_003531585.1_genomic	0.42777908
GCA_019423795.1_genomic	0.13535859
GCA_000436375.1_genomic	10.114924
GCF_000190535.1_genomic	0.42765003
GCF_003024675.1_genomic	0.32625136
GCF_003287495.1_genomic	0.6523028
GCA_025148635.1_genomic	0.22154227
GCA_900545285.1_genomic	0.10935799
GCA_934875375.1_genomic	0.12505943
GCA_001312505.1_genomic	0.44396392
GCA_900549755.1_genomic	0.060820553
GCF_000196555.1_genomic	0.12708227
GCF_001487165.1_genomic	0.16239066
GCF_003024685.1_genomic	0.1633551
GCA_944387035.1_genomic	0.06099694
GCF_013393365.1_genomic	0.18364203
GCA_900753285.1_genomic	0.103630565
GCA_900112995.1_genomic	0.28377542
GCA_003534295.1_genomic	1.6067047
GCA_025149785.1_genomic	0.27630424
GCA_003526375.1_genomic	0.07856708
GCA_900545815.1_genomic	0.078355305
GCA_900539945.1_genomic	0.33283138
GCA_000433635.1_genomic	0.18092766
GCF_018847375.1_genomic	0.3413825
GCA_003539625.1_genomic	4.8848295
GCA_000434635.1_genomic	0.5085254
GCF_000765235.1_genomic	0.8551527
GCA_000434215.1_genomic	0.6736863
GCF_000382445.1_genomic	2.9058323
GCA_000435055.1_genomic	0.101145566
GCF_023347255.1_genomic	0.8460129
GCA_025150245.1_genomic	0.22107998
GCA_900557165.1_genomic	0.05986742
GCF_024168045.1_genomic	0.14210927
GCA_905213875.1_genomic	0.15283552
GCF_001406815.1_genomic	6.839861
GCF_003315195.1_genomic	1.2555834
GCA_900542395.1_genomic	0.09492287
GCA_900545515.1_genomic	0.15266246
GCA_000435175.1_genomic	0.20928559
GCA_900542445.1_genomic	0.06916051
GCF_002160865.1_genomic	0.04060592
GCA_900551385.1_genomic	0.43020433
GCA_900545925.1_genomic	0.43865883
GCA_000438155.1_genomic	0.13065992
GCF_001314995.1_genomic	1.0140277
GCA_003481005.1_genomic	0.27399182
GCF_000173975.1_genomic	0.17758656
GCF_000191405.1_genomic	0.048485417
GCA_900542375.1_genomic	0.07405674
GCF_000011065.1_genomic	0.45300892
GCA_900541315.1_genomic	0.16761583
GCF_000701705.1_genomic	0.07493139
GCA_025147485.1_genomic	2.2847002
GCF_009680455.1_genomic	0.6875222
GCA_025151215.1_genomic	0.4628827
GCA_900553255.1_genomic	0.060121402
GCA_900760795.1_genomic	2.5126338
GCF_023347275.1_genomic	0.8389929
GCA_000432435.1_genomic	3.790788
GCA_025145845.1_genomic	1.3792881
GCA_900542115.1_genomic	0.14105171
GCA_000435555.1_genomic	2.9144351
GCF_003024715.1_genomic	0.33122253
GCF_006542665.1_genomic	1.0649416
GCA_944383465.1_genomic	0.08736465
GCF_003473545.1_genomic	0.2176507
GCA_003478935.1_genomic	0.2241078
GCA_902363575.1_genomic	1.7128918
GCA_900549055.1_genomic	0.122286044
GCF_000154465.1_genomic	2.2310405
GCA_022009675.1_genomic	0.3209893
GCA_900545585.1_genomic	0.34262282
GCA_934087515.1_genomic	0.07513205
GCA_003460745.1_genomic	0.13753653
GCF_013009555.1_genomic	1.1426007
GCA_003584705.1_genomic	0.90627265
GCA_900555435.1_genomic	0.1564464
GCF_010509575.1_genomic	0.8453996
GCA_000437395.1_genomic	1.6294727
GCA_000433735.1_genomic	0.045911115
GCA_025152405.1_genomic	0.12760946
GCF_020687245.1_genomic	2.2595901
GCA_900542935.1_genomic	0.11234583
GCF_014337155.1_genomic	0.3339928
GCF_020564355.1_genomic	1.5217743
GCF_000012825.1_genomic	3.27067
