Genome	SRR5983328_1.fastq.gz Mean
GCF_000425045.1_genomic	4.3094974
GCA_900755095.1_genomic	7.1597996
GCF_003478035.1_genomic	2.5405736
GCF_000012845.1_genomic	10.164605
GCF_003478505.1_genomic	0.95664674
GCF_005121165.3_genomic	2.8542228
GCF_900167555.1_genomic	1.012017
GCF_015557635.1_genomic	1.9311585
GCA_900553705.1_genomic	0.8833257
GCA_003480725.1_genomic	1.4077029
GCA_000020605.1_genomic	6.441449
GCA_025150745.1_genomic	18.711662
GCF_900106755.1_genomic	5.1767726
GCF_000723465.1_genomic	0.19212048
GCA_004000625.1_genomic	1.0196306
GCA_003112755.1_genomic	0.32827872
GCF_003435375.1_genomic	0.9168216
GCF_009883055.1_genomic	0.40163615
GCA_018223385.1_genomic	0.35637686
GCF_001025215.1_genomic	0.5258636
GCA_900751995.1_genomic	0.2640723
GCA_003573975.1_genomic	1.548455
GCF_000332875.2_genomic	0.68176657
GCF_000297775.1_genomic	6.6696625
GCA_025148125.1_genomic	0.9728838
GCF_003461955.1_genomic	0.5709311
GCF_900537995.1_genomic	6.0615478
GCF_018408575.1_genomic	0.6060834
GCA_025150085.1_genomic	1.044384
GCF_011927845.1_genomic	0.7970895
GCF_000469345.1_genomic	0.9151885
GCF_000239295.1_genomic	0.64997977
GCA_018374635.1_genomic	0.17791142
GCF_003697165.2_genomic	0.46382248
GCA_025147325.1_genomic	85.12702
GCA_018228645.1_genomic	0.7601014
GCA_025147765.1_genomic	0.41383788
GCF_003201875.1_genomic	0.11026176
GCF_000296465.1_genomic	15.562958
GCF_003634345.1_genomic	2.415299
GCF_900103425.1_genomic	0.6366427
GCF_003287495.1_genomic	4.6199164
GCA_934845495.1_genomic	0.23733167
GCA_001312505.1_genomic	0.64721453
GCF_000196555.1_genomic	0.4483265
GCF_001487165.1_genomic	0.4437833
GCA_003096535.1_genomic	1.5130684
GCF_003024685.1_genomic	0.39451814
GCF_008121495.1_genomic	0.29784977
GCA_900112995.1_genomic	4.1912184
GCA_025149785.1_genomic	1.3896878
GCA_000436835.1_genomic	2.4694407
GCA_900539945.1_genomic	6.034442
GCA_021029595.1_genomic	0.6177618
GCF_900104635.1_genomic	0.68993884
GCA_024460105.1_genomic	0.22999774
GCA_025149465.1_genomic	0.08213794
GCF_009494135.1_genomic	0.13162877
GCF_000382445.1_genomic	24.84101
GCF_023347255.1_genomic	4.1182904
GCA_025150245.1_genomic	0.6409825
GCF_001406815.1_genomic	11.852715
GCF_003865035.1_genomic	0.92170876
GCA_900542445.1_genomic	0.18388726
GCF_900120005.1_genomic	0.09201205
GCA_025151535.1_genomic	0.34307343
GCF_001314995.1_genomic	9.39813
GCF_001517625.2_genomic	0.28282458
GCA_003481005.1_genomic	3.9985745
GCF_000173975.1_genomic	0.4769253
GCA_900542375.1_genomic	0.199408
GCA_900541315.1_genomic	0.5985249
GCF_000233955.1_genomic	8.7521925
GCF_000701705.1_genomic	0.16216406
GCA_001304995.1_genomic	2.2730267
GCA_025147485.1_genomic	57.57101
GCA_003478355.1_genomic	1.0036608
GCF_020554845.1_genomic	0.4562177
GCA_025151215.1_genomic	12.742278
GCA_020555605.1_genomic	0.56100386
GCA_900760795.1_genomic	21.741411
GCF_003480315.1_genomic	1.4891667
GCF_023347275.1_genomic	4.6506042
GCA_025145845.1_genomic	3.0202746
GCF_003024715.1_genomic	0.83684224
GCF_001025135.1_genomic	0.17065126
GCF_006542665.1_genomic	0.9720959
GCA_018364635.1_genomic	0.07714617
GCF_002925905.1_genomic	0.19698705
GCF_000210075.1_genomic	4.2424226
GCF_003473545.1_genomic	0.76784724
GCA_003478935.1_genomic	0.69291455
GCF_000154465.1_genomic	9.889245
GCF_012317185.1_genomic	0.19932266
GCF_013009555.1_genomic	9.123731
GCA_003584705.1_genomic	0.9390097
GCF_009696065.1_genomic	0.42577347
GCF_003324185.1_genomic	36.725338
GCF_000174195.1_genomic	1.2767987
GCF_003269275.1_genomic	11.215822
GCF_010509575.1_genomic	17.055134
GCA_000433735.1_genomic	0.41602305
GCF_020687245.1_genomic	11.354771
GCF_002222615.2_genomic	0.66166806
GCF_003464165.1_genomic	0.80730873
GCF_000012825.1_genomic	32.9435
