Genome	ERR1620336_1.fastq.gz Mean
GCF_002899675.1_genomic	0.2746146
GCA_900549995.1_genomic	0.37609068
GCA_900755095.1_genomic	46.093502
GCF_000012845.1_genomic	12.990226
GCA_001941065.1_genomic	2.3575666
GCF_005121165.3_genomic	4.758113
GCF_014385065.1_genomic	2.1606028
GCF_900209925.1_genomic	1.6351252
GCF_015560805.1_genomic	0.2559311
GCF_015557635.1_genomic	3.1022437
GCF_000160055.1_genomic	34.224644
GCA_000020605.1_genomic	4.3257136
GCF_900106755.1_genomic	14.528985
GCF_000024265.1_genomic	0.8918408
GCF_014287515.2_genomic	3.2263463
GCF_003464595.1_genomic	11.124564
GCA_004000625.1_genomic	12.487306
GCF_000020225.1_genomic	10.041695
GCF_003435375.1_genomic	8.150255
GCA_025148965.1_genomic	0.87374586
GCF_000466485.1_genomic	1.997602
GCF_000332875.2_genomic	6.9467473
GCF_900291975.1_genomic	0.5298334
GCA_020555865.1_genomic	0.83338594
GCF_902810435.1_genomic	1.3920037
GCA_025148125.1_genomic	11.951732
GCF_014131695.1_genomic	0.33280903
GCF_900199375.1_genomic	0.3174405
GCF_000010425.1_genomic	6.6959953
GCF_018408575.1_genomic	8.003109
GCA_003514385.1_genomic	0.21963033
GCF_000239295.1_genomic	5.855446
GCA_900546265.1_genomic	0.32275555
GCA_000154345.1_genomic	1.8637946
GCA_000436535.1_genomic	2.9408433
GCF_003471165.1_genomic	3.8046591
GCF_000158195.2_genomic	2.7057958
GCF_003697165.2_genomic	0.14747442
GCF_020297485.1_genomic	0.4878259
GCA_915066865.1_genomic	1.1708069
GCA_025147325.1_genomic	34.483288
GCF_003201875.1_genomic	0.13875657
GCA_000613465.1_genomic	6.267096
GCF_000190535.1_genomic	2.697393
GCF_001280875.1_genomic	4.689864
GCF_000233455.1_genomic	0.71002525
GCA_934845495.1_genomic	1.1310854
GCA_900541905.1_genomic	2.557965
GCF_009677585.1_genomic	0.28369322
GCF_004346095.1_genomic	2.0285769
GCF_000327285.1_genomic	0.5277753
GCA_025146135.1_genomic	0.32187718
GCA_003096535.1_genomic	1.9305017
GCF_000313565.1_genomic	0.25760472
GCF_003024685.1_genomic	0.77886516
GCF_008121495.1_genomic	0.89613646
GCF_000225345.1_genomic	5.1647716
GCA_900555425.1_genomic	0.1286719
GCF_001404335.1_genomic	0.20802785
GCA_934476515.1_genomic	22.059093
GCF_900142645.1_genomic	0.16730222
GCF_002234575.2_genomic	2.8499186
GCA_900539945.1_genomic	5.4559255
GCA_000509105.1_genomic	0.29922655
GCF_020687205.1_genomic	1.5851831
GCF_900104635.1_genomic	0.5259997
GCA_024460105.1_genomic	0.6897939
GCF_003943615.1_genomic	0.12101355
GCF_900106845.1_genomic	0.051732995
GCF_000785515.1_genomic	2.6190958
GCF_900461125.1_genomic	0.14737873
GCF_003268275.1_genomic	0.80823827
GCF_001406815.1_genomic	2.009807
GCA_003480425.1_genomic	1.818943
GCA_019410105.1_genomic	3.6212041
GCA_022845955.1_genomic	0.27061507
GCA_900539755.1_genomic	0.26566538
GCF_900186585.1_genomic	0.38310176
GCF_001314995.1_genomic	87.83536
GCF_001517625.2_genomic	0.6967349
GCA_025149125.1_genomic	0.66504145
GCF_002849695.1_genomic	18.649466
GCF_000011065.1_genomic	25.700186
GCF_000701705.1_genomic	7.3432565
GCA_025147485.1_genomic	344.44336
GCF_020554845.1_genomic	2.4752421
GCF_009680455.1_genomic	6.296639
GCF_003480315.1_genomic	2.0396013
GCF_004785935.1_genomic	0.14452043
GCF_000468015.1_genomic	10.155987
GCA_025145845.1_genomic	12.465769
GCF_000742135.1_genomic	0.2063522
GCA_900552445.1_genomic	0.25719163
GCF_003024715.1_genomic	7.815353
GCA_934869045.1_genomic	0.4246688
GCF_006542665.1_genomic	6.295673
GCF_003402575.1_genomic	11.935773
GCF_000210075.1_genomic	41.09633
GCA_900544715.1_genomic	0.06839941
GCF_000153925.1_genomic	0.43393037
GCF_003473545.1_genomic	4.9770384
GCA_900548595.1_genomic	1.0286487
GCA_003478935.1_genomic	1.1927415
GCA_001028025.1_genomic	0.08039022
GCA_900549055.1_genomic	1.4357692
GCA_902363145.1_genomic	1.1901315
GCF_000154465.1_genomic	25.836632
GCF_000406965.1_genomic	0.059445295
GCF_015667935.1_genomic	0.4932503
GCF_003434055.1_genomic	1.477929
GCF_019597925.1_genomic	2.102275
GCA_003460745.1_genomic	0.6563442
GCF_012317185.1_genomic	0.37406746
GCF_000949455.1_genomic	6.082042
GCF_008727735.1_genomic	0.53141797
GCF_009767585.1_genomic	0.3867762
GCF_003324185.1_genomic	29.892202
GCA_900540595.1_genomic	10.221498
GCF_000174195.1_genomic	3.775186
GCF_014467075.1_genomic	0.22379796
GCA_025152405.1_genomic	5.006558
GCF_020687245.1_genomic	4.28169
GCF_900104615.1_genomic	0.9677335
GCF_020564355.1_genomic	0.73665255
GCF_003460505.1_genomic	19.075993
GCF_014982855.1_genomic	0.48240945
GCA_025149285.1_genomic	0.5197446
GCF_000012825.1_genomic	99.16397
