Genome	ERR2017435_1.fastq.gz Mean
GCF_000225705.1_genomic	2.788701
GCF_003478035.1_genomic	1.0395432
GCF_000157995.1_genomic	0.6823109
GCA_900552465.1_genomic	1.3139758
GCF_000012845.1_genomic	12.223304
GCF_900095825.1_genomic	3.2514093
GCA_905196875.1_genomic	0.24299617
GCF_005121165.3_genomic	4.048162
GCF_900209925.1_genomic	1.8179188
GCF_015560805.1_genomic	0.16067645
GCA_019412865.1_genomic	9.801276
GCF_015557635.1_genomic	1.0926814
GCA_900543485.1_genomic	0.3655084
GCA_905193485.1_genomic	3.7590966
GCA_000980705.1_genomic	0.7223962
GCF_000723465.1_genomic	18.392893
GCF_000024265.1_genomic	0.2278469
GCA_900761075.1_genomic	0.10929183
GCF_018408705.1_genomic	1.2719091
GCF_900291475.1_genomic	0.14009294
GCA_003112755.1_genomic	0.61990243
GCF_003435375.1_genomic	2.7853796
GCA_000432155.1_genomic	1.990058
GCF_900683735.1_genomic	0.0468373
GCA_020540725.1_genomic	0.19397375
GCA_025148965.1_genomic	0.103815585
GCF_000466485.1_genomic	0.097570755
GCF_000332875.2_genomic	2.199928
GCA_900557355.1_genomic	8.852305
GCF_001729745.1_genomic	0.32810596
GCA_020555865.1_genomic	0.36478677
GCF_009557455.1_genomic	3.0716999
GCA_019423725.1_genomic	0.4875342
GCA_025148125.1_genomic	2.655146
GCA_001701295.1_genomic	9.206166
GCF_000158035.1_genomic	14.834787
GCF_014131695.1_genomic	0.05130573
GCF_001701045.1_genomic	0.13621254
GCA_019420525.1_genomic	0.12852603
GCA_003481745.1_genomic	0.93516064
GCF_900537995.1_genomic	1.2207243
GCA_025150085.1_genomic	0.4288624
GCA_905215855.1_genomic	14.610182
GCF_000239295.1_genomic	6.2489915
GCA_900541605.1_genomic	6.7982616
GCA_000154345.1_genomic	0.1333398
GCA_000436335.1_genomic	6.378188
GCF_003471165.1_genomic	0.9462854
GCA_902388495.1_genomic	0.36108634
GCF_000981035.1_genomic	0.11774153
GCF_003697165.2_genomic	3.485639
GCA_025147765.1_genomic	1.2176198
