Genome	ERR011201_1.fastq.gz Mean
GCA_900761725.1_genomic	0.059301283
GCA_934247935.1_genomic	0.6345022
GCF_000012845.1_genomic	1.110122
GCF_015557635.1_genomic	0.25044355
GCF_000160055.1_genomic	2.0723443
GCA_000020605.1_genomic	1.7228357
GCF_023921805.1_genomic	2.5826614
GCA_000803105.1_genomic	0.21250878
GCF_000172175.1_genomic	2.9779377
GCA_900539115.1_genomic	0.4838344
GCA_003343815.1_genomic	0.070529535
GCF_000156655.1_genomic	0.7284728
GCA_900544275.1_genomic	0.23787892
GCA_000434435.1_genomic	3.123516
GCA_025148125.1_genomic	0.43218872
GCF_900537995.1_genomic	0.61194897
GCA_025150085.1_genomic	1.1148403
GCF_003478335.1_genomic	0.2544194
GCA_900544265.1_genomic	0.71841276
GCA_902363675.1_genomic	1.0598159
GCA_025147325.1_genomic	4.7129183
GCA_018714665.1_genomic	0.3921798
GCA_003526845.1_genomic	0.8797417
GCF_000190535.1_genomic	1.008749
GCA_900550765.1_genomic	0.17907107
GCA_000435495.1_genomic	3.673846
GCA_900553675.1_genomic	1.0245274
GCA_900753285.1_genomic	0.23980762
GCA_900112995.1_genomic	1.5311143
GCA_003534295.1_genomic	0.09841865
GCA_003539625.1_genomic	0.46402737
GCF_020687205.1_genomic	0.22884683
GCA_000434215.1_genomic	0.8717875
GCA_025150245.1_genomic	0.25282592
GCA_000438155.1_genomic	0.14520237
GCA_019411365.1_genomic	0.3162599
GCF_000011065.1_genomic	0.8639379
GCA_025147485.1_genomic	3.352235
GCA_000438255.1_genomic	0.19326627
GCF_020554845.1_genomic	0.35816604
GCF_009680455.1_genomic	2.4560251
GCA_025150425.1_genomic	13.914842
GCA_000433115.1_genomic	0.14486
GCA_934292725.1_genomic	0.07994149
GCA_900555125.1_genomic	0.4142975
GCA_900545225.1_genomic	0.21450964
GCF_000210075.1_genomic	2.32876
GCA_944383465.1_genomic	0.10553633
GCA_900554975.1_genomic	0.25343212
GCA_003460745.1_genomic	0.21585558
GCF_013009555.1_genomic	3.7050276
GCA_003584705.1_genomic	2.4776292
GCA_900551415.1_genomic	0.13634229
GCF_000025985.1_genomic	0.807987
GCF_000174195.1_genomic	0.8755479
GCA_000437395.1_genomic	0.8647084
GCA_025152405.1_genomic	0.59091973
GCF_002222615.2_genomic	0.6546977
GCF_014337155.1_genomic	2.3765316
GCF_020564355.1_genomic	0.58684653
GCF_009695995.1_genomic	3.7644057
GCF_001404675.1_genomic	2.816046
