Genome	SRR5936099_1.fastq.gz Mean
GCA_900755095.1_genomic	1.6479782
GCF_000012845.1_genomic	1.6637435
GCA_003522105.1_genomic	0.8600974
GCA_000435195.1_genomic	0.42090935
GCA_902363805.1_genomic	1.6098142
GCF_009695545.1_genomic	0.78505415
GCA_910587165.1_genomic	0.373743
GCF_005121165.3_genomic	0.79490155
GCF_003477605.1_genomic	2.2674181
GCF_001404655.1_genomic	0.65606827
GCA_002404795.1_genomic	0.6410987
GCF_900167555.1_genomic	1.3535799
GCA_025144665.1_genomic	1.2140763
GCF_015557635.1_genomic	2.1134882
GCF_024460475.1_genomic	1.9905406
GCA_019423445.1_genomic	0.056907054
GCF_002959775.1_genomic	0.18489182
GCA_000020605.1_genomic	13.377408
GCF_003463065.1_genomic	0.41677028
GCA_900542245.1_genomic	0.45544288
GCA_900553545.1_genomic	0.96777624
GCF_003252755.1_genomic	0.10333116
GCA_000980705.1_genomic	4.2031474
GCA_025150745.1_genomic	1.158121
GCF_000265365.1_genomic	3.422604
GCF_000723465.1_genomic	12.35197
GCF_023921805.1_genomic	47.46431
GCA_900761075.1_genomic	0.09194199
GCF_018408705.1_genomic	0.5243027
GCA_004000625.1_genomic	10.3339615
GCA_905209085.1_genomic	0.06484967
GCA_900760705.1_genomic	0.1585406
GCA_900541585.1_genomic	0.6254856
GCA_025145285.1_genomic	1.9681242
GCA_003112755.1_genomic	0.421318
GCF_009883055.1_genomic	0.56722283
GCA_900540805.1_genomic	0.10056509
GCA_018223385.1_genomic	0.6286308
GCF_000158475.2_genomic	0.7022221
GCA_900751995.1_genomic	0.22978072
GCA_900549405.1_genomic	0.19995934
GCA_025148965.1_genomic	0.112744376
GCA_900546495.1_genomic	0.17114082
GCA_000437595.1_genomic	5.0862613
GCF_000332875.2_genomic	0.58962154
GCA_900543625.1_genomic	0.5982283
GCF_020091405.1_genomic	0.37002155
GCA_020555865.1_genomic	0.13824363
GCF_010120595.1_genomic	0.050547116
GCF_902810435.1_genomic	0.35576695
GCF_000297775.1_genomic	1.6511886
GCF_009557455.1_genomic	1.2047942
GCF_018918025.1_genomic	0.8907452
GCA_025148125.1_genomic	1.2736627
GCF_011405655.1_genomic	0.21609013
GCF_023347535.1_genomic	15.3446865
GCA_003516765.1_genomic	1.7485402
GCF_000010425.1_genomic	1.5564172
GCF_900537995.1_genomic	0.91041416
GCF_018408575.1_genomic	1.4147013
GCA_025150085.1_genomic	1.1062428
GCF_003478335.1_genomic	0.74639547
GCF_000469345.1_genomic	0.6770798
GCF_000239295.1_genomic	0.21525446
GCA_902362775.1_genomic	0.36888558
GCA_934370915.1_genomic	0.09506251
GCA_900546265.1_genomic	0.6525911
GCF_000205025.1_genomic	0.23591268
GCA_000435975.1_genomic	1.5725226
GCA_000154345.1_genomic	0.5051507
GCF_900078395.1_genomic	0.119845904
GCA_000432135.1_genomic	12.048804
GCA_001916965.1_genomic	0.23166122
GCF_019734885.1_genomic	0.48310566
GCA_025147325.1_genomic	6.6217055
GCA_018228645.1_genomic	0.78951365
GCA_025147765.1_genomic	0.43675527
GCF_000296465.1_genomic	4.186672
GCA_019421015.1_genomic	0.052759297
GCA_003531585.1_genomic	0.2114857
GCA_019423795.1_genomic	0.3563837
GCF_003634345.1_genomic	0.19179253
GCF_000190535.1_genomic	1.9522411
GCA_900543295.1_genomic	0.096294455
GCF_003287495.1_genomic	5.476987
GCA_023403845.1_genomic	0.12276606
GCF_902381825.1_genomic	0.49027297
GCF_001042595.1_genomic	0.24069984
GCA_025149915.1_genomic	3.3931448
GCA_944328845.1_genomic	0.07655057
GCA_934875375.1_genomic	1.02866
GCA_001312505.1_genomic	0.62778664
GCF_000196555.1_genomic	0.17178641
GCF_001487165.1_genomic	0.4055362
GCA_934255545.1_genomic	0.1116952
GCA_003096535.1_genomic	0.5326187
GCA_900555925.1_genomic	0.066595376
GCF_013393365.1_genomic	0.302576
GCF_000225345.1_genomic	1.1796706
GCA_900753285.1_genomic	1.1167558
GCA_900112995.1_genomic	2.7922168
GCA_934526065.1_genomic	0.17771348
GCA_025149785.1_genomic	0.9366231
GCF_014287955.1_genomic	0.9604073
GCF_009193325.2_genomic	3.0837877
GCA_000438355.1_genomic	0.31019795
GCA_000436835.1_genomic	8.456118
GCA_025146565.1_genomic	23.015266
GCA_900545815.1_genomic	0.16295703
GCA_900539945.1_genomic	7.5893636
GCA_021029595.1_genomic	2.0960217
GCA_900761905.1_genomic	0.38278013
GCF_003479405.1_genomic	0.41228056
GCA_000432835.1_genomic	1.139352
GCA_004557565.1_genomic	10.55161
GCA_904419775.1_genomic	0.058854617
GCF_003287455.1_genomic	29.825361
GCA_904395335.1_genomic	0.06898482
GCF_013304735.1_genomic	0.41602826
GCF_020687205.1_genomic	0.53949064
GCA_001915925.1_genomic	4.730958
GCA_000434635.1_genomic	0.92651397
GCA_900546685.1_genomic	0.33148444
GCF_000765235.1_genomic	5.7521358
GCA_900552525.1_genomic	0.56336814
GCF_009494135.1_genomic	0.28157926
GCF_000785515.1_genomic	0.091473624
GCF_023347255.1_genomic	11.857342
GCA_025150245.1_genomic	0.67398185
GCF_003096415.1_genomic	0.08324892
GCA_944376225.1_genomic	0.27619946
