Genome	ERR1297654_1.fastq.gz Mean
GCF_000425045.1_genomic	3.130345
GCF_000225705.1_genomic	0.10823736
GCA_905200265.1_genomic	0.08795686
GCF_000012845.1_genomic	6.6073637
GCF_900119915.1_genomic	0.35405338
GCF_900095865.1_genomic	0.32814145
GCA_900551595.1_genomic	0.2476548
GCF_005121165.3_genomic	1.509957
GCF_003477605.1_genomic	0.24136652
GCA_900542085.1_genomic	2.0123065
GCA_934418295.1_genomic	0.105637655
GCA_002404795.1_genomic	2.0465355
GCA_003150485.1_genomic	0.9682049
GCF_900167555.1_genomic	4.235574
GCF_900209925.1_genomic	1.3338107
GCF_015557635.1_genomic	2.8910747
GCF_024460475.1_genomic	4.3140244
GCA_900754715.1_genomic	0.048914477
GCA_900543485.1_genomic	0.24816017
GCA_003480725.1_genomic	0.47846934
GCA_000020605.1_genomic	3.6388667
GCF_003463065.1_genomic	0.35087314
GCA_900553545.1_genomic	0.26450783
GCA_944381075.1_genomic	0.12918414
GCA_004557855.1_genomic	5.4054556
GCF_900106755.1_genomic	1.161648
GCF_000265365.1_genomic	0.5601144
GCF_000723465.1_genomic	25.799719
GCA_900546385.1_genomic	0.08284668
GCF_023921805.1_genomic	33.51945
GCA_018716575.1_genomic	0.05476169
GCA_904419295.1_genomic	0.33999005
GCA_004000625.1_genomic	4.2262774
GCF_000020225.1_genomic	2.2669747
GCA_003112755.1_genomic	1.2441272
GCF_003435375.1_genomic	0.67589194
GCF_009883055.1_genomic	0.7437493
GCF_014333425.1_genomic	0.27584252
GCA_000432155.1_genomic	6.677929
GCF_008831035.1_genomic	1.7135946
GCA_018223385.1_genomic	0.47458968
GCF_018918345.1_genomic	0.2380401
GCF_900128485.1_genomic	0.33310416
GCF_002160815.1_genomic	0.16387846
GCA_900546495.1_genomic	0.24800289
GCA_000437595.1_genomic	0.87892944
GCF_000332875.2_genomic	4.880636
GCA_900543625.1_genomic	4.0381403
GCA_900556625.1_genomic	0.4375742
GCA_900539115.1_genomic	0.6734352
GCF_900291975.1_genomic	0.31344688
GCA_900553295.1_genomic	0.15787303
GCA_000435835.1_genomic	0.043898143
GCA_900761925.1_genomic	0.10696982
GCF_000156655.1_genomic	1.5998683
GCA_020555865.1_genomic	0.1852479
GCF_010120595.1_genomic	0.10472866
GCF_000297775.1_genomic	0.27054018
GCF_009557455.1_genomic	0.5429579
