Genome	SRR1804314_1.fastq.gz Mean
GCF_000225705.1_genomic	0.28628552
GCA_900755095.1_genomic	37.153446
GCF_003478035.1_genomic	0.15260503
GCA_900550135.1_genomic	0.20057459
GCF_000157995.1_genomic	0.14723425
GCF_000012845.1_genomic	13.041433
GCF_003478505.1_genomic	0.18861608
GCF_005121165.3_genomic	2.396576
GCF_001404655.1_genomic	0.23140566
GCF_900167555.1_genomic	0.30167463
GCA_025144665.1_genomic	1.6003242
GCF_015557635.1_genomic	0.41728348
GCA_003480725.1_genomic	0.3224146
GCA_000020605.1_genomic	2.2423425
GCF_000265365.1_genomic	3.910742
GCF_003287405.1_genomic	0.93570495
GCF_018408705.1_genomic	0.33286718
GCA_004000625.1_genomic	0.35711235
GCF_018784445.1_genomic	0.60274583
GCA_025145285.1_genomic	26.136726
GCA_003112755.1_genomic	0.20605773
GCF_003435375.1_genomic	0.34476638
GCF_001025215.1_genomic	0.07738626
GCA_900549405.1_genomic	0.32273406
GCA_003573975.1_genomic	0.36214662
GCA_904395885.1_genomic	0.1432149
GCA_025148125.1_genomic	1.0178887
GCF_023347535.1_genomic	0.9773599
GCA_014385265.1_genomic	0.16838066
GCF_000010425.1_genomic	0.07367809
GCF_900537995.1_genomic	0.25915083
GCF_018408575.1_genomic	1.335524
GCA_025150085.1_genomic	0.15635556
GCA_000432375.1_genomic	0.76190954
GCA_003514385.1_genomic	2.393139
GCF_000469345.1_genomic	0.2129008
GCF_000239295.1_genomic	0.73079747
GCA_902362775.1_genomic	0.35866374
GCF_000205025.1_genomic	1.8100737
GCA_000154345.1_genomic	0.19188023
GCA_934615635.1_genomic	0.04860769
GCF_003697165.2_genomic	0.19014809
GCA_915066865.1_genomic	0.08419693
GCA_019423795.1_genomic	0.117203906
GCF_003481705.1_genomic	0.21087629
GCF_016901815.1_genomic	0.23763861
GCF_902381825.1_genomic	0.27053297
GCA_001312505.1_genomic	0.75344324
GCF_000196555.1_genomic	0.11630959
GCF_001487165.1_genomic	0.4646597
GCA_025146135.1_genomic	0.26816043
GCF_000313565.1_genomic	0.03808207
GCF_003024685.1_genomic	0.24247855
GCA_944387035.1_genomic	0.17376085
GCF_000225345.1_genomic	0.42501494
GCA_900112995.1_genomic	0.7149633
GCA_025149785.1_genomic	0.3619699
GCA_021029595.1_genomic	0.63533884
GCA_902373545.1_genomic	0.047186304
GCF_020687205.1_genomic	0.544322
GCA_900546685.1_genomic	0.7447298
GCF_000765235.1_genomic	4.3077435
GCA_025149465.1_genomic	0.11109709
GCF_023347255.1_genomic	3.1478338
GCA_025150245.1_genomic	0.272447
GCF_024168045.1_genomic	0.17471884
GCF_001406815.1_genomic	2.1001124
GCA_900542445.1_genomic	0.39413184
GCF_001314995.1_genomic	71.39837
GCA_019411365.1_genomic	0.3341021
GCF_000173975.1_genomic	0.1085867
GCF_002849695.1_genomic	2.3104012
GCA_900542375.1_genomic	0.116612844
GCF_000011065.1_genomic	33.91029
GCA_900541315.1_genomic	0.082261935
GCF_000701705.1_genomic	0.49321762
GCA_001304995.1_genomic	0.21869013
GCA_025147485.1_genomic	21.576431
GCF_016902445.1_genomic	0.19829163
GCA_025151215.1_genomic	21.206614
GCF_000154285.1_genomic	0.1453919
GCA_000980495.1_genomic	13.164954
GCF_023347275.1_genomic	0.7392314
GCF_000374365.1_genomic	14.28229
GCA_900542115.1_genomic	1.2993791
GCA_018380115.1_genomic	0.19280662
GCF_003024715.1_genomic	0.78549147
GCF_006542665.1_genomic	1.7835748
GCA_900539695.1_genomic	0.13472411
GCF_000153925.1_genomic	0.24014458
GCF_003473545.1_genomic	0.8384517
GCA_900548595.1_genomic	0.17977399
GCA_019421975.1_genomic	0.11149454
GCA_003460745.1_genomic	0.25651872
GCF_000949455.1_genomic	1.0738957
GCF_013009555.1_genomic	107.284386
GCA_003584705.1_genomic	1.2431053
GCF_009767585.1_genomic	0.4442015
GCF_000174195.1_genomic	1.0667285
GCF_003269275.1_genomic	4.5469346
GCF_010509575.1_genomic	3.811121
GCF_020687245.1_genomic	1.1964111
GCA_019118705.1_genomic	0.048521467
GCF_900104615.1_genomic	0.09357507
GCF_020564355.1_genomic	0.39682668
GCF_003460505.1_genomic	0.27672893
