Genome	ERR719726_1.fastq.gz Mean
GCA_900755095.1_genomic	4.2982097
GCF_902364025.1_genomic	0.1330266
GCF_003122485.1_genomic	0.060128484
GCF_002549775.1_genomic	0.14188993
GCF_005121165.3_genomic	2.234502
GCA_905215275.1_genomic	0.39137673
GCF_015557635.1_genomic	0.14583175
GCF_000160055.1_genomic	4.340484
GCA_025150745.1_genomic	0.09118437
GCF_019967995.1_genomic	0.5612577
GCA_001917125.1_genomic	0.8260293
GCF_003435375.1_genomic	0.23696472
GCA_900547195.1_genomic	0.028809011
GCF_000466485.1_genomic	0.51885223
GCF_000332875.2_genomic	0.13834971
GCF_010120595.1_genomic	0.33969596
GCA_025148125.1_genomic	0.10297662
GCF_000239295.1_genomic	1.2941651
GCA_902362775.1_genomic	1.7232747
GCA_900546265.1_genomic	0.057530656
GCF_000205025.1_genomic	1.5538384
GCA_000154345.1_genomic	0.5225868
GCA_000436535.1_genomic	0.13241845
GCF_003697165.2_genomic	0.5817412
GCF_004154955.1_genomic	1.9074656
GCA_900764695.1_genomic	0.08255745
GCA_025146135.1_genomic	0.62112075
GCF_003024685.1_genomic	0.06118816
GCF_008121495.1_genomic	0.04609191
GCA_944387035.1_genomic	0.659089
GCA_025149785.1_genomic	0.0787378
GCA_025146565.1_genomic	65.26651
GCF_002234575.2_genomic	0.103262365
GCA_900539945.1_genomic	0.20281936
GCA_021029595.1_genomic	0.3479206
GCF_001406815.1_genomic	0.17476226
GCA_019410105.1_genomic	0.98254853
GCF_002159845.1_genomic	0.1387471
GCF_001314995.1_genomic	5.0839133
GCA_900542375.1_genomic	0.11817952
GCF_000011065.1_genomic	3.3925073
GCA_900541315.1_genomic	0.09240252
GCF_000701705.1_genomic	0.6380677
GCA_025147485.1_genomic	16.967712
GCA_025151215.1_genomic	5.7358146
GCF_003024715.1_genomic	0.2904321
GCF_000153925.1_genomic	0.127688
GCF_003473545.1_genomic	0.119561255
GCF_003434055.1_genomic	0.0674301
GCA_003460745.1_genomic	0.10941294
GCF_000949455.1_genomic	0.2353445
GCF_000174195.1_genomic	0.49952108
GCF_003461245.1_genomic	0.10972914
GCF_020687245.1_genomic	0.43026552
GCF_020564355.1_genomic	0.41980907
GCA_018715345.1_genomic	0.036901303
GCF_000012825.1_genomic	17.034153
