Genome	SRR19064329_1.fastq.gz Mean
GCA_905215125.1_genomic	0.20685805
GCF_003425665.1_genomic	2.55927
GCF_003478035.1_genomic	1.5950037
GCF_902364025.1_genomic	0.18274048
GCA_023403375.1_genomic	0.50768226
GCA_934129895.1_genomic	0.28026217
GCF_000012845.1_genomic	11.141312
GCF_000420465.1_genomic	1.9579993
GCA_002320595.1_genomic	3.489188
GCA_902363805.1_genomic	0.52835214
GCA_018712915.1_genomic	0.046239734
GCF_005121165.3_genomic	4.152817
GCF_003477605.1_genomic	5.273935
GCF_006739205.1_genomic	0.06826159
GCA_944386565.1_genomic	0.21112177
GCF_002834235.1_genomic	9.299698
GCA_003150485.1_genomic	1.3852484
GCF_900167555.1_genomic	21.360933
GCA_905201705.1_genomic	0.3233698
GCA_900757655.1_genomic	3.3976452
GCF_900209925.1_genomic	3.358067
GCA_944375725.1_genomic	0.07615396
GCF_015557635.1_genomic	12.740729
GCA_900548545.1_genomic	1.047879
GCA_900543485.1_genomic	0.24517046
GCA_003480725.1_genomic	1.7832197
GCF_014384785.1_genomic	0.18824176
GCA_000433035.1_genomic	2.1780005
GCA_000020605.1_genomic	18.760023
GCA_900553545.1_genomic	0.39990693
GCF_000265365.1_genomic	4.188848
GCF_000723465.1_genomic	48.50255
GCF_003287405.1_genomic	4.0516796
GCF_000024265.1_genomic	0.73175925
GCF_018408705.1_genomic	1.4472339
GCF_000429225.1_genomic	0.16500609
GCA_904419295.1_genomic	0.39036635
GCA_004000625.1_genomic	7.218784
GCA_905209085.1_genomic	0.1822722
GCF_000020225.1_genomic	24.298857
GCA_900541585.1_genomic	5.136314
GCA_025145285.1_genomic	8.076085
GCA_003112755.1_genomic	3.2029018
GCF_003435375.1_genomic	1.8481834
GCF_000172175.1_genomic	8.733386
GCF_016648925.1_genomic	1.6309084
GCA_900761125.1_genomic	0.796955
GCF_009883055.1_genomic	1.3933175
GCA_900540805.1_genomic	2.943249
GCF_018918345.1_genomic	3.2319767
GCF_001025215.1_genomic	2.39579
GCF_002959915.1_genomic	0.882663
GCA_934446365.1_genomic	0.6373861
GCA_025148965.1_genomic	0.4729959
GCF_000466485.1_genomic	0.04115969
GCF_000332875.2_genomic	14.542341
GCA_019420305.1_genomic	0.07980526
GCA_904395885.1_genomic	0.46764094
GCA_000435835.1_genomic	0.28445265
GCA_900761925.1_genomic	0.062474187
GCA_018223415.1_genomic	0.26913834
GCA_927911595.1_genomic	0.6840896
GCA_020555865.1_genomic	0.6636578
GCF_010120595.1_genomic	1.0306481
GCF_000297775.1_genomic	5.4332504
GCF_000016825.1_genomic	0.08630195
GCF_900120195.1_genomic	2.4992754
GCA_900543035.1_genomic	0.12575538
GCA_025148125.1_genomic	15.270744
GCF_011405655.1_genomic	0.29846397
GCF_000158035.1_genomic	7.044458
GCF_001061665.1_genomic	0.42331958
GCF_014131695.1_genomic	0.07189293
GCF_023347535.1_genomic	15.531034
GCA_904399395.1_genomic	0.47726345
GCA_900556785.1_genomic	0.6978735
GCF_003461955.1_genomic	2.2203054
GCA_004553545.1_genomic	0.72087336
GCA_014385265.1_genomic	0.4590761
GCA_900756575.1_genomic	0.83686364
GCA_025150085.1_genomic	7.1100154
GCA_000432375.1_genomic	1.4321735
GCA_900557475.1_genomic	1.8214524
GCF_000577815.1_genomic	0.3105787
GCA_900552475.1_genomic	0.63485
GCF_003478335.1_genomic	3.9797204
GCF_000469345.1_genomic	1.6845422
GCF_014287275.1_genomic	0.21071467
GCF_000239295.1_genomic	0.5789561
GCA_902362775.1_genomic	1.4852823
GCF_001244995.1_genomic	1.2478294
GCA_000154345.1_genomic	1.3674124
GCA_000436335.1_genomic	0.081164345
GCA_900543415.1_genomic	0.3975691
GCA_934615635.1_genomic	0.1631085
GCF_900078395.1_genomic	0.15068744
GCA_000432135.1_genomic	16.38725
GCA_900547035.1_genomic	0.31218514
GCA_934394565.1_genomic	0.3102002
GCA_019425105.1_genomic	0.5823991
GCF_019734885.1_genomic	2.3682554
GCA_900760275.1_genomic	1.7912905
GCA_902363665.1_genomic	2.374281
GCF_003697165.2_genomic	1.1423669
GCA_915066865.1_genomic	0.57799596
GCF_900120155.1_genomic	0.26232702
GCA_905207905.1_genomic	0.34607276
GCA_902363675.1_genomic	2.0697665
GCA_025147325.1_genomic	13.445129
GCA_018228645.1_genomic	0.879328
GCA_000435675.1_genomic	7.205343
GCA_025147765.1_genomic	9.021536
GCA_003149735.1_genomic	0.3433023
GCF_004154955.1_genomic	0.7483606
GCA_000155435.1_genomic	0.59600633
GCA_900555195.1_genomic	0.1590217
GCF_000828055.2_genomic	0.053132076
GCF_024499055.1_genomic	0.13679658
GCA_002305315.1_genomic	0.4773735
GCA_900752115.1_genomic	0.90187883
GCA_018715285.1_genomic	0.09783487
GCA_900543295.1_genomic	0.282648
GCA_902362965.1_genomic	7.5491524
GCA_900548125.1_genomic	1.1464531
GCA_003490145.1_genomic	2.6270175
GCF_003287495.1_genomic	11.8230095
GCF_000233455.1_genomic	0.3690479
GCA_934845495.1_genomic	0.4910031
GCA_004558525.1_genomic	0.16208625
GCF_001042595.1_genomic	0.36438438
GCA_934875375.1_genomic	0.5928785
GCA_001312505.1_genomic	2.6231468
GCA_004558145.1_genomic	0.17752348
GCF_014384985.1_genomic	0.97036266
GCF_000016525.1_genomic	0.042939864
GCF_000196555.1_genomic	2.4008505
GCF_001487165.1_genomic	1.4642973
GCA_001436895.1_genomic	0.43064198
GCA_944387035.1_genomic	1.2423947
GCF_003252725.1_genomic	0.7676832
GCF_003460605.1_genomic	1.3301045
GCF_013393365.1_genomic	1.1045151
GCF_000225345.1_genomic	6.117606
GCA_900553675.1_genomic	0.23417954
GCF_004134775.1_genomic	0.08541996
GCA_025149785.1_genomic	1.7644522
GCA_003525905.1_genomic	4.874242
GCA_019424865.1_genomic	0.22223784
GCA_000438355.1_genomic	0.86258715
GCA_000436835.1_genomic	4.396993
GCA_025146565.1_genomic	5.573411
GCA_019119575.1_genomic	0.26897463
GCF_900312975.1_genomic	0.720041
GCA_944388565.1_genomic	2.037558
GCF_002234575.2_genomic	0.41559476
GCA_900539945.1_genomic	8.811432
GCA_000436475.1_genomic	0.22096817
GCA_021029595.1_genomic	6.7221036
GCA_900548465.1_genomic	0.6931466
GCA_904419775.1_genomic	0.12815876
GCA_904395335.1_genomic	0.21601157
GCA_000434635.1_genomic	3.601613
GCA_900546685.1_genomic	0.6104066
GCF_000765235.1_genomic	7.10328
GCF_009494135.1_genomic	124.240234
GCA_000435055.1_genomic	0.16652177
GCA_900556205.1_genomic	4.487137
GCF_900106845.1_genomic	0.45180684
GCF_000785515.1_genomic	5.189117
GCF_023347255.1_genomic	8.660344
GCA_025150245.1_genomic	1.49847
GCA_001916715.1_genomic	3.4651895
GCF_014337215.1_genomic	0.20351891
GCA_020687485.1_genomic	1.9958383
GCF_900099625.1_genomic	0.18287253
GCF_900240245.1_genomic	0.23262379
GCA_900557165.1_genomic	0.6977198
GCF_001406815.1_genomic	6.981729
GCA_019422005.1_genomic	0.45812133
GCA_900545515.1_genomic	6.0194573
GCA_000435175.1_genomic	2.4634407
GCA_900542445.1_genomic	0.99969226
GCF_002160865.1_genomic	0.23987101
GCF_002159845.1_genomic	0.97264737
GCA_900545925.1_genomic	3.0255017
GCF_900104675.1_genomic	1.2292752
GCA_902363045.1_genomic	1.7364235
GCF_013300825.1_genomic	6.8950577
GCF_001314995.1_genomic	12.808252
GCA_019411365.1_genomic	0.2486377
GCA_003481005.1_genomic	1.6453701
GCA_900539345.1_genomic	0.36414912
GCA_025149125.1_genomic	0.39655578
GCF_000173975.1_genomic	2.114278
GCF_000188295.1_genomic	1.3973014
GCA_944386485.1_genomic	0.14730588
GCA_900761895.1_genomic	0.16229524
GCA_900542375.1_genomic	0.46181104
GCF_003479605.1_genomic	1.0836954
GCF_000011065.1_genomic	5.967418
GCA_900556545.1_genomic	0.5774012
GCA_900541315.1_genomic	0.7294233
GCF_000701705.1_genomic	1.500005
GCA_900546615.1_genomic	0.7546212
GCA_025147485.1_genomic	19.224537
GCA_003478355.1_genomic	3.0467775
GCA_934351765.1_genomic	0.1363106
GCF_020554845.1_genomic	1.9579605
GCF_009680455.1_genomic	6.6148424
GCA_944377425.1_genomic	0.17590193
