Genome	SRR19064326_1.fastq.gz Mean
GCF_000425045.1_genomic	0.10840918
GCA_900755095.1_genomic	9.634918
GCF_001457615.1_genomic	0.08955712
GCF_022819345.1_genomic	0.18734589
GCF_001881565.1_genomic	4.8707986
GCF_003425665.1_genomic	5.523692
GCA_900540145.1_genomic	1.3776073
GCF_902364025.1_genomic	6.267075
GCF_000157995.1_genomic	0.61358774
GCA_902363555.1_genomic	2.5341403
GCF_000012845.1_genomic	18.08087
GCF_000420465.1_genomic	4.201944
GCA_000435195.1_genomic	3.0744386
GCF_024622975.1_genomic	32.206993
GCF_009695545.1_genomic	0.66166496
GCF_009696275.1_genomic	4.339425
GCA_944380605.1_genomic	0.38427022
GCF_005121165.3_genomic	9.21629
GCA_900541345.1_genomic	1.1399713
GCA_002404795.1_genomic	2.7206354
GCA_003150485.1_genomic	2.6468256
GCF_900167555.1_genomic	22.86809
GCA_017161075.1_genomic	0.5790823
GCF_900209925.1_genomic	8.686777
GCF_015560805.1_genomic	0.8149649
GCA_900555045.1_genomic	0.39737973
GCA_025144665.1_genomic	3.4808884
GCA_944385965.1_genomic	0.11873604
GCF_015557635.1_genomic	5.487188
GCF_024460475.1_genomic	19.460537
GCA_900543485.1_genomic	0.85834867
GCA_000020605.1_genomic	1.3555048
GCF_900106755.1_genomic	28.641249
GCF_000265365.1_genomic	39.618008
GCF_000723465.1_genomic	0.42823362
GCF_003287405.1_genomic	11.391894
GCF_001956585.1_genomic	0.2126632
GCF_000024265.1_genomic	0.8572205
GCA_900761075.1_genomic	0.30644804
GCF_018408705.1_genomic	1.4298621
GCA_004000625.1_genomic	17.489902
GCF_018784445.1_genomic	10.323458
GCA_905215055.1_genomic	1.0226629
GCF_000020225.1_genomic	0.106981285
GCA_003112755.1_genomic	9.056333
GCA_900761125.1_genomic	0.26475373
GCF_001487105.1_genomic	1.2624036
GCF_020215665.1_genomic	0.86481017
GCA_003573975.1_genomic	4.0828004
GCF_000466485.1_genomic	0.41141084
GCF_000332875.2_genomic	1.8865185
GCA_900543625.1_genomic	12.319124
GCF_900291975.1_genomic	1.061663
GCA_904395885.1_genomic	0.14421956
GCA_900761925.1_genomic	0.23320784
GCA_020555865.1_genomic	0.9057753
GCF_010120595.1_genomic	1.9684765
GCA_018712945.1_genomic	0.34096777
GCA_018713435.1_genomic	0.4511461
GCA_900543035.1_genomic	0.17573625
GCA_004340125.1_genomic	0.4842672
GCA_025148125.1_genomic	42.64218
GCF_011405655.1_genomic	1.7156359
GCA_902363515.1_genomic	17.542162
GCF_000158035.1_genomic	21.604647
GCF_014131695.1_genomic	0.346889
GCA_944384895.1_genomic	1.7272918
GCF_900199375.1_genomic	0.62585324
GCA_904399395.1_genomic	1.1855981
GCA_019114465.1_genomic	0.25464147
GCA_014385265.1_genomic	8.654809
GCA_900756575.1_genomic	0.74806166
GCF_000010425.1_genomic	3.2633464
GCF_018408575.1_genomic	2.351474
GCF_011927845.1_genomic	5.1357036
GCF_000469345.1_genomic	3.5286171
GCF_000239295.1_genomic	8.150832
GCA_902362775.1_genomic	3.315568
GCA_900546265.1_genomic	0.83332753
GCA_905198295.1_genomic	6.2023616
GCF_001244995.1_genomic	1.1990436
GCF_000205025.1_genomic	6.6238804
GCA_018366495.1_genomic	3.1183672
GCA_000154345.1_genomic	1.4720058
GCF_000220835.1_genomic	0.109872304
GCA_900543415.1_genomic	9.881401
GCA_904420535.1_genomic	2.971685
GCA_934615635.1_genomic	0.23885699
GCA_900761765.1_genomic	0.35946143
GCA_944383185.1_genomic	0.21981558
GCF_900078395.1_genomic	0.21302466
GCA_904420435.1_genomic	0.1988671
GCA_900754755.1_genomic	0.106542565
GCA_900549475.1_genomic	0.5234596
GCF_022867805.1_genomic	0.28776625
GCA_900760275.1_genomic	0.32251057
GCA_900543555.1_genomic	0.47521344
GCF_003477885.1_genomic	0.5669442
GCF_003697165.2_genomic	0.6530406
GCF_020297485.1_genomic	0.7518116
GCA_900544965.1_genomic	3.7420573
GCF_900199635.1_genomic	6.223607
GCF_000243215.1_genomic	16.01357
GCA_025147325.1_genomic	617.0121
GCA_000435675.1_genomic	0.08610315
GCA_025147765.1_genomic	5.071786
GCA_019113175.1_genomic	0.32560673
GCF_004154955.1_genomic	1.5394301
GCA_000155435.1_genomic	0.46114922
GCA_018711885.1_genomic	0.11843404
GCF_011078175.1_genomic	0.8456269
GCF_000278725.1_genomic	0.14100274
GCA_900554165.1_genomic	0.7618664
GCA_017889125.1_genomic	0.19198714
GCA_019113065.1_genomic	0.76377743
GCA_001304875.1_genomic	1.8982731
GCF_024623185.1_genomic	0.10699995
GCA_019424645.1_genomic	0.30054823
GCF_016901815.1_genomic	1.5096952
GCA_944385645.1_genomic	0.37358996
GCF_001280875.1_genomic	0.24889874
GCF_000233455.1_genomic	0.5306193
GCF_900240215.1_genomic	0.09626357
GCF_005844325.1_genomic	9.923736
GCA_934875375.1_genomic	0.77063775
GCA_001312505.1_genomic	6.203701
GCA_004558145.1_genomic	0.6907094
GCA_904397865.1_genomic	0.10962121
GCF_000016525.1_genomic	3.5191493
GCF_000196555.1_genomic	0.14814211
GCF_001487165.1_genomic	5.1060467
GCA_944382045.1_genomic	0.13556159
GCA_900542045.1_genomic	0.39240742
GCA_025146135.1_genomic	2.8673272
GCA_900762715.1_genomic	1.587689
GCF_008121495.1_genomic	3.3640049
GCA_944387035.1_genomic	1.0799156
GCF_000225345.1_genomic	7.2756805
GCF_002834225.1_genomic	0.6289802
GCF_004134775.1_genomic	0.5141078
GCA_025149785.1_genomic	3.7460108
GCA_019424865.1_genomic	0.798428
GCA_019117005.1_genomic	2.9474092
GCF_900142645.1_genomic	0.3107911
GCF_002234575.2_genomic	3.6011455
GCA_904420575.1_genomic	0.43369257
GCA_018716805.1_genomic	0.69049984
GCA_021029595.1_genomic	12.991446
GCA_900761905.1_genomic	0.21658674
GCA_904419775.1_genomic	0.23783015
GCA_904395335.1_genomic	0.39807662
GCF_018847375.1_genomic	1.2999263
GCF_000478885.1_genomic	1.4924185
GCA_944393575.1_genomic	0.14594063
GCA_900546685.1_genomic	0.2162199
GCA_021307345.1_genomic	0.41372508
GCF_009494135.1_genomic	0.1302392
GCF_000187505.1_genomic	0.25557637
GCA_944333375.1_genomic	1.0010738
GCF_000785515.1_genomic	0.48497856
GCA_025150245.1_genomic	4.8662853
GCA_018714445.1_genomic	0.48638448
GCF_000466265.1_genomic	0.22222222
GCF_014337215.1_genomic	0.54973674
GCF_900099625.1_genomic	2.2299433
GCF_900240245.1_genomic	0.6357263
GCA_003150405.1_genomic	1.9257193
GCF_001406815.1_genomic	1.9912018
GCF_003574295.1_genomic	1.5426399
GCF_000701665.1_genomic	2.0130785
GCA_900754795.1_genomic	3.03314
GCA_900761935.1_genomic	0.12729041
GCA_900545515.1_genomic	2.8972955
GCA_018712885.1_genomic	0.7439743
GCA_019410105.1_genomic	4.8455606
GCA_019418625.1_genomic	5.5505433
GCA_904420025.1_genomic	0.074632294
GCF_900104675.1_genomic	2.2391577
GCA_902363045.1_genomic	10.269241
GCA_900539755.1_genomic	0.3383932
GCA_904420075.1_genomic	0.22125582
GCF_001314995.1_genomic	19.037962
GCA_904420085.1_genomic	0.44741398
GCA_001305115.1_genomic	1.3647056
GCF_001517625.2_genomic	8.651208
GCA_003481005.1_genomic	3.7263434
GCA_025149125.1_genomic	1.6326817
GCF_000173975.1_genomic	3.4429579
GCA_900542375.1_genomic	0.61045384
GCF_003479605.1_genomic	3.080505
GCF_000011065.1_genomic	9.797808
GCA_900541315.1_genomic	5.4356728
GCF_000969835.1_genomic	0.7632455
GCF_000701705.1_genomic	5.4344516
GCA_944368795.1_genomic	0.6255419
GCA_025147485.1_genomic	32.081852
GCF_020554845.1_genomic	11.975258
GCF_016902445.1_genomic	3.4506075
GCA_944377425.1_genomic	0.119050205
GCA_025151215.1_genomic	31.560858
GCA_944386585.1_genomic	0.49488539
GCA_944385765.1_genomic	0.35961932
GCA_025150425.1_genomic	9.718001
GCA_018714825.1_genomic	0.1173901
GCA_003507655.1_genomic	0.7220012
GCA_900546885.1_genomic	0.15516366
GCA_019415425.1_genomic	0.17518078
GCA_025151995.1_genomic	0.41186568
GCA_019118365.1_genomic	0.14736563
GCA_000432435.1_genomic	0.108583145
GCA_019421925.1_genomic	0.40736985
GCA_900549885.1_genomic	2.7318575
GCA_025145845.1_genomic	18.656034
GCF_000742135.1_genomic	107.88659
GCF_002874775.1_genomic	1.6769248
GCA_934647945.1_genomic	4.271346
GCA_904393115.1_genomic	5.026602
GCA_900544375.1_genomic	9.322663
GCF_900048895.1_genomic	3.2139013
GCA_900757485.1_genomic	0.26648584
GCA_904420265.1_genomic	0.7881266
GCA_018380115.1_genomic	0.72028327
GCF_014306095.1_genomic	0.29217452
GCA_905206455.1_genomic	0.3768213
GCF_001025135.1_genomic	0.07820338
GCA_000436695.1_genomic	0.20429406
GCA_934869045.1_genomic	0.4819433
GCF_003477705.1_genomic	1.3161672
GCA_003150225.1_genomic	0.32401794
GCA_902362865.1_genomic	3.287385
GCF_006542665.1_genomic	4.265614
GCA_900542565.1_genomic	0.4899891
GCF_900142265.1_genomic	4.270037
GCA_944387775.1_genomic	1.6475877
GCA_900552095.1_genomic	0.7196505
GCF_000210075.1_genomic	8.371686
GCF_000153925.1_genomic	23.91365
GCA_900548595.1_genomic	0.41728404
GCA_900538475.1_genomic	9.1261215
GCF_000157975.1_genomic	1.6131511
GCF_002160985.1_genomic	0.63169014
GCA_018716505.1_genomic	0.11777032
GCA_930989535.1_genomic	0.217569
GCA_900754775.1_genomic	0.9699523
GCF_009738225.1_genomic	0.564431
GCA_905209135.1_genomic	1.1586199
GCF_000154465.1_genomic	22.589628
GCA_900543755.1_genomic	0.16915879
GCF_003434055.1_genomic	1.3509537
GCA_003460745.1_genomic	0.74974936
GCF_012317185.1_genomic	2.3122146
GCF_000949455.1_genomic	4.2928333
GCF_013009555.1_genomic	52.116108
GCF_009696065.1_genomic	7.896024
GCA_900544295.1_genomic	5.756658
GCA_900541505.1_genomic	0.6750868
GCF_014467075.1_genomic	0.13459593
GCF_003269275.1_genomic	18.433344
GCA_944387205.1_genomic	0.29001036
GCA_000434775.1_genomic	0.993714
GCA_019119395.1_genomic	0.59952676
GCA_900545405.1_genomic	1.3543541
GCA_000435715.1_genomic	0.49642405
GCA_018712785.1_genomic	0.120413005
GCF_001434535.1_genomic	0.13569912
GCF_002222615.2_genomic	12.774351
GCA_900540045.1_genomic	2.230972
GCF_900104615.1_genomic	0.6410476
GCA_900155415.1_genomic	0.7004171
GCA_934717555.1_genomic	0.23331676
GCF_004167605.1_genomic	0.05467808
GCA_904420065.1_genomic	0.20455088
GCF_020564355.1_genomic	2.1451383
GCA_900540275.1_genomic	193.29013
GCA_934615645.1_genomic	0.5111709
GCA_000435395.1_genomic	4.704989
GCA_025149285.1_genomic	0.64995277
GCF_000012825.1_genomic	111.571594
