Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	True_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
biofilm_reads/SRR24442559_1.fastq.gz	imgvr_reps.fna	26.2677	0.1069	96.40	958.212	NA-NA	HIGH	NA-NA	681	521.471	17/53	96.40	IMGVR_UViG_3300047562_000850|3300047562|Ga0485290_0000928
biofilm_reads/SRR24442559_1.fastq.gz	imgvr_reps.fna	13.2303	0.0675	96.56	482.624	NA-NA	HIGH	NA-NA	343	431.593	27/80	96.56	IMGVR_UViG_3300040808_000611|3300040808|Ga0436642_000675
biofilm_reads/SRR24442559_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/000/429/405/GCF_000429405.1_genomic.fna.gz	6.2101	8.1196	98.40	226.538	NA-NA	HIGH	NA-NA	161	145.339	11693/19298	98.40	NZ_AUBU01000001.1 Algoriphagus marincola DSM 16067 G457DRAFT_scaffold00001.1_C, whole genome shotgun sequence
biofilm_reads/SRR24442559_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/023/263/995/GCA_023263995.1_genomic.fna.gz	6.1716	7.0181	97.03	225.131	NA-NA	HIGH	NA-NA	160	155.420	6569/16735	97.03	JALQTQ010000100.1 MAG: Akkermansiaceae bacterium isolate DAH.28 NODE_100_length_11657_cov_5.190155, whole genome shotgun sequence
biofilm_reads/SRR24442559_1.fastq.gz	imgvr_reps.fna	5.4001	0.0361	96.75	196.989	NA-NA	HIGH	NA-NA	140	103.714	42/117	96.75	IMGVR_UViG_3300037566_000145|3300037566|Ga0394805_000142|239-22920
biofilm_reads/SRR24442559_1.fastq.gz	imgvr_reps.fna	4.3201	0.0152	100.00	157.591	NA-NA	HIGH	NA-NA	112	115.769	52/52	100.00	IMGVR_UViG_3300037785_000075|3300037785|Ga0394794_001051
biofilm_reads/SRR24442559_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/003/667/315/GCF_003667315.2_genomic.fna.gz	3.7801	5.6241	98.49	137.893	NA-NA	HIGH	NA-NA	98	89.207	13778/22084	98.49	NZ_RCTZ02000010.1 Tropicibacter sp. LMIT003 NODE_10_length_165829_cov_73.419868, whole genome shotgun sequence
biofilm_reads/SRR24442559_1.fastq.gz	imgvr_reps.fna	3.3944	0.0513	98.61	123.822	NA-NA	HIGH	NA-NA	88	132.917	132/204	98.61	IMGVR_UViG_3300037854_000039|3300037854|Ga0394812_00268
biofilm_reads/SRR24442559_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/000/759/025/GCF_000759025.1_genomic.fna.gz	2.4686	5.7310	99.83	90.052	NA-NA	HIGH	NA-NA	64	82.733	30225/31904	99.83	NZ_JPOS01000001.1 Phaeodactylibacter xiamenensis strain KD52 Scaffold1_1, whole genome shotgun sequence
biofilm_reads/SRR24442559_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/002/457/365/GCA_002457365.1_genomic.fna.gz	1.9286	0.7842	98.47	70.353	NA-NA	HIGH	NA-NA	50	49.838	3694/5962	98.47	NTKP01000001.1 MAG: Rhodothermaeota bacterium MED-G12 Rhodothermaeota-MED-G12-C1, whole genome shotgun sequence
biofilm_reads/SRR24442559_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/022/810/765/GCF_022810765.1_genomic.fna.gz	1.8129	1.8715	98.16	66.132	NA-NA	HIGH	NA-NA	47	40.525	8292/14759	98.16	NZ_CP094494.1 Winogradskyella sp. MH6 chromosome, complete genome
biofilm_reads/SRR24442559_1.fastq.gz	imgvr_reps.fna	1.3500	0.0241	97.72	49.247	NA-NA	HIGH	NA-NA	35	38.814	129/264	97.72	IMGVR_UViG_3300037589_000026|3300037589|Ga0394801_000531
biofilm_reads/SRR24442559_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/024/742/755/GCA_024742755.1_genomic.fna.gz	1.3115	2.6893	98.61	47.840	NA-NA	HIGH	NA-NA	34	36.181	19161/29563	98.61	JANSXW010000172.1 MAG: bacterium isolate bin.35 k141_100783_length_12892_cov_71.0937, whole genome shotgun sequence
biofilm_reads/SRR24442559_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/900/115/865/GCF_900115865.1_genomic.fna.gz	1.2343	1.6119	97.61	45.026	NA-NA	HIGH	NA-NA	32	55.493	8979/19031	97.61	NZ_FOXY01000059.1 Donghicola eburneus strain DSM 29127, whole genome shotgun sequence
biofilm_reads/SRR24442559_1.fastq.gz	imgvr_reps.fna	1.1186	0.0058	96.64	40.805	NA-NA	HIGH	NA-NA	29	25.000	27/78	96.64	IMGVR_UViG_3300038701_001745|3300038701|Ga0401683_000510
biofilm_reads/SRR24442559_1.fastq.gz	imgvr_reps.fna	0.9257	0.0029	95.44	33.770	NA-NA	HIGH	NA-NA	24	17.667	12/51	95.44	IMGVR_UViG_3300040856_000918|3300040856|Ga0436647_0004642
biofilm_reads/SRR24442559_1.fastq.gz	imgvr_reps.fna	0.9257	0.0038	98.70	33.770	NA-NA	HIGH	NA-NA	24	20.455	44/66	98.70	IMGVR_UViG_3300037785_000008|3300037785|Ga0394794_000914
biofilm_reads/SRR24442559_1.fastq.gz	imgvr_reps.fna	0.8486	0.0050	97.03	30.955	NA-NA	HIGH	NA-NA	22	19.387	31/79	97.03	IMGVR_UViG_3300040806_000323|3300040806|Ga0436636_0001030
biofilm_reads/SRR24442559_1.fastq.gz	imgvr_reps.fna	0.7329	0.0052	96.36	26.734	NA-NA	HIGH	NA-NA	19	11.125	32/101	96.36	IMGVR_UViG_3300005613_000409|3300005613|Ga0074649_1001860
biofilm_reads/SRR24442559_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/007/993/045/GCF_007993045.1_genomic.fna.gz	0.7329	1.2998	99.32	26.734	NA-NA	HIGH	NA-NA	19	18.170	20346/25176	99.32	NZ_VOOR01000001.1 Phaeodactylibacter luteus strain KCTC 42180 1, whole genome shotgun sequence
biofilm_reads/SRR24442559_1.fastq.gz	imgvr_reps.fna	0.6557	0.0026	95.14	23.920	NA-NA	HIGH	NA-NA	17	15.385	13/61	95.14	IMGVR_UViG_3300034418_000351|3300034418|Ga0348337_002442
biofilm_reads/SRR24442559_1.fastq.gz	imgvr_reps.fna	0.5786	0.0027	99.55	21.106	NA-NA	HIGH	NA-NA	15	16.489	47/54	99.55	IMGVR_UViG_3300037783_000069|3300037783|Ga0394793_00334|1-15642
biofilm_reads/SRR24442559_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/009/910/365/GCF_009910365.1_genomic.fna.gz	0.5482	0.5006	96.88	19.997	NA-NA	HIGH	NA-NA	14	14.211	4941/13202	96.88	NZ_CP036423.1 Aequoribacter fuscus strain IMCC3088 chromosome, complete genome
biofilm_reads/SRR24442559_1.fastq.gz	imgvr_reps.fna	0.5014	0.0017	95.44	18.292	NA-NA	HIGH	NA-NA	14	13.000	12/51	95.44	IMGVR_UViG_3300041403_000812|3300041403|Ga0436640_0002903
biofilm_reads/SRR24442559_1.fastq.gz	imgvr_reps.fna	0.4457	0.0021	97.21	16.259	NA-NA	HIGH	NA-NA	11	11.556	27/65	97.21	IMGVR_UViG_3300027845_000136|3300027845|Ga0209271_10000352
biofilm_reads/SRR24442559_1.fastq.gz	imgvr_reps.fna	0.4372	0.0028	96.02	15.947	NA-NA	HIGH	NA-NA	12	11.333	27/95	96.02	IMGVR_UViG_3300025769_001007|3300025769|Ga0208767_1001121
biofilm_reads/SRR24442559_1.fastq.gz	imgvr_reps.fna	0.4192	0.0036	97.05	15.290	NA-NA	HIGH	NA-NA	10	10.867	45/114	97.05	IMGVR_UViG_3300038701_000270|3300038701|Ga0401683_000250
biofilm_reads/SRR24442559_1.fastq.gz	imgvr_reps.fna	0.3692	0.0033	96.54	13.468	NA-NA	HIGH	NA-NA	8	9.571	42/125	96.54	IMGVR_UViG_3300037785_000025|3300037785|Ga0394794_000473
biofilm_reads/SRR24442559_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/004/366/715/GCF_004366715.1_genomic.fna.gz	0.3422	0.3255	99.49	12.484	NA-NA	HIGH	NA-NA	9	8.872	11770/13809	99.49	NZ_SOQZ01000001.1 Meridianimaribacter flavus strain CGMCC 1.10957 Ga0079837_101, whole genome shotgun sequence
biofilm_reads/SRR24442559_1.fastq.gz	imgvr_reps.fna	0.3303	0.0020	99.70	12.049	NA-NA	HIGH	NA-NA	9	8.563	71/78	99.70	IMGVR_UViG_3300037785_000117|3300037785|Ga0394794_000350|21124-41454
biofilm_reads/SRR24442559_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/000/238/255/GCF_000238255.3_genomic.fna.gz	0.3279	0.4597	97.29	11.960	NA-NA	HIGH	NA-NA	9	8.500	8607/20193	97.29	NZ_CP011039.1 Pseudoalteromonas spongiae UST010723-006 chromosome I, complete sequence
biofilm_reads/SRR24442559_1.fastq.gz	imgvr_reps.fna	0.3115	0.0009	95.34	11.365	NA-NA	HIGH	NA-NA	6	8.077	13/57	95.34	IMGVR_UViG_3300044450_000155|3300044450|Ga0451481_004501
