Sample_file	Genome_file	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
D2/Bacillus_anthracis_GCA_000783155.LargeContigs.fna	D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.84	1.000	NA-NA	LOW	NA-NA	1	1.000	22718/23498	99.84	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
D2/Bacillus_anthracis_GCA_000783015.LargeContigs.fna	D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.90	1.000	NA-NA	LOW	NA-NA	1	1.000	22986/23498	99.90	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	100.00	1.000	NA-NA	LOW	NA-NA	1	1.000	23498/23498	100.00	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
D2/Bacillus_anthracis_GCA_000783095.LargeContigs.fna	D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.98	1.000	NA-NA	LOW	NA-NA	1	1.000	23410/23498	99.98	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
D2/Bacillus_anthracis_GCA_000782875.LargeContigs.fna	D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.98	1.000	NA-NA	LOW	NA-NA	1	1.000	23390/23498	99.98	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
D2/Bacillus_anthracis_CP008854.LargeContigs.fna	D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.73	1.000	NA-NA	LOW	NA-NA	1	1.000	22199/23498	99.73	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
D2/Bacillus_anthracis_GCA_000782885.LargeContigs.fna	D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.97	1.000	NA-NA	LOW	NA-NA	1	1.000	23357/23498	99.97	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
D2/Bacillus_anthracis_GCA_000783135.LargeContigs.fna	D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.98	1.000	NA-NA	LOW	NA-NA	1	1.000	23378/23498	99.98	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
D2/Bacillus_anthracis_GCA_000740925.LargeContigs.fna	D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.90	1.000	NA-NA	LOW	NA-NA	1	1.000	23010/23498	99.90	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
D2/Bacillus_anthracis_GCA_000783115.LargeContigs.fna	D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.97	1.000	NA-NA	LOW	NA-NA	1	1.000	23344/23498	99.97	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
D2/Bacillus_anthracis_GCA_000697535.LargeContigs.fna	D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.98	1.000	NA-NA	LOW	NA-NA	1	1.000	23420/23498	99.98	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
D2/Bacillus_anthracis_GCA_000793565.LargeContigs.fna	D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.98	1.000	NA-NA	LOW	NA-NA	1	1.000	23386/23498	99.98	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
D2/Bacillus_anthracis_GCA_000782995.LargeContigs.fna	D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.79	1.000	NA-NA	LOW	NA-NA	1	1.000	22465/23498	99.79	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
D2/Bacillus_anthracis_GCA_000782895.LargeContigs.fna	D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.98	1.000	NA-NA	LOW	NA-NA	1	1.000	23415/23498	99.98	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
