Sample_file	Genome_file	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
D2/Bacillus_anthracis_8903_G_NZ_CM002401.LargeContigs.fna	D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	100.00	1.000	NA-NA	LOW	NA-NA	1	1.000	23501/23531	100.00	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
D2/Bacillus_anthracis_GCA_000782895.LargeContigs.fna	D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	1.000	NA-NA	LOW	NA-NA	1	1.000	23438/23531	99.99	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
D2/Bacillus_anthracis_GCA_000783155.LargeContigs.fna	D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.88	1.000	NA-NA	LOW	NA-NA	1	1.000	22670/23531	99.88	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
D2/Bacillus_anthracis_GCA_000782955.LargeContigs.fna	D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.98	1.000	NA-NA	LOW	NA-NA	1	1.000	23402/23531	99.98	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
D2/Bacillus_anthracis_GCA_000783165.LargeContigs.fna	D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.98	1.000	NA-NA	LOW	NA-NA	1	1.000	23410/23531	99.98	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
D2/Bacillus_anthracis_GCA_000783035.LargeContigs.fna	D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.98	1.000	NA-NA	LOW	NA-NA	1	1.000	23401/23531	99.98	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
D2/Bacillus_anthracis_GCA_000697555.LargeContigs.fna	D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.96	1.000	NA-NA	LOW	NA-NA	1	1.000	23232/23531	99.96	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
D2/Bacillus_anthracis_GCA_000783135.LargeContigs.fna	D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.98	1.000	NA-NA	LOW	NA-NA	1	1.000	23361/23531	99.98	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
D2/Bacillus_anthracis_GCA_000793545.LargeContigs.fna	D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.98	1.000	NA-NA	LOW	NA-NA	1	1.000	23400/23531	99.98	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
D2/Bacillus_anthracis_GCA_000782905.LargeContigs.fna	D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.97	1.000	NA-NA	LOW	NA-NA	1	1.000	23296/23531	99.97	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
D2/Bacillus_anthracis_GCA_000793565.LargeContigs.fna	D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.98	1.000	NA-NA	LOW	NA-NA	1	1.000	23377/23531	99.98	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
