Genome	SRR5983313_1.fastq.gz Mean
GCF_016900655.1_genomic	0.8025148
GCF_902364025.1_genomic	4.52675
GCF_024622975.1_genomic	2.4748733
GCF_004295125.1_genomic	0.31988004
GCF_000160055.1_genomic	13.532341
GCA_000020605.1_genomic	5.737173
GCF_003287405.1_genomic	0.27195105
GCF_018408705.1_genomic	0.16219217
GCA_001917125.1_genomic	0.10595139
GCF_020215665.1_genomic	0.31742004
GCA_025148965.1_genomic	0.47523734
GCF_000332875.2_genomic	3.3660715
GCF_900291975.1_genomic	0.5257042
GCF_010120595.1_genomic	0.0964727
GCA_025148125.1_genomic	0.5850563
GCF_014131695.1_genomic	0.39698607
GCA_900543805.1_genomic	45.570095
GCA_025150085.1_genomic	1.938718
GCF_000239295.1_genomic	11.661116
GCF_020736365.1_genomic	21.623762
GCF_003697165.2_genomic	0.10316943
GCF_020297485.1_genomic	11.054981
GCF_000296465.1_genomic	8.7187
GCF_004346095.1_genomic	0.3240052
GCF_005844325.1_genomic	1.0590417
GCF_000196555.1_genomic	0.08010729
GCF_000225345.1_genomic	1.4609377
GCF_002234575.2_genomic	41.484547
GCA_902363205.1_genomic	0.2782413
GCF_900104635.1_genomic	0.7312325
GCF_001406815.1_genomic	2.0948012
GCF_000173975.1_genomic	0.9675258
GCA_900552675.1_genomic	0.08711432
GCF_000011065.1_genomic	32.737663
GCA_025147485.1_genomic	6.1546745
GCF_020554845.1_genomic	0.24866219
GCF_009680455.1_genomic	0.42544284
GCF_023347275.1_genomic	0.28695467
GCA_900546435.1_genomic	1.3092664
GCF_000210075.1_genomic	33.59766
GCA_900548595.1_genomic	5.5168047
GCF_000424325.1_genomic	23.038353
GCF_000154465.1_genomic	11.187829
GCA_001917135.1_genomic	0.24073786
GCF_003434055.1_genomic	2.3369186
GCA_003584705.1_genomic	0.91890246
GCF_000025985.1_genomic	45.033604
GCA_025149285.1_genomic	1.6247745
GCF_000012825.1_genomic	411.20438
