Genome	SRR8427684_1.fastq.gz Mean
GCF_900636965.1_genomic	0.53149164
GCF_019916025.1_genomic	0.075699225
GCF_000013285.1_genomic	0.41086426
GCA_023399035.1_genomic	0.08103396
GCF_900447045.1_genomic	0.6805354
GCF_000024265.1_genomic	0.63754815
GCF_000758755.1_genomic	0.1092651
GCF_002959915.1_genomic	2.3585203
GCA_025148965.1_genomic	1.2222301
GCF_000332875.2_genomic	67.85134
GCF_001750725.1_genomic	16.502764
GCF_019429565.1_genomic	0.5603365
GCF_014287815.1_genomic	0.03908949
GCF_010120595.1_genomic	1.2719672
GCA_025148125.1_genomic	21.483908
GCA_902363515.1_genomic	1.5547981
GCF_014131695.1_genomic	18.019156
GCF_000160855.1_genomic	3.3067844
GCF_900537995.1_genomic	0.69851005
GCF_000577815.1_genomic	0.06658061
GCF_003697165.2_genomic	0.10351107
GCF_020297485.1_genomic	0.16089095
GCF_900461085.1_genomic	0.2756964
GCA_900550175.1_genomic	2.469584
GCF_001544255.1_genomic	2.3024902
GCF_000828055.2_genomic	0.2517757
GCF_013282095.1_genomic	7.38661
GCF_001280875.1_genomic	21.751492
GCF_001435955.1_genomic	0.3946884
GCF_000165735.1_genomic	12.1874695
GCF_017873245.1_genomic	0.061037384
GCF_000196555.1_genomic	549.9199
GCA_003096535.1_genomic	0.7543506
GCF_022133705.1_genomic	0.12950414
GCF_000220085.1_genomic	0.31206632
GCF_008121495.1_genomic	60.166977
GCF_013393365.1_genomic	7.827323
GCF_000392875.1_genomic	6.969175
GCF_000829035.1_genomic	12.995606
GCF_002234575.2_genomic	0.33184496
GCF_016908115.1_genomic	0.2918501
GCF_001655005.1_genomic	41.14012
GCA_001072465.1_genomic	0.743793
GCF_000785515.1_genomic	0.52542317
GCF_000269965.1_genomic	95.76388
GCF_900240245.1_genomic	0.86956155
GCA_900557165.1_genomic	0.20777585
GCF_001025175.1_genomic	61.978355
GCA_018377375.1_genomic	0.42514363
GCF_001314995.1_genomic	0.052959062
GCF_016648855.1_genomic	0.44155666
GCF_001544215.1_genomic	2.2606537
GCF_006385165.1_genomic	0.30264485
GCF_009680455.1_genomic	0.2856595
GCF_000163295.1_genomic	0.47603294
GCF_901873445.1_genomic	0.18765666
GCF_001077535.1_genomic	0.27933347
GCF_001437285.1_genomic	18.190815
GCF_001025135.1_genomic	225.93103
GCF_023614525.1_genomic	0.4025259
GCF_000701685.1_genomic	0.23429424
GCF_009738225.1_genomic	0.6577445
GCF_014384995.1_genomic	0.40558857
GCF_003434055.1_genomic	0.43916115
GCF_009767585.1_genomic	4.511267
GCF_000025985.1_genomic	0.06261915
GCA_018371055.1_genomic	0.15747817
GCF_002270485.1_genomic	0.76020163
