Genome	ERR1398250_1.fastq.gz Mean
GCA_900755095.1_genomic	0.9853055
GCF_022819345.1_genomic	0.49115816
GCF_003122485.1_genomic	0.5376977
GCF_000012845.1_genomic	7.8872023
GCA_015259035.1_genomic	0.14971744
GCF_024622975.1_genomic	0.1977581
GCF_003478505.1_genomic	2.3051414
GCF_001078375.1_genomic	0.17567617
GCF_015560805.1_genomic	0.078286834
GCA_003480725.1_genomic	1.4408591
GCF_002959775.1_genomic	0.26629764
GCA_000020605.1_genomic	0.858278
GCA_025150745.1_genomic	0.6084286
GCF_003435375.1_genomic	2.1850636
GCA_000432155.1_genomic	0.16599761
GCA_015256915.3_genomic	0.12757277
GCA_900549405.1_genomic	0.13169672
GCA_003573975.1_genomic	0.4618736
GCF_000332875.2_genomic	5.8628783
GCA_025148125.1_genomic	0.54761547
GCA_003481745.1_genomic	0.52375287
GCF_900537995.1_genomic	3.181207
GCF_000239295.1_genomic	2.687025
GCF_900128465.1_genomic	0.06804403
GCA_900544475.1_genomic	0.25842714
GCA_018374635.1_genomic	0.6108464
GCF_003697165.2_genomic	46.112587
GCA_915066865.1_genomic	0.69405437
GCA_025147325.1_genomic	14.276498
GCA_018228645.1_genomic	0.28195733
GCA_025147765.1_genomic	0.48399696
GCA_927911475.1_genomic	0.11958628
GCF_001553035.1_genomic	0.08094367
GCF_024499055.1_genomic	0.5166793
GCA_000564995.1_genomic	0.23535219
GCA_916048145.1_genomic	0.252332
GCF_900103425.1_genomic	0.67369825
GCF_003287495.1_genomic	0.2986107
GCA_934845495.1_genomic	0.8150725
GCF_902381825.1_genomic	1.6523076
GCF_004346095.1_genomic	0.54322547
GCA_905369855.1_genomic	0.31688455
GCF_000165735.1_genomic	0.055471897
GCA_900549015.1_genomic	0.15223023
GCA_001312505.1_genomic	4.0545964
GCA_900541895.1_genomic	0.108539365
GCF_000196555.1_genomic	1.4840144
GCF_001487165.1_genomic	0.31966186
GCA_003096535.1_genomic	1.3285002
GCF_003024685.1_genomic	1.0519521
GCF_008121495.1_genomic	6.2690806
GCA_900112995.1_genomic	5.8713813
GCF_010537335.1_genomic	1.0154151
GCA_025149785.1_genomic	1.380762
GCA_900543325.1_genomic	0.17163073
GCF_001436035.1_genomic	0.34093294
GCA_916438365.1_genomic	0.09201171
GCF_900637515.1_genomic	0.30743185
GCF_020687205.1_genomic	0.65413135
GCF_003474435.1_genomic	0.62205964
GCF_009494135.1_genomic	591.1149
GCF_000382445.1_genomic	101.94862
GCA_900757025.1_genomic	0.20126554
GCF_900106845.1_genomic	0.79198
GCA_025150245.1_genomic	0.71484095
GCA_934256695.1_genomic	0.8073594
GCF_003458415.1_genomic	0.24401602
GCA_000753455.2_genomic	0.05884469
GCF_024168045.1_genomic	4.211873
GCF_003865035.1_genomic	0.4901265
GCF_900155605.1_genomic	0.08400917
GCA_900556165.1_genomic	0.24441075
GCF_000154845.1_genomic	69.51521
GCF_001314995.1_genomic	1.3896734
GCA_019411365.1_genomic	3.2661242
GCF_001517625.2_genomic	3.888377
GCF_000173975.1_genomic	0.34938583
GCA_900542375.1_genomic	0.7332789
GCF_000011065.1_genomic	2.3057675
GCA_900541315.1_genomic	1.8323865
GCF_000701705.1_genomic	0.036329575
GCA_001304995.1_genomic	10.850712
GCA_003478355.1_genomic	1.6990386
GCF_013276795.1_genomic	0.6174234
GCF_020554845.1_genomic	0.57995737
GCA_025151215.1_genomic	3.5832043
GCA_900760795.1_genomic	60.609257
GCF_003480315.1_genomic	2.3994894
GCA_934216375.1_genomic	0.52417
GCA_000980495.1_genomic	4.822374
GCF_000156175.1_genomic	0.10266124
GCA_000431835.1_genomic	188.97621
GCA_900552445.1_genomic	0.489925
GCF_003024715.1_genomic	8.670381
GCF_003437535.1_genomic	25.326122
GCA_900546435.1_genomic	0.7205551
GCA_916438445.1_genomic	0.0487251
GCF_000210075.1_genomic	2.8093498
GCF_000153925.1_genomic	0.15862933
GCF_003473545.1_genomic	16.289625
GCA_900548595.1_genomic	0.054076876
GCA_902363135.1_genomic	0.24046507
GCF_015667935.1_genomic	0.073574476
GCA_015256775.1_genomic	0.07600605
GCA_003460745.1_genomic	0.0830087
GCA_003584705.1_genomic	1.0170718
GCA_018223375.1_genomic	0.42321718
GCF_003324185.1_genomic	2.1898298
GCF_000174195.1_genomic	6.387932
GCF_003269275.1_genomic	5.5948215
GCF_004123145.1_genomic	0.4698209
GCF_019052655.1_genomic	1.6940212
GCF_020687245.1_genomic	1.4837753
GCA_007845355.1_genomic	0.5100777
GCF_000012825.1_genomic	68.72498
