Genome	SRR5983472_1.fastq.gz Mean
GCA_900755095.1_genomic	1.163416
GCF_000157995.1_genomic	0.25064662
GCF_000012845.1_genomic	1.6336575
GCF_005121165.3_genomic	91.26691
GCF_002834235.1_genomic	0.40179333
GCF_015560805.1_genomic	0.18939987
GCF_015557635.1_genomic	13.223812
GCF_024460475.1_genomic	0.29767364
GCF_000160055.1_genomic	2.416621
GCA_000020605.1_genomic	2.588102
GCA_000980705.1_genomic	0.11370157
GCA_025150745.1_genomic	0.47842023
GCF_000265365.1_genomic	0.5224442
GCF_000024265.1_genomic	0.23302102
GCF_019967995.1_genomic	1.3753973
GCF_018408705.1_genomic	1.2886342
GCA_004000625.1_genomic	0.14240581
GCF_000020225.1_genomic	3.5662823
GCA_025145285.1_genomic	0.5148522
GCF_003435375.1_genomic	1.1757983
GCF_000172175.1_genomic	1.116162
GCA_025148965.1_genomic	0.20812948
GCF_000332875.2_genomic	0.50584006
GCA_900543625.1_genomic	0.12957586
GCF_902810435.1_genomic	154.81438
GCF_000297775.1_genomic	0.07264024
GCA_018381235.1_genomic	0.10237065
GCA_025148125.1_genomic	0.77689797
GCF_000158035.1_genomic	0.25487125
GCF_014131695.1_genomic	0.15273473
GCF_000010425.1_genomic	0.27864677
GCF_900537995.1_genomic	39.959793
GCA_025150085.1_genomic	0.40216753
GCF_000239295.1_genomic	45.025414
GCF_000205025.1_genomic	0.401379
GCA_000154345.1_genomic	0.24150406
GCA_000436535.1_genomic	0.60672855
GCA_001916965.1_genomic	0.5147268
GCF_003697165.2_genomic	70.19721
GCF_000381365.1_genomic	0.61928797
GCA_025147325.1_genomic	4.141974
GCA_025147765.1_genomic	0.5007203
GCF_003201875.1_genomic	9.570646
GCF_000190535.1_genomic	0.3789915
GCF_004346095.1_genomic	1.8597677
GCF_001042595.1_genomic	0.07614516
GCF_000196555.1_genomic	1.2205346
GCF_002222595.2_genomic	7.6005073
GCF_008121495.1_genomic	3.2412827
GCA_900112995.1_genomic	30.81157
GCF_001598695.1_genomic	1.5263726
GCA_025146565.1_genomic	0.57795876
GCA_900548305.1_genomic	0.6878143
GCA_015655975.1_genomic	0.117075466
GCA_900546685.1_genomic	0.1335667
GCF_009494135.1_genomic	19.072691
GCF_000382445.1_genomic	1.7691303
GCF_023347255.1_genomic	2.5351555
GCF_024168045.1_genomic	0.8012514
GCF_001406815.1_genomic	13.272952
GCF_003315195.1_genomic	0.55377424
GCF_002075345.1_genomic	1.0238929
GCA_019410105.1_genomic	35.85158
GCF_001025175.1_genomic	0.3656109
GCF_001314995.1_genomic	1.4677464
GCF_000260715.1_genomic	0.22715148
GCF_001517625.2_genomic	0.41733122
GCF_000173975.1_genomic	0.5792567
GCF_000011065.1_genomic	1.0360932
GCF_001458595.1_genomic	0.09621935
GCF_000701705.1_genomic	0.092031024
GCF_000146185.1_genomic	0.8333804
GCA_001304995.1_genomic	0.35894033
GCA_025147485.1_genomic	4.482869
GCA_025151215.1_genomic	0.6582978
GCF_011064845.1_genomic	1.3667189
GCA_025150425.1_genomic	0.9760227
GCA_000980495.1_genomic	0.25147817
GCA_025145845.1_genomic	0.4157738
GCF_000742135.1_genomic	1.9578865
GCF_001077535.1_genomic	0.07832755
GCA_900545135.1_genomic	0.11528501
GCA_900544375.1_genomic	0.32020757
GCF_000156195.1_genomic	2.175655
GCA_944387015.1_genomic	0.4532785
GCF_001025135.1_genomic	0.68215996
GCF_000239275.1_genomic	0.090697445
GCF_000210075.1_genomic	1.8349893
GCF_000153925.1_genomic	0.28376603
GCF_003473545.1_genomic	1.424987
GCF_900095855.1_genomic	9.58165
GCF_000154465.1_genomic	1.8605148
GCF_012317185.1_genomic	0.68931365
GCF_000949455.1_genomic	0.86257976
GCF_013009555.1_genomic	4.244397
GCA_003584705.1_genomic	1.3741038
GCF_009696065.1_genomic	0.4048758
GCF_000025985.1_genomic	0.40114054
GCF_003269275.1_genomic	0.400279
GCF_010509575.1_genomic	2.648576
GCA_025152405.1_genomic	0.8506962
GCF_020687245.1_genomic	1.1974617
GCF_002222615.2_genomic	1.4702494
GCF_001591845.1_genomic	0.09070898
GCA_900544435.1_genomic	0.12950675
GCF_000012825.1_genomic	20.279722
