Genome	SRR532541_1.fastq.gz Mean
GCF_000425045.1_genomic	0.051203556
GCF_003425665.1_genomic	0.23389956
GCA_900539325.1_genomic	0.25399923
GCF_000012845.1_genomic	2.1591654
GCF_005121165.3_genomic	0.32357427
GCF_002834235.1_genomic	0.20892139
GCF_900167555.1_genomic	0.68914104
GCF_000265365.1_genomic	6.7165556
GCF_000723465.1_genomic	0.08331581
GCA_004000625.1_genomic	0.3631931
GCF_000020225.1_genomic	0.83237386
GCA_025145285.1_genomic	5.4860277
GCF_009883055.1_genomic	0.16844052
GCA_020555865.1_genomic	0.18357728
GCF_000158035.1_genomic	1.3227619
GCA_900542035.1_genomic	0.23024316
GCF_000239295.1_genomic	0.82087064
GCF_003697165.2_genomic	0.07481745
GCA_003531585.1_genomic	0.13997905
GCF_000190535.1_genomic	2.043909
GCA_902362965.1_genomic	0.09797023
GCA_900548125.1_genomic	0.5764947
GCF_003287495.1_genomic	0.2004548
GCF_000196555.1_genomic	0.0609422
GCA_900542385.1_genomic	0.15072544
GCA_025149785.1_genomic	0.18462333
GCA_900548465.1_genomic	0.42696574
GCF_020687205.1_genomic	0.10997425
GCA_900546685.1_genomic	0.28044373
GCF_001406815.1_genomic	0.9433278
GCA_019410105.1_genomic	0.40220928
GCA_019411365.1_genomic	0.07847891
GCA_900542375.1_genomic	0.10366947
GCF_000011065.1_genomic	1.7179033
GCA_001304995.1_genomic	0.13367227
GCA_025147485.1_genomic	4.159541
GCA_900549885.1_genomic	0.182135
GCF_002874775.1_genomic	0.06962169
GCF_000210075.1_genomic	4.665329
GCF_000153925.1_genomic	0.77988094
GCA_900548595.1_genomic	0.07584313
GCF_000154465.1_genomic	29.871904
GCA_900761035.1_genomic	0.1867801
GCA_003460745.1_genomic	0.94997215
GCF_000949455.1_genomic	0.42627984
GCF_003324185.1_genomic	1.3478253
GCF_000025985.1_genomic	1.65227
GCF_000174195.1_genomic	0.19180791
GCF_003269275.1_genomic	1.1172456
GCA_934717555.1_genomic	0.08362037
GCF_009695995.1_genomic	0.22761306
GCF_000012825.1_genomic	8.06502
