Genome	ERR505097_1.fastq.gz Mean
GCF_003478035.1_genomic	0.811516
GCF_003122485.1_genomic	0.66036826
GCF_000157995.1_genomic	0.12407194
GCF_000012845.1_genomic	7.441088
GCA_900552285.1_genomic	0.26394308
GCF_003478505.1_genomic	0.7124727
GCF_005121165.3_genomic	0.4077346
GCF_001404655.1_genomic	1.6313972
GCF_002834235.1_genomic	3.3749542
GCF_001070815.1_genomic	0.6509745
GCA_900547295.1_genomic	0.2115374
GCA_000432255.1_genomic	29.74629
GCF_900167555.1_genomic	0.60723674
GCA_900544345.1_genomic	15.854993
GCA_025144665.1_genomic	0.114109136
GCA_022009815.1_genomic	4.6063437
GCF_004168205.1_genomic	14.487037
GCF_015557635.1_genomic	1.6053724
GCF_024460475.1_genomic	10.198921
GCA_900552245.1_genomic	0.12984832
GCA_019423445.1_genomic	0.046746515
GCA_003480725.1_genomic	1.4016551
GCA_000020605.1_genomic	34.37999
GCA_025150745.1_genomic	2.125237
GCF_000193635.1_genomic	0.082018666
GCF_000265365.1_genomic	0.8026723
GCF_023921805.1_genomic	0.57903314
GCA_904419295.1_genomic	0.061384603
GCA_003435055.1_genomic	0.31354335
GCA_004000625.1_genomic	1.1662627
GCF_018784445.1_genomic	0.805168
GCA_905209085.1_genomic	0.21475118
GCA_900760705.1_genomic	0.1734205
GCA_003112755.1_genomic	0.33155078
GCF_003435375.1_genomic	1.3370851
GCF_003991565.1_genomic	3.329436
GCA_018223385.1_genomic	0.47514787
GCA_900549405.1_genomic	0.14382933
GCA_025148965.1_genomic	0.3993192
GCF_000332875.2_genomic	1.4220597
GCA_003343815.1_genomic	0.34373647
GCF_014287815.1_genomic	0.89014006
GCA_905193155.1_genomic	0.15959582
GCA_000435835.1_genomic	0.2558485
GCA_003523255.1_genomic	0.20209043
GCF_000156655.1_genomic	17.291372
GCF_000277645.1_genomic	0.0596835
GCF_010120595.1_genomic	4.4484386
GCF_018918025.1_genomic	0.6671574
GCA_025148125.1_genomic	4.2637854
GCF_003725955.1_genomic	0.30521378
GCA_001916775.1_genomic	22.351799
GCF_023347535.1_genomic	0.93417436
GCA_003481745.1_genomic	1.6214283
GCF_003461955.1_genomic	0.71946466
