Genome	SRR1214858_1.fastq.gz Mean
GCA_900755095.1_genomic	0.48513523
GCF_000013285.1_genomic	0.2826368
GCF_014131695.1_genomic	0.15396307
GCF_000205025.1_genomic	0.06871627
GCF_003697165.2_genomic	2.3314242
GCF_001813295.1_genomic	0.0524382
GCF_003019695.1_genomic	3.8405855
GCF_014931275.1_genomic	0.7234422
GCF_008121495.1_genomic	2.773298
GCF_001314995.1_genomic	0.7975126
GCF_000191405.1_genomic	0.630772
GCF_000011065.1_genomic	0.53008497
GCA_000831085.1_genomic	0.05662117
GCF_020687245.1_genomic	0.28276068
GCF_000012825.1_genomic	2.5432456
