Genome	SRR8353861_1.fastq.gz Mean
GCF_900636965.1_genomic	17.055264
GCF_010669225.1_genomic	1.2284788
GCF_016648925.1_genomic	0.32453927
GCF_001025215.1_genomic	9.158646
GCF_002959915.1_genomic	0.33993104
GCF_000016825.1_genomic	0.317669
GCF_001061665.1_genomic	0.15048571
GCF_003697165.2_genomic	22.273235
GCF_001544095.1_genomic	0.5639804
GCF_001544275.1_genomic	0.15924121
GCF_001544255.1_genomic	2.2895672
GCF_017873245.1_genomic	0.5317267
GCF_000196555.1_genomic	173.35045
GCF_001073155.1_genomic	0.34784904
GCF_000829035.1_genomic	4.415295
GCF_006742205.1_genomic	0.04894754
GCF_000466265.1_genomic	0.078209326
GCF_001025175.1_genomic	104.55903
GCA_015259045.1_genomic	0.060904574
GCF_001025135.1_genomic	154.26085
GCF_009738225.1_genomic	2.2479627
GCF_000012825.1_genomic	145.5986
