Genome	SRR528049_1.fastq.gz Mean
GCF_003425665.1_genomic	0.15012175
GCF_000012845.1_genomic	0.78588945
GCF_005121165.3_genomic	0.24797754
GCF_900167555.1_genomic	0.18157743
GCF_010669225.1_genomic	0.14885655
GCA_000020605.1_genomic	0.3526765
GCF_900106755.1_genomic	1.2777439
GCA_000803105.1_genomic	0.39402503
GCA_003573975.1_genomic	2.0574813
GCA_020555865.1_genomic	0.22686398
GCF_000297775.1_genomic	2.5939505
GCA_025148125.1_genomic	0.0771606
GCF_000010425.1_genomic	0.029562168
GCA_025150085.1_genomic	0.058660947
GCF_023336935.1_genomic	0.18525398
GCF_000239295.1_genomic	0.15553366
GCA_902362775.1_genomic	0.3987733
GCF_012843875.1_genomic	0.09932983
GCF_000158195.2_genomic	0.7904991
GCA_025147325.1_genomic	9.938922
GCF_003634345.1_genomic	1.0473785
GCF_016901815.1_genomic	0.2561122
GCF_000190535.1_genomic	2.5019305
GCF_003024675.1_genomic	0.046673447
GCF_008121495.1_genomic	0.13547966
GCA_900112995.1_genomic	0.21654041
GCA_000436835.1_genomic	0.08892645
GCA_900548465.1_genomic	0.03571627
GCF_000382445.1_genomic	3.6934211
GCF_023347255.1_genomic	0.15244316
GCA_025150245.1_genomic	0.06235395
GCF_001406815.1_genomic	0.12530336
GCF_003315195.1_genomic	0.089167714
GCA_019410105.1_genomic	0.12490718
GCF_001314995.1_genomic	4.7456174
GCF_001517625.2_genomic	0.10989403
GCF_000233955.1_genomic	4.258687
GCF_000701705.1_genomic	0.0862074
GCA_025147485.1_genomic	9.170105
GCA_025151215.1_genomic	1.9869506
GCA_900760795.1_genomic	5.206095
GCA_025145845.1_genomic	4.4889073
GCF_001025135.1_genomic	0.058340333
GCF_003437535.1_genomic	63.342968
GCF_000210075.1_genomic	1.8118559
GCA_900548595.1_genomic	0.06753047
GCA_900756765.1_genomic	0.13105635
GCF_000154465.1_genomic	20.345516
GCF_000949455.1_genomic	0.35453656
GCA_003584705.1_genomic	0.10305623
GCF_000174195.1_genomic	0.11132949
GCF_003269275.1_genomic	0.12591504
GCF_002222615.2_genomic	2.1490653
GCF_900104615.1_genomic	0.105793454
GCF_000012825.1_genomic	11.078704
