Genome	SRR6075151_1.fastq.gz Mean
GCA_900538805.1_genomic	35.357384
GCF_003478035.1_genomic	1.0401782
GCA_934177795.1_genomic	0.265272
GCF_003122485.1_genomic	0.3698904
GCF_000157995.1_genomic	0.15827999
GCF_000012845.1_genomic	1.7227473
GCA_900552285.1_genomic	0.13101944
GCA_902363805.1_genomic	0.33342865
GCF_003478505.1_genomic	0.6818189
GCF_005121165.3_genomic	0.4030265
GCF_003477605.1_genomic	0.5029532
GCF_001404655.1_genomic	0.53382486
GCA_900544615.1_genomic	1.3310732
GCA_900765105.1_genomic	1.781903
GCF_002834235.1_genomic	8.722164
GCA_002404795.1_genomic	0.5858885
GCF_900167555.1_genomic	10.870042
GCA_900757655.1_genomic	2.3179336
GCF_900209925.1_genomic	0.52865666
GCA_025144665.1_genomic	0.24383126
GCF_015557635.1_genomic	1.5003446
GCA_934148985.1_genomic	0.41769996
GCA_003480725.1_genomic	1.0501043
GCF_010669225.1_genomic	57.964878
GCA_000020605.1_genomic	2.108255
GCA_900542245.1_genomic	0.2256116
GCA_900553545.1_genomic	0.42818972
GCA_025150745.1_genomic	0.2775679
GCA_004556345.1_genomic	0.4217744
GCF_000265365.1_genomic	0.6431885
GCF_023921805.1_genomic	12.148117
GCA_905215425.1_genomic	0.17741358
GCF_003464595.1_genomic	3.19479
GCF_019967995.1_genomic	7.324659
GCA_900554555.1_genomic	0.113503255
GCA_003435055.1_genomic	0.35024783
GCA_025145645.1_genomic	0.36838844
GCA_004000625.1_genomic	19.656357
GCA_025145285.1_genomic	1.0608106
GCF_003435375.1_genomic	1.5725278
GCF_000172175.1_genomic	1.444121
GCF_016648925.1_genomic	0.1601427
GCF_009883055.1_genomic	0.26523995
GCA_900754285.1_genomic	0.5520479
GCA_018223385.1_genomic	0.2669553
GCA_900751995.1_genomic	0.19074982
GCA_900549405.1_genomic	0.23556155
GCF_002959915.1_genomic	0.15056294
GCA_025148965.1_genomic	0.27533674
GCA_000437595.1_genomic	0.78942037
GCF_000332875.2_genomic	0.6515791
GCA_900543625.1_genomic	0.8298388
GCA_003343815.1_genomic	0.7173774
GCF_014287815.1_genomic	0.3871707
GCA_900550685.1_genomic	0.8428504
GCA_020555865.1_genomic	0.14282633
GCF_010120595.1_genomic	1.3917706
GCA_003525075.1_genomic	2.5405262
GCF_009557455.1_genomic	0.9223908
GCF_018918025.1_genomic	0.3939935
GCA_025148125.1_genomic	1.2990913
GCF_023347535.1_genomic	1.5557247
GCA_003481745.1_genomic	0.39242846
GCF_003461955.1_genomic	0.50078577
GCA_014385265.1_genomic	0.076760605
GCA_900756575.1_genomic	0.123755634
GCF_000010425.1_genomic	6.2000785
GCF_900537995.1_genomic	1.0415092
GCF_018408575.1_genomic	0.7868737
GCA_025150085.1_genomic	1.5757729
GCA_000432375.1_genomic	1.4256935
GCF_015074785.1_genomic	572.86285
GCF_000577815.1_genomic	0.06497842
GCA_900552475.1_genomic	0.20697765
GCA_003514385.1_genomic	2.6140618
GCF_000469345.1_genomic	0.42282933
