Genome	SRR5813285_1.fastq.gz Mean
GCF_000425045.1_genomic	2.0936842
GCF_003425665.1_genomic	0.61521995
GCA_019420265.1_genomic	0.092639744
GCF_000157995.1_genomic	0.38566118
GCF_000012845.1_genomic	6.797445
GCF_000585335.1_genomic	0.124556445
GCA_003522105.1_genomic	0.81350845
GCA_002320595.1_genomic	0.89841956
GCA_934162325.1_genomic	15.496423
GCF_003478505.1_genomic	0.5162683
GCF_005121165.3_genomic	0.9320219
GCF_003477605.1_genomic	11.669579
GCF_001404655.1_genomic	0.33572894
GCA_900543915.1_genomic	0.077669956
GCF_015140235.1_genomic	0.2064845
GCA_002404795.1_genomic	0.55721784
GCA_003150485.1_genomic	0.32597664
GCF_900167555.1_genomic	10.329233
GCF_900209925.1_genomic	1.8423698
GCA_025144665.1_genomic	2.6923404
GCF_015557635.1_genomic	2.3214028
GCA_904398665.1_genomic	0.25349486
GCA_900548545.1_genomic	0.05143575
GCF_014384785.1_genomic	0.2225971
GCA_000433035.1_genomic	5.447764
GCA_000020605.1_genomic	2.386711
GCA_900542245.1_genomic	0.25865266
GCA_900553545.1_genomic	0.33060637
GCF_000265365.1_genomic	16.786545
GCF_000723465.1_genomic	23.164288
GCA_001916055.1_genomic	2.649293
GCA_900761075.1_genomic	0.5738401
GCF_003464595.1_genomic	2.568937
GCF_019967995.1_genomic	2.3618786
GCF_018408705.1_genomic	0.25079346
GCA_004000625.1_genomic	4.0547285
GCA_905209085.1_genomic	0.56386477
GCF_000020225.1_genomic	4.331876
GCA_001917125.1_genomic	1.7124166
GCA_025145285.1_genomic	2.9497795
GCA_003112755.1_genomic	0.7218845
GCF_003435375.1_genomic	0.6234346
GCA_900760665.1_genomic	1.5193895
GCF_002127965.1_genomic	0.27140734
GCA_000437595.1_genomic	18.820368
GCA_934663595.1_genomic	0.09739267
GCF_000332875.2_genomic	1.6886438
GCA_900539115.1_genomic	0.79332995
GCA_900761925.1_genomic	0.06320745
GCA_020555865.1_genomic	0.19877574
GCF_010120595.1_genomic	0.22853665
