Genome	SRR5651443_1.fastq.gz Mean
GCF_000235505.1_genomic	1.6231265
GCF_001881565.1_genomic	1.1269444
GCF_003425665.1_genomic	0.5385088
GCF_000012845.1_genomic	6.594809
GCA_019409045.1_genomic	0.16333516
GCF_009696275.1_genomic	1.1554445
GCF_005121165.3_genomic	1.1981937
GCF_002834235.1_genomic	3.4966273
GCF_900167555.1_genomic	1.2791145
GCF_014287675.1_genomic	0.43752187
GCA_900199405.1_genomic	0.22539727
GCA_025144665.1_genomic	6.965036
GCA_900553005.1_genomic	0.30449897
GCF_015557635.1_genomic	0.43500796
GCA_000433035.1_genomic	1.5443605
GCF_000265365.1_genomic	4.362363
GCF_000024265.1_genomic	0.0690136
GCA_900761075.1_genomic	0.141772
GCF_018408705.1_genomic	0.3097666
GCA_004000625.1_genomic	0.13837084
GCA_905209085.1_genomic	0.2213296
GCA_900547785.1_genomic	0.7359103
GCA_025145285.1_genomic	7.793041
GCA_003112755.1_genomic	0.16554952
GCA_900540805.1_genomic	0.2786531
GCF_001025215.1_genomic	0.08899067
GCA_900751995.1_genomic	0.077676594
GCA_025148965.1_genomic	0.09265468
GCF_000466485.1_genomic	0.21964782
GCF_004341945.1_genomic	0.047697436
GCA_900542005.1_genomic	0.1554989
GCA_900539725.1_genomic	0.060688403
GCF_018918025.1_genomic	1.7669481
GCF_011405655.1_genomic	0.051787086
GCA_003343605.1_genomic	0.11067933
GCA_003516765.1_genomic	0.29059094
GCA_014385265.1_genomic	0.18311527
GCF_000010425.1_genomic	0.34894076
GCF_018408575.1_genomic	1.0188128
GCA_025150085.1_genomic	0.22739024
GCA_003514385.1_genomic	2.6192853
GCA_900545085.1_genomic	0.47252378
GCF_000239295.1_genomic	1.8220844
GCA_022835495.1_genomic	1.2550516
GCA_902362775.1_genomic	0.38029438
GCA_900546265.1_genomic	0.36895204
GCF_000205025.1_genomic	0.6390846
GCA_000435975.1_genomic	5.4179306
GCA_000154345.1_genomic	0.5879098
GCA_934615635.1_genomic	0.33225584
GCA_000432135.1_genomic	4.32378
GCF_003697165.2_genomic	5.0660696
GCF_900199635.1_genomic	0.43712887
GCA_000431335.1_genomic	1.1846644
GCF_900199515.1_genomic	2.0437078
GCA_019423795.1_genomic	0.1067877
GCA_905192745.1_genomic	0.11966315
GCF_000190535.1_genomic	4.172884
GCA_900543295.1_genomic	0.22874324
GCA_900548125.1_genomic	0.17626415
GCA_003490145.1_genomic	10.206315
GCF_014384895.1_genomic	0.50215036
GCF_003287495.1_genomic	0.6227445
GCF_901212495.1_genomic	0.113647975
GCA_900120415.1_genomic	0.08138921
GCA_900546315.1_genomic	0.079807244
