Genome	ERR526021_1.fastq.gz Mean
GCF_003252795.1_genomic	8.133303
GCF_900636965.1_genomic	2.15001
GCA_916050055.1_genomic	0.2706624
GCA_015264885.1_genomic	0.21272424
GCF_001457555.1_genomic	0.050840814
GCF_000688415.1_genomic	0.032954887
GCF_000024265.1_genomic	0.44303393
GCF_900102105.1_genomic	0.052542914
GCF_901875305.1_genomic	0.18485089
GCF_001113365.1_genomic	0.15186113
GCF_000722765.2_genomic	0.10803277
GCF_001025215.1_genomic	76.717545
GCF_002959915.1_genomic	0.6949994
GCF_000466485.1_genomic	1.2735533
GCF_902810435.1_genomic	41.00285
GCA_025148125.1_genomic	77.41938
GCF_014131695.1_genomic	38.789955
GCA_900556785.1_genomic	6.6698833
GCF_006337085.1_genomic	0.5112942
GCF_003697165.2_genomic	41.244213
GCF_001027105.1_genomic	0.08410315
GCA_900550175.1_genomic	3.4988055
GCF_000828055.2_genomic	0.20672922
GCF_003938605.1_genomic	0.065973625
GCF_000165735.1_genomic	5.082309
GCA_900541895.1_genomic	2.2952359
GCF_000196555.1_genomic	31.712679
GCF_013393365.1_genomic	8.087958
GCF_000392875.1_genomic	21.464424
GCF_000829035.1_genomic	1.031684
GCF_006742205.1_genomic	0.22635213
GCF_004346925.1_genomic	0.03164889
GCF_000466265.1_genomic	0.09063682
GCF_003315195.1_genomic	8.689004
GCA_016025055.1_genomic	0.09499721
GCF_001314995.1_genomic	1.9688514
GCF_016642265.1_genomic	0.5934472
GCF_001458595.1_genomic	0.1007042
GCA_025147485.1_genomic	91.060875
GCF_001815355.1_genomic	7.6691175
GCF_000175615.1_genomic	0.5132557
GCF_001571325.1_genomic	0.04885851
GCF_009738225.1_genomic	0.32847762
GCF_003434055.1_genomic	0.61287636
GCF_012317185.1_genomic	1.2955735
GCF_000760595.1_genomic	0.036132578
GCF_010509575.1_genomic	1.4038447
GCF_002222615.2_genomic	265.75052
GCF_000012825.1_genomic	1.8284423
