Genome	SRR19064328_1.fastq.gz Mean
GCA_904419545.1_genomic	9.83146
GCA_019114415.1_genomic	0.445309
GCA_900757145.1_genomic	0.23805164
GCF_000425045.1_genomic	0.41197783
GCF_000225705.1_genomic	3.3804126
GCF_001881565.1_genomic	0.96232516
GCF_003425665.1_genomic	10.680265
GCA_900540145.1_genomic	1.0420818
GCF_902364025.1_genomic	0.42382458
GCF_000012845.1_genomic	48.085728
GCA_000433515.1_genomic	1.8650349
GCF_000585335.1_genomic	0.7695124
GCA_019409045.1_genomic	0.5070344
GCA_002320595.1_genomic	9.848693
GCA_000435195.1_genomic	9.121937
GCF_003478505.1_genomic	3.2580829
GCA_905196875.1_genomic	0.3317254
GCA_944390965.1_genomic	0.3897446
GCA_900547955.1_genomic	23.031805
GCA_904396155.1_genomic	0.6275269
GCF_005121165.3_genomic	6.353952
GCF_003477605.1_genomic	3.294155
GCA_934647305.1_genomic	0.73488677
GCA_900543475.1_genomic	47.425545
GCA_900547295.1_genomic	1.7617145
GCA_002404795.1_genomic	2.1721191
GCA_003150485.1_genomic	4.825566
GCF_900167555.1_genomic	16.696583
GCA_017161075.1_genomic	0.44587642
GCA_900548385.1_genomic	0.5788498
GCA_944393415.1_genomic	0.6729368
GCA_905193725.1_genomic	0.3791738
GCA_900199405.1_genomic	0.5633198
GCA_944385965.1_genomic	0.13533731
GCF_015557635.1_genomic	33.79089
GCA_900548545.1_genomic	1.6846352
GCF_000160055.1_genomic	11.066267
GCA_900543485.1_genomic	0.7360966
GCA_003480725.1_genomic	3.2661672
GCF_002959775.1_genomic	0.15728633
GCA_000020605.1_genomic	72.31951
GCA_900553545.1_genomic	1.318899
GCA_000980705.1_genomic	0.43496665
GCF_004309735.1_genomic	8.1744375
GCF_000265365.1_genomic	18.979115
GCF_000723465.1_genomic	0.31819823
GCA_022767925.1_genomic	0.40338254
GCF_023921805.1_genomic	1.100661
GCF_000024265.1_genomic	0.2866375
GCA_900761075.1_genomic	0.26580277
GCA_018716575.1_genomic	0.30393565
GCF_018408705.1_genomic	2.2305439
GCA_004000625.1_genomic	24.872614
GCF_018784445.1_genomic	7.4792852
GCA_900757195.1_genomic	2.651831
GCA_905215055.1_genomic	2.2677796
GCF_000020225.1_genomic	0.20074274
GCA_001917125.1_genomic	1.0315212
GCA_900541585.1_genomic	22.252403
GCA_025145285.1_genomic	13.161474
GCA_003112755.1_genomic	5.1021714
GCA_934630995.1_genomic	0.26074207
GCF_003435375.1_genomic	2.9080818
GCA_900555065.1_genomic	1.2821338
GCA_900540805.1_genomic	0.24109636
GCF_014333425.1_genomic	0.8483171
GCA_018223385.1_genomic	1.2855707
GCF_002161175.1_genomic	1.2327571
GCF_001487105.1_genomic	0.28891626
GCA_000433535.1_genomic	3.489723
GCF_020215665.1_genomic	0.42408246
GCF_002160815.1_genomic	0.4603648
GCF_002127965.1_genomic	2.8226693
GCA_000437595.1_genomic	30.09071
GCF_000332875.2_genomic	16.657202
GCA_900543625.1_genomic	12.2529335
GCF_001750725.1_genomic	0.046333242
GCA_905209865.1_genomic	1.5894928
GCF_004341945.1_genomic	0.28149626
GCA_900539115.1_genomic	7.965663
GCF_900291975.1_genomic	2.0268514
GCA_904395885.1_genomic	0.07329917
GCA_900553295.1_genomic	4.854939
GCA_927911595.1_genomic	0.2747896
GCA_020555865.1_genomic	0.5492779
GCF_010120595.1_genomic	0.8250802
GCA_003525075.1_genomic	0.7233885
GCA_018713435.1_genomic	0.13154979
GCA_900543035.1_genomic	12.510769
GCA_019414325.1_genomic	27.930899
GCA_000434435.1_genomic	184.11095
GCA_944385265.1_genomic	0.2092335
GCF_018918025.1_genomic	5.5830398
GCA_004340125.1_genomic	0.62155885
GCA_025148125.1_genomic	25.0243
GCF_011405655.1_genomic	2.0147924
GCA_944387915.1_genomic	0.19587567
GCA_902363515.1_genomic	1.2682971
GCF_000158035.1_genomic	16.241444
GCA_900544765.1_genomic	0.7161522
GCF_023347535.1_genomic	14.496798
GCA_003516765.1_genomic	2.8905323
GCA_904399395.1_genomic	0.392938
GCA_944387845.1_genomic	0.1995223
GCA_900550255.1_genomic	1.1894158
GCF_900155615.1_genomic	0.29405022
GCA_944383925.1_genomic	2.2943323
GCA_014385265.1_genomic	5.1275334
GCF_000010425.1_genomic	39.61594
GCA_021771035.1_genomic	0.3063973
GCF_900537995.1_genomic	10.049747
GCF_018408575.1_genomic	5.7480717
GCA_019114825.1_genomic	0.17551503
GCA_900555605.1_genomic	1.7148335
GCA_900552475.1_genomic	2.7797468
GCF_000469345.1_genomic	3.5413055
GCF_900199545.1_genomic	0.15613015
GCA_944386855.1_genomic	0.4845781
GCA_902362775.1_genomic	1.9364405
GCA_900546265.1_genomic	1.7005272
GCA_944391805.1_genomic	1.4387596
GCF_001244995.1_genomic	3.4691024
GCF_000205025.1_genomic	2.4269469
GCA_018366495.1_genomic	0.8969057
GCA_000154345.1_genomic	5.2571125
GCA_934615635.1_genomic	1.1624271
GCA_900755865.1_genomic	0.27597386
GCF_019042275.1_genomic	0.2607822
GCF_900078395.1_genomic	0.28608206
GCA_019114885.1_genomic	0.086378224
GCA_000432135.1_genomic	47.692158
GCA_900754755.1_genomic	3.4117014
GCF_900104605.1_genomic	7.376769
GCA_900544405.1_genomic	0.9347593
GCA_023451415.1_genomic	0.13799383
GCA_902363665.1_genomic	5.867237
GCF_003477885.1_genomic	0.80206794
GCF_003697165.2_genomic	0.5359281
GCA_018712425.1_genomic	0.43027306
GCA_018711685.1_genomic	0.7107029
GCA_944386055.1_genomic	0.26714227
GCA_944353735.1_genomic	0.46493813
GCA_019416685.1_genomic	0.31285995
GCF_900199635.1_genomic	0.5884974
GCA_025147325.1_genomic	3.9767756
GCA_018228645.1_genomic	1.7544681
GCA_025147765.1_genomic	22.77179
GCA_003149735.1_genomic	0.60118335
GCF_003201875.1_genomic	0.5447082
GCF_009707925.1_genomic	4.0127616
GCA_900549955.1_genomic	3.2659638
GCF_000296465.1_genomic	12.768193
GCA_900541395.1_genomic	0.6004654
GCA_000155435.1_genomic	0.62279195
GCA_904420175.1_genomic	0.14411762
GCA_900555195.1_genomic	0.35848278
GCF_000828055.2_genomic	0.049204744
GCA_944332215.1_genomic	0.14180133
GCF_018847895.1_genomic	48.13159
GCF_003478445.1_genomic	12.522979
GCF_024499055.1_genomic	0.21783665
GCA_902362435.1_genomic	1.052704
GCF_014287435.1_genomic	0.83254063
GCA_900752115.1_genomic	4.538805
GCA_019415985.1_genomic	1.7008408
GCF_000190535.1_genomic	3.6607347
GCA_900543295.1_genomic	0.38479382
GCA_902362965.1_genomic	18.01925
GCA_944385645.1_genomic	0.8191385
GCA_900544975.1_genomic	0.5323921
GCA_003490145.1_genomic	1.3862811
GCF_001280875.1_genomic	1.8345194
GCA_944388395.1_genomic	0.17234176
GCF_003287495.1_genomic	4.9110546
GCA_025148635.1_genomic	2.8652902
GCF_902381825.1_genomic	7.655649
GCA_004558525.1_genomic	0.71794873
GCA_944349545.1_genomic	1.1447276
GCF_001042595.1_genomic	0.4406358
GCA_934875375.1_genomic	2.1833823
GCA_001312505.1_genomic	11.969056
GCA_004558145.1_genomic	0.26560608
GCA_944383835.1_genomic	0.23823488
GCF_000016525.1_genomic	25.004677
GCF_000196555.1_genomic	2.9206684
GCF_001487165.1_genomic	9.093228
GCA_944382045.1_genomic	0.1502923
GCA_018714925.1_genomic	0.13898934
GCA_003096535.1_genomic	10.8561325
GCF_003024685.1_genomic	3.2963336
GCA_944390945.1_genomic	0.4150613
GCA_900555925.1_genomic	0.5722478
GCF_018228705.1_genomic	2.2232788
GCA_944387035.1_genomic	2.133412
GCA_934630445.1_genomic	0.19572012
GCF_000225345.1_genomic	8.9736185
GCF_002834225.1_genomic	36.869854
GCA_900112995.1_genomic	1.4913344
GCA_003534295.1_genomic	11.6102915
GCF_004134775.1_genomic	0.4225293
GCA_934526065.1_genomic	0.6469147
GCA_900545325.1_genomic	0.1728284
GCA_025149785.1_genomic	9.188882
GCF_014287955.1_genomic	2.4620256
GCA_000437355.1_genomic	0.42209676
GCA_003525905.1_genomic	3.2978299
GCA_019424865.1_genomic	0.71965307
GCA_000438355.1_genomic	2.1046124
GCA_025146565.1_genomic	10.897451
GCA_019119575.1_genomic	0.11871499
GCF_900312975.1_genomic	1.6247969
GCA_944388565.1_genomic	8.573305
GCF_002234575.2_genomic	1.2501774
GCA_900539945.1_genomic	5.303885
GCA_904420575.1_genomic	0.82059383
GCA_018716805.1_genomic	0.5596669
GCA_021029595.1_genomic	32.885838
GCA_900761905.1_genomic	0.3965942
GCA_900543695.1_genomic	21.23508
GCA_900548465.1_genomic	1.4617178
GCF_014287895.1_genomic	6.373456
GCA_904419775.1_genomic	0.84384406
GCA_000509105.1_genomic	0.5321692
GCF_003287455.1_genomic	16.043718
GCA_900553435.1_genomic	0.33930588
GCA_904395335.1_genomic	0.65370995
GCF_000478885.1_genomic	2.4500144
GCF_020687205.1_genomic	7.315528
GCF_018967645.1_genomic	23.71947
GCA_944393575.1_genomic	0.75348777
GCA_001915925.1_genomic	4.91229
GCA_000434635.1_genomic	28.120386
GCA_915069725.1_genomic	0.38966262
GCA_900546685.1_genomic	1.1582927
GCA_025144995.1_genomic	6.4753127
GCA_904374805.1_genomic	1.7796717
GCF_000765235.1_genomic	14.318594
GCF_009494135.1_genomic	80.96439
GCF_000260835.1_genomic	0.05448178
GCA_000435055.1_genomic	118.46592
GCF_002157465.1_genomic	1.7512546
GCF_900106845.1_genomic	0.6884561
GCF_000785515.1_genomic	4.185082
GCF_023347255.1_genomic	14.589925
GCF_000469305.1_genomic	2.9323962
GCA_025150245.1_genomic	3.0620158
GCF_003096415.1_genomic	3.5564203
GCA_904393855.1_genomic	1.7208842
GCA_018714445.1_genomic	0.77057546
GCA_905209075.1_genomic	4.756963
GCA_900757695.1_genomic	1.4421943
GCA_001916715.1_genomic	44.477715
GCA_000436075.1_genomic	10.48156
GCF_014337215.1_genomic	1.1907291
GCF_014202115.1_genomic	0.55150974
GCA_944386995.1_genomic	0.45834157
GCF_900099625.1_genomic	0.6244515
GCF_024168045.1_genomic	3.5489192
GCA_944384905.1_genomic	0.47471783
GCF_003574295.1_genomic	2.1495137
GCA_900539265.1_genomic	0.97559685
GCA_025148445.1_genomic	45.973515
GCA_916439125.1_genomic	1.9127268
GCA_019422005.1_genomic	0.12654102
GCA_944327115.1_genomic	0.0826637
GCF_014384965.1_genomic	1.9792694
GCF_900107675.1_genomic	2.0579853
GCA_944391235.1_genomic	0.44825476
GCA_900542395.1_genomic	19.08349
GCA_900761935.1_genomic	1.7204236
GCA_000435175.1_genomic	2.2837858
GCA_018712885.1_genomic	2.133966
GCA_904386005.1_genomic	0.41543308
GCF_900120005.1_genomic	0.4830701
GCF_002159845.1_genomic	3.226745
GCA_900545745.1_genomic	33.362717
GCF_013304385.1_genomic	5.867507
GCA_018710985.1_genomic	2.030317
GCA_904420025.1_genomic	0.17612575
GCF_000210055.1_genomic	1.1912444
GCA_000438155.1_genomic	1.926353
GCA_018383195.1_genomic	1.824789
GCA_905199135.1_genomic	0.29520747
GCF_000479335.1_genomic	0.7801926
GCF_001314995.1_genomic	5.99829
GCA_023451115.1_genomic	0.1633541
GCA_944358455.1_genomic	0.12481647
GCA_019411365.1_genomic	2.9875746
GCF_001517625.2_genomic	1.5699786
