Genome	SRR19064327_1.fastq.gz Mean
GCA_900757145.1_genomic	0.30671176
GCA_905215105.1_genomic	0.6509517
GCA_900755095.1_genomic	6.761203
GCF_001881565.1_genomic	1.075587
GCF_003425665.1_genomic	7.305888
GCF_902364025.1_genomic	0.48582456
GCF_000012845.1_genomic	10.672837
GCA_000435195.1_genomic	9.885999
GCF_024622975.1_genomic	2.117609
GCF_005121165.3_genomic	9.168982
GCF_003477605.1_genomic	1.4585029
GCF_006739205.1_genomic	0.9409258
GCA_900543915.1_genomic	0.28318456
GCF_002834235.1_genomic	1.0075396
GCF_900636475.1_genomic	0.2611323
GCF_900167555.1_genomic	10.090256
GCA_017161075.1_genomic	0.5368042
GCF_014287675.1_genomic	1.0382023
GCF_015560805.1_genomic	1.1871132
GCF_015557635.1_genomic	20.26723
GCA_900548545.1_genomic	1.7250499
GCF_000160055.1_genomic	14.757832
GCA_019423445.1_genomic	0.22332613
GCA_900543485.1_genomic	0.9065269
GCA_003480725.1_genomic	5.089532
GCA_000020605.1_genomic	1.7098852
GCA_000980705.1_genomic	26.817867
GCA_025150745.1_genomic	2.3256755
GCF_000265365.1_genomic	2.8180892
GCF_000723465.1_genomic	0.6786541
GCF_023921805.1_genomic	22.310837
GCF_000024265.1_genomic	2.9069977
GCF_018408705.1_genomic	1.5062776
GCA_004000625.1_genomic	4.6829557
GCA_900757195.1_genomic	2.748541
GCF_000020225.1_genomic	6.345975
GCA_025145285.1_genomic	3.55157
GCA_003112755.1_genomic	5.5844617
GCF_003435375.1_genomic	4.1412024
GCF_000172175.1_genomic	5.879511
GCF_014333425.1_genomic	1.5534859
GCA_000433535.1_genomic	5.4012065
GCA_905200565.1_genomic	0.9343053
GCA_934281605.1_genomic	0.82050747
GCF_002959915.1_genomic	0.8299259
GCF_020215665.1_genomic	0.8886098
GCF_015560765.1_genomic	6.9422574
GCF_002160815.1_genomic	0.17873134
GCF_000466485.1_genomic	0.32830328
GCF_000332875.2_genomic	3.157473
GCA_900543625.1_genomic	19.734516
GCF_900291975.1_genomic	2.3792264
GCF_010120595.1_genomic	3.27805
GCA_018712945.1_genomic	0.53106624
GCF_006542685.1_genomic	19.896034
GCF_018918025.1_genomic	18.894073
GCA_025148125.1_genomic	17.806395
GCF_011405655.1_genomic	4.8589582
GCF_000158035.1_genomic	1.7977626
GCF_001061665.1_genomic	0.35144752
GCA_944384895.1_genomic	0.13474475
GCF_900199375.1_genomic	1.930079
GCA_904399395.1_genomic	0.5717976
GCA_900556785.1_genomic	0.4553471
GCA_018715905.1_genomic	0.25111917
