Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	True_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
mouse/SRR10078212_1.fastq.gz	refseq/bacteria/GCF_001945605.1/GCF_001945605.1_ASM194560v1_genomic.fna.gz	23.8651	7.4543	99.37	113.151	NA-NA	HIGH	NA-NA	77	78.089	7731/9406	99.37	NZ_MPKA01000006.1 Dubosiella newyorkensis strain NYU-BL-A4 NODE_100_length_1023_cov_1250.21_ID_199, whole genome shotgun sequence
mouse/SRR10078212_1.fastq.gz	refseq/bacteria/GCF_014131755.1/GCF_014131755.1_ASM1413175v1_genomic.fna.gz	20.7657	18.1361	98.54	98.456	NA-NA	HIGH	NA-NA	67	67.074	16983/26820	98.54	NZ_CP040530.1 Bacteroides thetaiotaomicron strain DSM 2079 chromosome, complete genome
mouse/SRR10078212_1.fastq.gz	refseq/bacteria/GCF_009731575.1/GCF_009731575.1_ASM973157v1_genomic.fna.gz	18.5962	7.4157	98.89	88.170	NA-NA	HIGH	NA-NA	60	60.148	8638/12198	98.89	NZ_AP021898.1 Akkermansia muciniphila strain JCM 30893 chromosome, complete genome
mouse/SRR10078212_1.fastq.gz	refseq/bacteria/GCF_000205025.1/GCF_000205025.1_ASM20502v1_genomic.fna.gz	6.1987	2.4317	98.83	29.390	NA-NA	HIGH	NA-NA	20	20.337	8386/12065	98.83	NZ_GL883674.1 Parasutterella excrementihominis YIT 11859 Scfld0, whole genome shotgun sequence
mouse/SRR10078212_1.fastq.gz	refseq/bacteria/GCF_943193215.1/GCF_943193215.1_Acetatifactor_sp_nov_DSM110981_genomic.fna.gz	6.1987	5.0500	98.97	29.390	NA-NA	HIGH	NA-NA	20	19.577	18426/25379	98.97	NZ_CALPDH010000001.1 Acetatifactor aquisgranensis strain DSM 110981 NODE_1_length_344054_cov_137.963963, whole genome shotgun sequence
mouse/SRR10078212_1.fastq.gz	refseq/viral/GCF_000841645.1/GCF_000841645.1_ViralProj14331_genomic.fna.gz	4.9590	0.0253	97.34	23.512	NA-NA	HIGH	NA-NA	16	16.756	78/180	97.34	NC_004066.1 Lactococcus phage ul36, complete genome
mouse/SRR10078212_1.fastq.gz	refseq/viral/GCF_000838885.1/GCF_000838885.1_ViralProj14111_genomic.fna.gz	4.6490	0.0229	96.44	22.042	NA-NA	HIGH	NA-NA	15	15.453	53/163	96.44	NC_002666.1 Lactococcus prophage bIL285, complete genome
mouse/SRR10078212_1.fastq.gz	refseq/viral/GCF_000838065.1/GCF_000838065.1_ViralProj14116_genomic.fna.gz	4.6138	0.0241	95.68	21.876	NA-NA	HIGH	NA-NA	14	14.886	44/173	95.68	NC_002747.1 Lactococcus phage TP901-1, complete genome
mouse/SRR10078212_1.fastq.gz	refseq/bacteria/GCF_000468955.1/GCF_000468955.1_ASM46895v1_genomic.fna.gz	4.1762	1.4042	98.29	19.801	NA-NA	HIGH	NA-NA	13	13.474	6091/10404	98.29	NC_022369.1 Lactococcus cremoris subsp. cremoris KW2, complete sequence
mouse/SRR10078212_1.fastq.gz	refseq/bacteria/GCF_910574005.1/GCF_910574005.1_MGBC000054_genomic.fna.gz	3.2414	1.5865	98.55	15.369	NA-NA	HIGH	NA-NA	10	10.458	9348/14694	98.55	NZ_CAJSZR010000001.1 Sangeribacter muris isolate A43_35.BI.DSS MGBC000054.1, whole genome shotgun sequence
mouse/SRR10078212_1.fastq.gz	refseq/bacteria/GCF_014058685.1/GCF_014058685.1_ASM1405868v1_genomic.fna.gz	1.2902	0.3488	99.91	6.117	NA-NA	HIGH	NA-NA	4	4.163	7802/8025	99.91	NZ_CP059055.1 Lactobacillus johnsonii strain NCK2677 chromosome, complete genome
mouse/SRR10078212_1.fastq.gz	refseq/bacteria/GCF_002201475.1/GCF_002201475.1_ASM220147v1_genomic.fna.gz	0.5850	0.3082	98.41	2.774	98.34-98.47	1.887	1.81-1.97	2	2.568	8152/15411	97.97	NZ_CP021422.1 Acutalibacter muris strain KB18 chromosome
mouse/SRR10078212_1.fastq.gz	refseq/bacteria/GCF_020463755.1/GCF_020463755.1_ASM2046375v1_genomic.fna.gz	0.2316	0.0779	98.71	1.098	98.52-98.86	0.747	0.70-0.81	1	1.731	4042/10207	97.06	NZ_CP059048.1 Lactococcus lactis strain LAC460 chromosome, complete genome
mouse/SRR10078212_1.fastq.gz	refseq/bacteria/GCF_003885045.1/GCF_003885045.1_ASM388504v1_genomic.fna.gz	0.1674	0.1512	97.18	0.794	96.96-97.35	0.540	0.50-0.58	1	1.726	4863/26798	94.64	NZ_RHJS01000002.1 Schaedlerella arabinosiphila strain DSM 106076 000000F_quiver_pilon, whole genome shotgun sequence
mouse/SRR10078212_1.fastq.gz	refseq/viral/GCF_000842505.1/GCF_000842505.1_ViralProj14338_genomic.fna.gz	0.1550	0.0008	98.22	0.735	96.68-100.55	0.500	0.21-0.82	1	1.826	46/167	95.93	NC_002668.1 Lactococcus prophage bIL309, complete genome
mouse/SRR10078212_1.fastq.gz	refseq/bacteria/GCF_002282915.1/GCF_002282915.1_ASM228291v1_genomic.fna.gz	0.0736	0.0205	97.82	0.349	97.27-98.41	0.238	0.20-0.28	1	1.130	935/8573	93.10	NZ_CP022544.1 Bifidobacterium pseudolongum strain UMB-MBP-01 chromosome, complete genome
mouse/SRR10078212_1.fastq.gz	refseq/bacteria/GCF_900102365.1/GCF_900102365.1_IMG-taxon_2634166354_annotated_assembly_genomic.fna.gz	0.0542	0.0222	97.90	0.257	97.27-98.32	0.175	0.15-0.21	1	1.101	1067/12568	92.35	NZ_FOIN01000088.1 Thomasclavelia cocleata strain DSM 1551, whole genome shotgun sequence
mouse/SRR10078212_1.fastq.gz	refseq/bacteria/GCF_949738545.1/GCF_949738545.1_iMGMC-109_1678881716_genomic.fna.gz	0.0497	0.0271	98.91	0.236	98.45-99.32	0.160	0.14-0.18	1	1.093	1830/16898	93.08	NZ_CATJBT010000001.1 MAG: Parablautia intestinalis isolate iMGMC-109_1678881716 MegahitA5_1061014, whole genome shotgun sequence
mouse/SRR10078212_1.fastq.gz	refseq/bacteria/GCF_001689125.2/GCF_001689125.2_ASM168912v2_genomic.fna.gz	0.0396	0.0281	99.19	0.188	98.72-99.58	0.128	0.11-0.15	1	1.097	2101/21990	92.71	NZ_CP015405.2 Blautia pseudococcoides strain YL58 chromosome, complete genome
mouse/SRR10078212_1.fastq.gz	refseq/bacteria/GCF_000709415.1/GCF_000709415.1_ASM70941v1_genomic.fna.gz	0.0393	0.0150	99.36	0.186	98.81-99.91	0.127	0.11-0.15	1	1.072	1167/11716	92.83	NZ_CP008724.1 Staphylococcus xylosus strain SMQ-121 chromosome, complete genome
mouse/SRR10078212_1.fastq.gz	refseq/bacteria/GCF_900015215.1/GCF_900015215.1_CRIB_assembly_V1_genomic.fna.gz	0.0288	0.0103	98.54	0.136	97.37-99.47	0.093	0.07-0.13	1	1.060	616/10684	91.21	NZ_LN555523.1 Romboutsia ilealis strain CRIB chromosome 1
mouse/SRR10078212_1.fastq.gz	refseq/bacteria/GCF_000393015.1/GCF_000393015.1_Ente_faec_T5_V1_genomic.fna.gz	0.0217	0.0086	98.11	0.103	96.89-99.38	0.070	0.05-0.10	1	1.036	475/12389	90.01	NZ_KB944666.1 Enterococcus faecalis EnGen0336 strain T5 acAro-supercont1.1, whole genome shotgun sequence
mouse/SRR10078209_1.fastq.gz	refseq/bacteria/GCF_014131755.1/GCF_014131755.1_ASM1413175v1_genomic.fna.gz	41.4452	39.1638	98.54	128.827	NA-NA	HIGH	NA-NA	87	87.422	16992/26820	98.54	NZ_CP040530.1 Bacteroides thetaiotaomicron strain DSM 2079 chromosome, complete genome
mouse/SRR10078209_1.fastq.gz	refseq/bacteria/GCF_009731575.1/GCF_009731575.1_ASM973157v1_genomic.fna.gz	13.3387	5.7551	98.88	41.462	NA-NA	HIGH	NA-NA	28	28.722	8615/12198	98.88	NZ_AP021898.1 Akkermansia muciniphila strain JCM 30893 chromosome, complete genome
mouse/SRR10078209_1.fastq.gz	refseq/bacteria/GCF_000205025.1/GCF_000205025.1_ASM20502v1_genomic.fna.gz	8.0985	3.4374	98.83	25.173	NA-NA	HIGH	NA-NA	17	17.348	8386/12065	98.83	NZ_GL883674.1 Parasutterella excrementihominis YIT 11859 Scfld0, whole genome shotgun sequence
mouse/SRR10078209_1.fastq.gz	refseq/viral/GCF_000838885.1/GCF_000838885.1_ViralProj14111_genomic.fna.gz	7.1457	0.0381	96.67	22.212	NA-NA	HIGH	NA-NA	15	15.439	57/163	96.67	NC_002666.1 Lactococcus prophage bIL285, complete genome
mouse/SRR10078209_1.fastq.gz	refseq/viral/GCF_000841645.1/GCF_000841645.1_ViralProj14331_genomic.fna.gz	6.7739	0.0374	97.50	21.056	NA-NA	HIGH	NA-NA	14	14.220	82/180	97.50	NC_004066.1 Lactococcus phage ul36, complete genome
mouse/SRR10078209_1.fastq.gz	refseq/bacteria/GCF_000468955.1/GCF_000468955.1_ASM46895v1_genomic.fna.gz	5.9547	2.1663	98.57	18.509	NA-NA	HIGH	NA-NA	12	12.500	6665/10404	98.57	NC_022369.1 Lactococcus cremoris subsp. cremoris KW2, complete sequence
mouse/SRR10078209_1.fastq.gz	refseq/viral/GCF_000838065.1/GCF_000838065.1_ViralProj14116_genomic.fna.gz	5.5947	0.0316	95.61	17.390	NA-NA	HIGH	NA-NA	11	11.744	43/173	95.61	NC_002747.1 Lactococcus phage TP901-1, complete genome
mouse/SRR10078209_1.fastq.gz	refseq/bacteria/GCF_001945605.1/GCF_001945605.1_ASM194560v1_genomic.fna.gz	4.2713	1.4435	99.37	13.277	NA-NA	HIGH	NA-NA	9	8.966	7744/9406	99.37	NZ_MPKA01000006.1 Dubosiella newyorkensis strain NYU-BL-A4 NODE_100_length_1023_cov_1250.21_ID_199, whole genome shotgun sequence
mouse/SRR10078209_1.fastq.gz	refseq/bacteria/GCF_943193215.1/GCF_943193215.1_Acetatifactor_sp_nov_DSM110981_genomic.fna.gz	3.5647	3.1422	98.90	11.081	NA-NA	HIGH	NA-NA	7	7.483	18029/25379	98.90	NZ_CALPDH010000001.1 Acetatifactor aquisgranensis strain DSM 110981 NODE_1_length_344054_cov_137.963963, whole genome shotgun sequence
mouse/SRR10078209_1.fastq.gz	refseq/bacteria/GCF_910574005.1/GCF_910574005.1_MGBC000054_genomic.fna.gz	1.0897	0.5771	98.49	3.387	98.43-98.54	2.288	2.19-2.40	2	2.608	8317/14694	98.18	NZ_CAJSZR010000001.1 Sangeribacter muris isolate A43_35.BI.DSS MGBC000054.1, whole genome shotgun sequence
mouse/SRR10078209_1.fastq.gz	refseq/bacteria/GCF_014058685.1/GCF_014058685.1_ASM1405868v1_genomic.fna.gz	0.9936	0.2906	99.99	3.089	99.95-100.06	2.086	1.96-2.17	2	2.530	7060/8025	99.59	NZ_CP059055.1 Lactobacillus johnsonii strain NCK2677 chromosome, complete genome
mouse/SRR10078209_1.fastq.gz	refseq/bacteria/GCF_002282915.1/GCF_002282915.1_ASM228291v1_genomic.fna.gz	0.6215	0.1871	98.23	1.932	98.11-98.34	1.305	1.22-1.41	2	1.793	3635/8573	97.27	NZ_CP022544.1 Bifidobacterium pseudolongum strain UMB-MBP-01 chromosome, complete genome
mouse/SRR10078209_1.fastq.gz	refseq/viral/GCF_000842505.1/GCF_000842505.1_ViralProj14338_genomic.fna.gz	0.4446	0.0025	95.67	1.382	94.93-98.08	0.933	0.35-1.67	2	2.031	32/167	94.81	NC_002668.1 Lactococcus prophage bIL309, complete genome
mouse/SRR10078209_1.fastq.gz	refseq/bacteria/GCF_020463755.1/GCF_020463755.1_ASM2046375v1_genomic.fna.gz	0.3510	0.1277	97.97	1.091	97.78-98.14	0.737	0.68-0.79	1	1.577	2997/10207	96.12	NZ_CP059048.1 Lactococcus lactis strain LAC460 chromosome, complete genome
