Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
chng_reads/SRR1950698_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/003/030/305/GCF_003030305.1_genomic.fna.gz	100.0000	100.0000	95.33	0.691	95.01-95.59	0.691	0.60-0.79	2	2.738	1405/10561	93.70	NZ_CP023676.1 Cutibacterium acnes strain ATCC 6919 chromosome, complete genome
chng_reads/SRR1950700_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/003/030/305/GCF_003030305.1_genomic.fna.gz	100.0000	100.0000	98.01	0.515	97.78-98.32	0.515	0.45-0.56	2	2.316	2696/10561	95.69	NZ_CP023676.1 Cutibacterium acnes strain ATCC 6919 chromosome, complete genome
chng_reads/SRR1950696_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/003/030/305/GCF_003030305.1_genomic.fna.gz	100.0000	100.0000	97.96	0.471	97.71-98.35	0.471	0.41-0.51	2	2.277	2425/10561	95.36	NZ_CP023676.1 Cutibacterium acnes strain ATCC 6919 chromosome, complete genome
chng_reads/SRR1950688_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/003/030/305/GCF_003030305.1_genomic.fna.gz	100.0000	100.0000	95.65	0.462	95.17-96.04	0.462	0.39-0.54	1	1.877	1107/10561	92.98	NZ_CP023676.1 Cutibacterium acnes strain ATCC 6919 chromosome, complete genome
chng_reads/SRR1950686_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/003/030/305/GCF_003030305.1_genomic.fna.gz	100.0000	100.0000	96.48	0.455	96.13-96.81	0.455	0.40-0.51	1	1.876	1472/10561	93.84	NZ_CP023676.1 Cutibacterium acnes strain ATCC 6919 chromosome, complete genome
chng_reads/SRR1950690_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/003/030/305/GCF_003030305.1_genomic.fna.gz	100.0000	100.0000	98.34	0.540	98.11-98.56	0.540	0.49-0.59	2	2.371	2964/10561	95.98	NZ_CP023676.1 Cutibacterium acnes strain ATCC 6919 chromosome, complete genome
chng_reads/SRR1950692_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/003/030/305/GCF_003030305.1_genomic.fna.gz	100.0000	100.0000	98.01	0.612	97.80-98.21	0.612	0.55-0.66	2	2.525	3009/10561	96.03	NZ_CP023676.1 Cutibacterium acnes strain ATCC 6919 chromosome, complete genome
chng_reads/SRR1950694_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/003/030/305/GCF_003030305.1_genomic.fna.gz	100.0000	100.0000	99.57	0.559	99.36-99.73	0.559	0.53-0.60	1	1.841	4452/10561	97.25	NZ_CP023676.1 Cutibacterium acnes strain ATCC 6919 chromosome, complete genome
chng_reads/SRR1950702_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/003/030/305/GCF_003030305.1_genomic.fna.gz	56.5033	26.5679	98.34	0.374	98.04-98.67	0.374	0.33-0.42	2	2.271	2334/10561	95.25	NZ_CP023676.1 Cutibacterium acnes strain ATCC 6919 chromosome, complete genome
chng_reads/SRR1950702_1.fastq.gz	../sylph-test/refs/m.globosa.fa	43.4967	73.4321	98.96	0.288	98.77-99.13	0.288	0.27-0.31	1	1.382	7369/38437	94.81	NW_001849832.1 Malassezia globosa CBS 7966 MGL_SF_1028.1, whole genome shotgun sequence
chng_reads/SRR1950697_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/003/030/305/GCF_003030305.1_genomic.fna.gz	91.9094	92.0810	99.93	158.000	NA-NA	HIGH	NA-NA	158	150.786	10323/10561	99.93	NZ_CP023676.1 Cutibacterium acnes strain ATCC 6919 chromosome, complete genome
chng_reads/SRR1950697_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/900/186/975/GCF_900186975.1_genomic.fna.gz	5.7937	5.0607	98.70	9.960	NA-NA	HIGH	NA-NA	11	9.960	6215/9335	98.70	NZ_LT906441.1 Cutibacterium granulosum strain NCTC11865 chromosome 1, complete sequence
chng_reads/SRR1950697_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/006/742/205/GCF_006742205.1_genomic.fna.gz	0.5775	0.5628	98.28	0.993	98.14-98.40	0.993	0.93-1.06	1	1.747	3782/10141	96.87	NZ_AP019721.1 Staphylococcus epidermidis strain NBRC 100911 chromosome, complete genome
chng_reads/SRR1950697_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/025/144/025/GCA_025144025.1_genomic.fna.gz	0.4016	0.3930	95.70	0.690	95.43-95.97	0.690	0.61-0.76	1	1.441	1361/10464	93.63	JALXWS010000001.1 Corynebacterium sp. p3-SID1241 1, whole genome shotgun sequence
chng_reads/SRR1950697_1.fastq.gz	../sylph-test/refs/m.restrica.fa	0.3110	0.9203	99.57	0.535	99.47-99.68	0.535	0.51-0.55	1	1.313	11638/31580	96.83	NC_040193.1 Malassezia restricta chromosome I, complete sequence
chng_reads/SRR1950697_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/002/154/655/GCA_002154655.1_genomic.fna.gz	0.3086	0.3257	98.27	0.530	98.08-98.49	0.530	0.47-0.56	1	1.370	2782/11377	95.56	NGUZ01000099.1 Corynebacterium kefirresidentii strain SB NODE_100_length_416_cov_1.26316, whole genome shotgun sequence
chng_reads/SRR1950697_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/943/913/325/GCA_943913325.1_genomic.fna.gz	0.1468	0.0952	96.88	0.252	96.25-97.59	0.252	0.19-0.31	1	1.131	596/6976	92.37	CALTXP010000001.1 MAG: uncultured Anaerococcus sp. isolate 6yKHr9xZmp_bin.1.MAG genome assembly, contig: NODE_26_length_51505_cov_17.328980, whole genome shotgun sequence
chng_reads/SRR1950697_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/943/913/135/GCA_943913135.1_genomic.fna.gz	0.1383	0.0693	100.00	0.238	99.71-100.62	0.238	0.20-0.27	1	1.126	1207/5380	95.29	CALTVE010000001.1 MAG: uncultured Francisella sp. isolate ohiRvGc4sK_bin.2.MAG genome assembly, contig: NODE_1_length_560222_cov_54.635273, whole genome shotgun sequence
chng_reads/SRR1950697_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/001/027/105/GCF_001027105.1_genomic.fna.gz	0.1313	0.1467	98.32	0.226	97.94-98.83	0.226	0.19-0.25	1	1.130	1449/11892	93.44	NZ_CP011526.1 Staphylococcus aureus strain DSM 20231 chromosome, complete genome
chng_reads/SRR1950697_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/943/914/355/GCA_943914355.1_genomic.fna.gz	0.0724	0.0687	98.06	0.124	97.07-98.87	0.124	0.09-0.16	1	1.083	674/10321	91.57	CALUBS010000001.1 MAG: uncultured Corynebacterium sp. isolate DkUVb703po_bin.1.MAG genome assembly, contig: NODE_4_length_131373_cov_15.617037, whole genome shotgun sequence
chng_reads/SRR1950697_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/003/241/315/GCA_003241315.1_genomic.fna.gz	0.0394	0.0252	100.00	0.068	99.12-101.90	0.068	0.04-0.09	1	1.017	520/6894	92.00	QFOZ01000001.1 MAG: Lawsonella clevelandensis isolate S2_006_000_R1_57 S2_006_000_R1_scaffold_1, whole genome shotgun sequence
chng_reads/SRR1950697_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/001/553/955/GCF_001553955.1_genomic.fna.gz	0.0374	0.0397	96.43	0.064	94.52-98.12	0.064	0.03-0.10	1	1.040	226/10949	88.23	NZ_CP014234.1 Moraxella osloensis strain CCUG 350 chromosome, complete genome
chng_reads/SRR1950697_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/943/912/665/GCA_943912665.1_genomic.fna.gz	0.0361	0.0346	97.25	0.062	95.39-99.11	0.062	0.03-0.11	1	1.056	268/10309	88.89	CALTVG010000001.1 MAG: uncultured Corynebacterium sp. isolate zv17sAsFyx_bin.4.MAG genome assembly, contig: NODE_35_length_110290_cov_17.005924, whole genome shotgun sequence
chng_reads/SRR1950697_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/000/023/205/GCF_000023205.1_genomic.fna.gz	0.0351	0.0353	98.05	0.060	96.61-99.95	0.060	0.03-0.09	1	1.029	341/10484	89.54	NC_012803.1 Micrococcus luteus NCTC 2665, complete sequence
chng_reads/SRR1950697_1.fastq.gz	../sylph-test/refs/m.globosa.fa	0.0316	0.1136	98.78	0.054	97.89-99.67	0.054	0.04-0.07	1	1.107	1430/38437	89.93	NW_001849832.1 Malassezia globosa CBS 7966 MGL_SF_1028.1, whole genome shotgun sequence
chng_reads/SRR1950697_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/007/641/235/GCF_007641235.1_genomic.fna.gz	0.0298	0.0283	98.89	0.051	97.55-100.39	0.051	0.03-0.08	1	1.060	365/10084	89.85	NZ_CP038157.1 Corynebacterium sanguinis strain CCUG 58655 chromosome, complete genome
chng_reads/SRR1950689_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/000/369/045/GCF_000369045.1_genomic.fna.gz	58.2692	65.3505	98.28	32.000	NA-NA	HIGH	NA-NA	32	32.210	9560/16395	98.28	NZ_KB849785.1 Acinetobacter pittii ATCC 19004 = CIP 70.29 acLZE-supercont1.1, whole genome shotgun sequence
chng_reads/SRR1950689_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/003/030/305/GCF_003030305.1_genomic.fna.gz	24.2583	17.7217	99.87	13.322	NA-NA	HIGH	NA-NA	13	13.322	10151/10561	99.87	NZ_CP023676.1 Cutibacterium acnes strain ATCC 6919 chromosome, complete genome
chng_reads/SRR1950689_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/006/757/745/GCF_006757745.1_genomic.fna.gz	9.6517	9.7044	98.49	5.300	NA-NA	HIGH	NA-NA	5	5.300	9093/14584	98.49	NZ_AP019740.1 Acinetobacter radioresistens DSM 6976 = NBRC 102413 = CIP 103788 strain NBRC 102413 chromosome, complete genome
chng_reads/SRR1950689_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/019/056/515/GCF_019056515.1_genomic.fna.gz	2.2660	2.3840	97.03	1.244	96.94-97.11	1.244	1.17-1.31	2	1.767	4434/15685	96.01	NZ_CP064873.1 Microbacterium paraoxydans strain 70447 chromosome, complete genome
chng_reads/SRR1950689_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/000/023/205/GCF_000023205.1_genomic.fna.gz	2.0433	1.4964	98.35	1.122	98.20-98.46	1.122	1.05-1.21	2	1.890	4282/10484	97.15	NC_012803.1 Micrococcus luteus NCTC 2665, complete sequence
chng_reads/SRR1950689_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/006/742/205/GCF_006742205.1_genomic.fna.gz	0.7459	0.5301	99.06	0.410	98.86-99.38	0.410	0.36-0.44	1	1.241	2593/10141	95.70	NZ_AP019721.1 Staphylococcus epidermidis strain NBRC 100911 chromosome, complete genome
