Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	True_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
mouse/SRR10078209_1.fastq.gz	imgvr_reps.fna	39.3115	15.9100	98.83	3756.714	NA-NA	HIGH	NA-NA	2537	2267.770	274/395	98.83	IMGVR_UViG_3300045988_011025|3300045988|Ga0495776_018947
mouse/SRR10078209_1.fastq.gz	imgvr_reps.fna	7.0813	0.3851	96.01	676.712	NA-NA	HIGH	NA-NA	457	484.733	15/53	96.01	IMGVR_UViG_3300006201_000159|3300006201|Ga0081180_1001215
mouse/SRR10078209_1.fastq.gz	imgvr_reps.fna	2.8511	0.6155	97.13	272.462	NA-NA	HIGH	NA-NA	184	167.723	83/205	97.13	IMGVR_UViG_3300006523_000008|3300006523|Ga0101039_100344
mouse/SRR10078209_1.fastq.gz	imgvr_reps.fna	2.7891	0.2045	99.56	266.539	NA-NA	HIGH	NA-NA	180	158.623	61/70	99.56	IMGVR_UViG_7000000100_000040|7000000100|SRS018817_WUGC_scaffold_20896
mouse/SRR10078209_1.fastq.gz	imgvr_reps.fna	1.7665	0.0958	96.33	168.808	NA-NA	HIGH	NA-NA	114	115.250	16/51	96.33	IMGVR_UViG_3300029490_000142|3300029490|Ga0244171_102740
mouse/SRR10078209_1.fastq.gz	imgvr_reps.fna	1.7355	0.0988	100.00	165.846	NA-NA	HIGH	NA-NA	112	111.379	66/66	100.00	IMGVR_UViG_7000000036_000058|7000000036|SRS049164_WUGC_scaffold_73047
mouse/SRR10078209_1.fastq.gz	imgvr_reps.fna	1.6270	0.1517	96.38	155.481	NA-NA	HIGH	NA-NA	105	105.909	22/69	96.38	IMGVR_UViG_3300029374_000102|3300029374|Ga0243945_1001315
mouse/SRR10078209_1.fastq.gz	imgvr_reps.fna	1.5805	0.2147	95.50	151.039	NA-NA	HIGH	NA-NA	102	101.400	30/125	95.50	IMGVR_UViG_3300008360_000272|3300008360|Ga0114875_1001107
mouse/SRR10078209_1.fastq.gz	imgvr_reps.fna	1.5805	0.2372	99.92	151.039	NA-NA	HIGH	NA-NA	102	101.890	118/121	99.92	IMGVR_UViG_3300045988_086986|3300045988|Ga0495776_038333
mouse/SRR10078209_1.fastq.gz	imgvr_reps.fna	1.5495	0.1565	95.42	148.077	NA-NA	HIGH	NA-NA	100	101.167	18/77	95.42	IMGVR_UViG_3300023493_000106|3300023493|Ga0257031_101210
mouse/SRR10078209_1.fastq.gz	imgvr_reps.fna	1.4411	0.0774	96.58	137.712	NA-NA	HIGH	NA-NA	93	91.944	18/53	96.58	IMGVR_UViG_3300014752_000092|3300014752|Ga0169821_100084|2-11662
