Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	True_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
single.1.fq	gtdb_genomes_reps_r214/database/GCF/000/011/065/GCF_000011065.1_genomic.fna.gz	17.0308	33.0658	98.53	59.589	NA-NA	HIGH	NA-NA	41	41.469	16898/26733	98.53	NC_004663.1 Bacteroides thetaiotaomicron VPI-5482, complete sequence
single.1.fq	gtdb_genomes_reps_r214/database/GCA/013/316/055/GCA_013316055.1_genomic.fna.gz	13.7077	5.1087	98.41	47.962	NA-NA	HIGH	NA-NA	33	33.521	3220/5288	98.41	WSNM01000066.1 MAG: Clostridia bacterium isolate RACS_050 NODE_1014_length_2371_cov_7.129032, whole genome shotgun sequence
single.1.fq	gtdb_genomes_reps_r214/database/GCF/001/591/705/GCF_001591705.1_genomic.fna.gz	10.3846	7.5097	98.18	36.335	NA-NA	HIGH	NA-NA	25	24.378	5711/10086	98.18	NZ_BCVK01000001.1 Lactococcus lactis subsp. cremoris NBRC 100676, whole genome shotgun sequence
single.1.fq	gtdb_genomes_reps_r214/database/GCA/910/587/645/GCA_910587645.1_genomic.fna.gz	9.5538	7.4452	99.99	33.428	NA-NA	HIGH	NA-NA	23	23.032	10972/10993	99.99	CAJUNA010000001.1 TPA_asm: uncultured Oscillospiraceae bacterium isolate MGBC162040 genome assembly, contig: MGBC162040.1, whole genome shotgun sequence
single.1.fq	gtdb_genomes_reps_r214/database/GCA/910/587/685/GCA_910587685.1_genomic.fna.gz	9.1385	4.9928	99.06	31.975	NA-NA	HIGH	NA-NA	22	22.510	5724/7664	99.06	CAJUMY010000001.1 TPA_asm: uncultured Christensenellaceae bacterium isolate MGBC161649 genome assembly, contig: MGBC161649.1, whole genome shotgun sequence
single.1.fq	gtdb_genomes_reps_r214/database/GCF/000/020/225/GCF_000020225.1_genomic.fna.gz	4.7400	3.8958	99.08	16.585	NA-NA	HIGH	NA-NA	11	11.411	8558/11412	99.08	NC_010655.1 Akkermansia muciniphila ATCC BAA-835, complete sequence
single.1.fq	gtdb_genomes_reps_r214/database/GCA/910/587/595/GCA_910587595.1_genomic.fna.gz	4.1083	2.6435	98.66	14.375	NA-NA	HIGH	NA-NA	10	9.890	5900/8964	98.66	CAJULQ010000001.1 TPA_asm: uncultured Christensenellaceae bacterium isolate MGBC158044 genome assembly, contig: MGBC158044.1, whole genome shotgun sequence
single.1.fq	gtdb_genomes_reps_r214/database/GCF/000/205/025/GCF_000205025.1_genomic.fna.gz	3.5836	3.1306	98.83	12.539	NA-NA	HIGH	NA-NA	8	8.627	8378/12065	98.83	NZ_GL883674.1 Parasutterella excrementihominis YIT 11859 Scfld0, whole genome shotgun sequence
single.1.fq	gtdb_genomes_reps_r214/database/GCF/000/159/355/GCF_000159355.1_genomic.fna.gz	3.0465	1.6734	95.02	10.659	NA-NA	HIGH	NA-NA	7	7.334	1568/7641	95.02	NZ_GG670151.1 Lactobacillus johnsonii ATCC 33200 SCAFFOLD32, whole genome shotgun sequence
single.1.fq	gtdb_genomes_reps_r214/database/GCA/910/589/675/GCA_910589675.1_genomic.fna.gz	2.5970	1.3492	97.37	9.087	NA-NA	HIGH	NA-NA	6	6.252	3138/7173	97.37	CAJUTO010000001.1 uncultured Lactobacillus sp. isolate MGBC166701 genome assembly, contig: MGBC166701.1, whole genome shotgun sequence
single.1.fq	gtdb_genomes_reps_r214/database/GCF/001/945/605/GCF_001945605.1_genomic.fna.gz	1.7528	1.2192	99.15	6.133	NA-NA	HIGH	NA-NA	4	4.220	7230/9406	99.15	NZ_MPKA01000006.1 Dubosiella newyorkensis strain NYU-BL-A4 NODE_100_length_1023_cov_1250.21_ID_199, whole genome shotgun sequence
single.1.fq	gtdb_genomes_reps_r214/database/GCA/910/579/785/GCA_910579785.1_genomic.fna.gz	1.4311	0.8170	98.90	5.007	NA-NA	HIGH	NA-NA	3	3.445	5636/7937	98.90	CAJTVJ010000001.1 TPA_asm: uncultured Christensenella sp. isolate MGBC114095 genome assembly, contig: MGBC114095.1, whole genome shotgun sequence
single.1.fq	gtdb_genomes_reps_r214/database/GCA/003/612/485/GCA_003612485.1_genomic.fna.gz	1.2877	1.9708	98.48	4.506	NA-NA	HIGH	NA-NA	3	3.100	13393/21532	98.48	RAZA01000099.1 Bacterium D16-50 strain D16-50 Scaffold100_1, whole genome shotgun sequence
single.1.fq	gtdb_genomes_reps_r214/database/GCA/910/585/815/GCA_910585815.1_genomic.fna	0.7068	0.7082	100.00	2.473	99.96-100.07	1.702	1.63-1.78	2	2.305	11487/13844	99.40	CAJUFJ010000001.1 TPA_asm: uncultured Oscillospiraceae bacterium isolate MGBC131434 genome assembly, contig: MGBC131434.1, whole genome shotgun sequence
single.1.fq	gtdb_genomes_reps_r214/database/GCA/910/586/125/GCA_910586125.1_genomic.fna.gz	0.6923	0.6586	99.64	2.422	99.58-99.69	1.667	1.60-1.73	2	2.119	9868/13498	98.99	CAJUHP010000001.1 TPA_asm: uncultured Lachnospiraceae bacterium isolate MGBC129472 genome assembly, contig: MGBC129472.1, whole genome shotgun sequence
single.1.fq	gtdb_genomes_reps_r214/database/GCA/910/587/835/GCA_910587835.1_genomic.fna.gz	0.5620	0.5242	99.95	1.966	99.89-100.00	1.353	1.30-1.39	2	1.878	9561/12963	99.02	CAJUNQ010000001.1 TPA_asm: uncultured Oscillospiraceae bacterium isolate MGBC162081 genome assembly, contig: MGBC162081.1, whole genome shotgun sequence
single.1.fq	gtdb_genomes_reps_r214/database/GCA/910/585/615/GCA_910585615.1_genomic.fna.gz	0.5576	0.8496	95.33	1.951	95.23-95.47	1.342	1.25-1.43	2	1.984	3609/21268	94.44	CAJUFO010000001.1 TPA_asm: uncultured Acetatifactor sp. isolate MGBC129547 genome assembly, contig: MGBC129547.1, whole genome shotgun sequence
single.1.fq	gtdb_genomes_reps_r214/database/GCA/910/585/425/GCA_910585425.1_genomic.fna.gz	0.5439	0.9253	97.51	1.903	97.43-97.58	1.309	1.26-1.36	2	1.962	7917/23444	96.56	CAJUCP010000001.1 TPA_asm: uncultured Acetatifactor sp. isolate MGBC130908 genome assembly, contig: MGBC130908.1, whole genome shotgun sequence
single.1.fq	gtdb_genomes_reps_r214/database/GCA/910/588/005/GCA_910588005.1_genomic.fna.gz	0.5130	0.4325	99.79	1.795	99.72-99.85	1.235	1.19-1.28	2	1.816	7919/11794	98.72	CAJUQM010000001.1 TPA_asm: uncultured Oscillibacter sp. isolate MGBC163303 genome assembly, contig: MGBC163303.1, whole genome shotgun sequence
single.1.fq	gtdb_genomes_reps_r214/database/GCA/910/578/065/GCA_910578065.1_genomic.fna.gz	0.5046	0.2986	100.00	1.765	99.94-100.09	1.215	1.15-1.26	2	1.889	5821/8166	98.91	CAJTPB010000001.1 TPA_asm: uncultured Christensenella sp. isolate MGBC107413 genome assembly, contig: MGBC107413.1, whole genome shotgun sequence
single.1.fq	gtdb_genomes_reps_r214/database/GCA/022/791/945/GCA_022791945.1_genomic.fna.gz	0.4854	0.4112	99.80	1.699	99.74-99.88	1.169	1.12-1.21	1	1.726	7409/11299	98.65	JAAVZY010000093.1 MAG: Oscillospiraceae bacterium isolate ABMPRH_114_1 k141_1001965, whole genome shotgun sequence
single.1.fq	gtdb_genomes_reps_r214/database/GCA/910/585/355/GCA_910585355.1_genomic.fna.gz	0.4555	0.4005	99.74	1.594	99.66-99.82	1.097	1.05-1.13	1	1.659	7716/12410	98.48	CAJUDN010000001.1 TPA_asm: uncultured Lachnospiraceae bacterium isolate MGBC131109 genome assembly, contig: MGBC131109.1, whole genome shotgun sequence
single.1.fq	gtdb_genomes_reps_r214/database/GCA/910/585/405/GCA_910585405.1_genomic.fna.gz	0.4472	0.4146	99.90	1.565	99.82-99.97	1.077	1.03-1.12	1	1.671	8460/13070	98.61	CAJUDO010000001.1 TPA_asm: uncultured Peptococcaceae bacterium isolate MGBC129548 genome assembly, contig: MGBC129548.1, whole genome shotgun sequence
single.1.fq	gtdb_genomes_reps_r214/database/GCF/900/099/625/GCF_900099625.1_genomic.fna.gz	0.4362	0.3384	98.62	1.526	98.48-98.74	1.050	0.98-1.14	2	1.460	5247/10807	97.70	NZ_FMTF01000051.1 Lactococcus lactis strain ATCC 19435, whole genome shotgun sequence
single.1.fq	gtdb_genomes_reps_r214/database/GCA/910/587/755/GCA_910587755.1_genomic.fna.gz	0.4339	0.3908	99.91	1.518	99.85-100.00	1.045	1.01-1.08	1	1.649	8054/12596	98.57	CAJUNZ010000001.1 TPA_asm: uncultured Acetatifactor sp. isolate MGBC162151 genome assembly, contig: MGBC162151.1, whole genome shotgun sequence
single.1.fq	gtdb_genomes_reps_r214/database/GCA/910/588/175/GCA_910588175.1_genomic.fna.gz	0.4259	0.3169	99.81	1.490	99.73-99.91	1.025	0.98-1.07	1	1.672	6363/10381	98.43	CAJUQQ010000001.1 TPA_asm: uncultured Oscillibacter sp. isolate MGBC163329 genome assembly, contig: MGBC163329.1, whole genome shotgun sequence
single.1.fq	gtdb_genomes_reps_r214/database/GCA/910/584/235/GCA_910584235.1_genomic.fna.gz	0.4043	0.5877	99.16	1.415	99.08-99.25	0.973	0.93-1.01	1	1.633	9898/20384	97.70	CAJTZD010000001.1 TPA_asm: uncultured Acetatifactor sp. isolate MGBC113998 genome assembly, contig: MGBC113998.1, whole genome shotgun sequence
single.1.fq	gtdb_genomes_reps_r214/database/GCA/000/403/315/GCA_000403315.2_genomic.fna.gz	0.3839	0.6204	98.83	1.343	98.73-98.92	0.924	0.89-0.97	1	1.634	9066/21127	97.31	KE159636.1 Lachnospiraceae bacterium A2 genomic scaffold acPFL-supercont1.1, whole genome shotgun sequence
single.1.fq	gtdb_genomes_reps_r214/database/GCA/910/587/905/GCA_910587905.1_genomic.fna.gz	0.3771	0.3798	99.89	1.320	99.81-99.98	0.908	0.87-0.94	1	1.546	8151/13944	98.28	CAJUOF010000001.1 TPA_asm: uncultured Lachnospiraceae bacterium isolate MGBC162097 genome assembly, contig: MGBC162097.1, whole genome shotgun sequence
single.1.fq	gtdb_genomes_reps_r214/database/GCA/910/579/675/GCA_910579675.1_genomic.fna.gz	0.3591	0.2938	99.76	1.256	99.65-99.88	0.864	0.82-0.91	1	1.515	6141/11274	98.06	CAJTUF010000001.1 TPA_asm: uncultured Muribaculaceae bacterium isolate MGBC114255 genome assembly, contig: MGBC114255.1, whole genome shotgun sequence
