Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	True_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
../wallen_disk/reads/SRR19064322_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/009/494/135/GCF_009494135.1_genomic.fna.gz	11.9383	11.8102	98.70	155.574	NA-NA	HIGH	NA-NA	109	118.252	9672/14513	98.70	NZ_VZCN01000152.1 Prevotella copri strain iAK278 NODE_100_length_10823_cov_4.92608_ID_291, whole genome shotgun sequence
../wallen_disk/reads/SRR19064322_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/000/723/465/GCF_000723465.1_genomic.fna.gz	10.6240	9.0976	98.10	138.446	NA-NA	HIGH	NA-NA	97	99.592	6823/12361	98.10	NZ_HF545616.1 Ruminococcus bicirculans strain 80/3 chromosome I, complete sequence
../wallen_disk/reads/SRR19064322_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/000/154/465/GCF_000154465.1_genomic.fna.gz	4.3810	3.2236	98.52	57.091	NA-NA	HIGH	NA-NA	40	40.347	6750/10726	98.52	NZ_DS499581.1 Alistipes putredinis DSM 17216 Scfld_02_11, whole genome shotgun sequence
../wallen_disk/reads/SRR19064322_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/000/432/435/GCA_000432435.1_genomic.fna.gz	3.8334	2.0814	98.72	49.955	NA-NA	HIGH	NA-NA	35	36.678	5458/8129	98.72	HF993111.1 Eubacterium sp. CAG:180 genomic scaffold, scf4, whole genome shotgun sequence
../wallen_disk/reads/SRR19064322_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/000/432/375/GCA_000432375.1_genomic.fna.gz	3.2858	1.7809	98.57	42.818	NA-NA	HIGH	NA-NA	30	31.562	5198/8123	98.57	HF985662.1 Firmicutes bacterium CAG:103 genomic scaffold, scf1, whole genome shotgun sequence
../wallen_disk/reads/SRR19064322_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/020/735/465/GCF_020735465.1_genomic.fna.gz	3.0667	2.1769	96.62	39.964	NA-NA	HIGH	NA-NA	28	28.966	3575/10375	96.62	NZ_CP085935.1 Collinsella stercoris DSM 13279 strain FDAARGOS_1572 chromosome, complete genome
../wallen_disk/reads/SRR19064322_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/900/545/585/GCA_900545585.1_genomic.fna.gz	3.0667	1.9530	98.24	39.964	NA-NA	HIGH	NA-NA	28	28.240	5516/9555	98.24	UQZR01000001.1 uncultured Clostridiales bacterium isolate UMGS792 genome assembly, contig: NODE_33_length_162773_cov_8.912764, whole genome shotgun sequence
../wallen_disk/reads/SRR19064322_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/000/260/715/GCF_000260715.1_genomic.fna.gz	2.9572	1.6487	96.88	38.537	NA-NA	HIGH	NA-NA	27	28.312	3075/8207	96.88	NC_017834.1 Bifidobacterium animalis subsp. animalis ATCC 25527, complete sequence
../wallen_disk/reads/SRR19064322_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/023/921/805/GCF_023921805.1_genomic.fna.gz	2.8477	1.9518	98.29	37.109	NA-NA	HIGH	NA-NA	26	24.188	5816/9941	98.29	NZ_CP074197.1 Ruminococcus sp. FMBCY1 chromosome, complete genome
../wallen_disk/reads/SRR19064322_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/000/012/825/GCF_000012825.1_genomic.fna.gz	2.7381	4.0783	99.06	35.682	NA-NA	HIGH	NA-NA	25	24.141	15757/21133	99.06	NC_009614.1 Phocaeicola vulgatus ATCC 8482, complete sequence
../wallen_disk/reads/SRR19064322_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/010/509/575/GCF_010509575.1_genomic.fna.gz	2.6286	2.3526	97.70	34.255	NA-NA	HIGH	NA-NA	24	23.459	6301/12970	97.70	NZ_CP048437.1 Faecalibacterium duncaniae strain JCM 31915 chromosome, complete genome
../wallen_disk/reads/SRR19064322_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/003/437/535/GCF_003437535.1_genomic.fna.gz	2.5191	2.8835	97.28	32.827	NA-NA	HIGH	NA-NA	23	22.955	7355/17289	97.28	NZ_QSQT01000001.1 Phocaeicola plebeius strain TF10-3AC TF10-3AC.Scaf1, whole genome shotgun sequence
../wallen_disk/reads/SRR19064322_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/023/347/255/GCF_023347255.1_genomic.fna.gz	2.4096	2.1683	98.57	31.400	NA-NA	HIGH	NA-NA	22	19.654	8291/12942	98.57	NZ_CP094466.1 Faecalibacterium sp. I4384 chromosome, complete genome
