Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	True_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
real_gut_reads/ERR321526_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/000/436/375/GCA_000436375.1_genomic.fna.gz	9.3958	5.5375	97.71	10.166	NA-NA	HIGH	NA-NA	6	6.484	3836/7868	97.71	FR885403.1 Azospirillum sp. CAG:239 genomic scaffold, scf1, whole genome shotgun sequence
real_gut_reads/ERR321526_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/001/406/815/GCF_001406815.1_genomic.fna.gz	6.4315	7.0340	98.96	6.959	NA-NA	HIGH	NA-NA	4	4.438	10343/14285	98.96	NZ_CVRR01000001.1 Roseburia faecis strain M72, whole genome shotgun sequence
real_gut_reads/ERR321526_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/900/760/795/GCA_900760795.1_genomic.fna.gz	4.8703	6.5664	99.03	5.270	NA-NA	HIGH	NA-NA	3	3.361	13098/17696	99.03	CAAFAI010000001.1 TPA_asm: Bacteroidaceae bacterium, isolate HGM04771, WGS project CAAFAI010000000 data, contig: SRS021948_34_k99_167, whole genome shotgun sequence
real_gut_reads/ERR321526_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/000/012/825/GCF_000012825.1_genomic.fna.gz	4.7891	8.1096	97.19	5.182	NA-NA	HIGH	NA-NA	3	3.305	8740/21133	97.19	NC_009614.1 Phocaeicola vulgatus ATCC 8482, complete sequence
real_gut_reads/ERR321526_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/003/539/625/GCA_003539625.1_genomic.fna.gz	4.4691	2.0813	99.28	4.836	NA-NA	HIGH	NA-NA	3	3.084	4864/6089	99.28	DPOU01000022.1 MAG TPA_asm: Acholeplasmatales bacterium isolate UBA11505 contig_1149, whole genome shotgun sequence
real_gut_reads/ERR321526_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/000/382/445/GCF_000382445.1_genomic.fna.gz	4.4141	6.7262	96.52	4.776	NA-NA	HIGH	NA-NA	3	3.046	6335/18994	96.52	NZ_KB905472.1 Phocaeicola massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 strain DSM 17679 aczJl-supercont1.1, whole genome shotgun sequence
real_gut_reads/ERR321526_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/000/432/435/GCA_000432435.1_genomic.fna.gz	3.0750	1.8982	98.61	3.327	98.53-98.69	2.122	1.99-2.27	2	2.541	4666/8129	98.23	HF993111.1 Eubacterium sp. CAG:180 genomic scaffold, scf4, whole genome shotgun sequence
real_gut_reads/ERR321526_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/025/147/485/GCA_025147485.1_genomic.fna.gz	2.4282	3.6868	98.22	2.627	98.15-98.27	1.676	1.62-1.72	2	2.103	9177/19545	97.59	CP102263.1 Bacteroides uniformis strain ATCC 8492 chromosome, complete genome
real_gut_reads/ERR321526_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/000/437/595/GCA_000437595.1_genomic.fna.gz	2.3479	2.2454	98.00	2.540	97.91-98.08	1.620	1.54-1.71	2	2.172	5490/12681	97.34	FR899776.1 Faecalibacterium sp. CAG:74 genomic scaffold, scf6, whole genome shotgun sequence
real_gut_reads/ERR321526_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/000/160/055/GCF_000160055.1_genomic.fna.gz	2.1345	1.3272	98.03	2.310	97.90-98.14	1.473	1.38-1.59	2	1.992	3382/8049	97.24	NZ_GG698602.1 Dialister invisus DSM 15470 Scfld0, whole genome shotgun sequence
