real_gut_reads/SRR5983313_1.fastq.gz	gtdb_genomes_reps_r207/GCF/000/012/825/GCF_000012825.1_genomic.fna.gz	57.1028	39.5651	99.24	427.631	NA-NA	HIGH	NA-NA	271	256.789	16674/21133	99.24	NC_009614.1 Bacteroides vulgatus ATCC 8482, complete sequence
real_gut_reads/SRR5983313_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/543/805/GCA_900543805.1_genomic.fna.gz	6.3213	1.9328	98.47	47.339	NA-NA	HIGH	NA-NA	30	31.691	6133/9890	98.47	UQTE01000001.1 uncultured Sutterella sp. isolate UMGS613 genome assembly, contig: NODE_1_length_318599_cov_11.140505, whole genome shotgun sequence
real_gut_reads/SRR5983313_1.fastq.gz	gtdb_genomes_reps_r207/GCF/002/234/575/GCF_002234575.2_genomic.fna.gz	6.3213	5.6106	97.16	47.339	NA-NA	HIGH	NA-NA	30	29.459	11558/28270	97.16	NZ_CP022464.2 Enterocloster bolteae strain ATCC BAA-613 chromosome, complete genome
real_gut_reads/SRR5983313_1.fastq.gz	gtdb_genomes_reps_r207/GCF/000/025/985/GCF_000025985.1_genomic.fna.gz	5.4785	3.8536	99.07	41.027	NA-NA	HIGH	NA-NA	26	25.969	16769/22430	99.07	NC_003228.3 Bacteroides fragilis NCTC 9343, complete sequence
real_gut_reads/SRR5983313_1.fastq.gz	gtdb_genomes_reps_r207/GCF/000/210/075/GCF_000210075.1_genomic.fna.gz	5.0571	4.0556	97.88	37.871	NA-NA	HIGH	NA-NA	24	24.447	13042/25349	97.88	NC_021017.1 Bacteroides xylanisolvens XB1A, complete sequence
real_gut_reads/SRR5983313_1.fastq.gz	gtdb_genomes_reps_r207/GCA/002/160/535/GCA_002160535.1_genomic.fna.gz	3.1607	1.4810	98.92	23.670	NA-NA	HIGH	NA-NA	15	15.982	10815/15134	98.92	NFKU01000001.1 UNVERIFIED_ORG: Lacrimispora saccharolytica strain An168 An168_contig_1, whole genome shotgun sequence
real_gut_reads/SRR5983313_1.fastq.gz	gtdb_genomes_reps_r207/GCF/000/424/325/GCF_000424325.1_genomic.fna.gz	3.1607	2.0966	99.28	23.670	NA-NA	HIGH	NA-NA	15	14.292	16720/20943	99.28	NZ_KE384163.1 [Clostridium] clostridioforme AGR2157 G614DRAFT_scaffold00001.1, whole genome shotgun sequence
real_gut_reads/SRR5983313_1.fastq.gz	gtdb_genomes_reps_r207/GCF/000/011/065/GCF_000011065.1_genomic.fna.gz	3.1607	2.6693	99.41	23.670	NA-NA	HIGH	NA-NA	15	15.811	22251/26733	99.41	NC_004663.1 Bacteroides thetaiotaomicron VPI-5482, complete sequence
real_gut_reads/SRR5983313_1.fastq.gz	gtdb_genomes_reps_r207/GCF/000/160/055/GCF_000160055.1_genomic.fna.gz	1.8347	0.4668	98.13	13.740	NA-NA	HIGH	NA-NA	8	8.707	4489/8049	98.13	NZ_GG698602.1 Dialister invisus DSM 15470 Scfld0, whole genome shotgun sequence
real_gut_reads/SRR5983313_1.fastq.gz	gtdb_genomes_reps_r207/GCF/000/239/295/GCF_000239295.1_genomic.fna.gz	1.6367	0.8390	98.51	12.257	NA-NA	HIGH	NA-NA	7	7.767	10277/16381	98.51	NZ_JH417617.1 Flavonifractor plautii ATCC 29863 Scfld0, whole genome shotgun sequence
